rank,title,title_english,title_japanese,type,members,score,year
1,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin,るろうに剣心 -明治剣客浪漫譚-,TV,514564,8.28,1996
2,Meitantei Conan,Case Closed,名探偵コナン,TV,367321,8.18,1996
3,Kodomo no Omocha (TV),Kodocha,こどものおもちゃ,TV,74897,8.05,1996
5,Kidou Senshi Gundam: Dai 08 MS Shoutai,Mobile Suit Gundam: The 08th MS Team,機動戦士ガンダム 第08MS小隊,OVA,90458,8,1996
7,Ie Naki Ko Remy,Sans Famille,家なき子レミ,TV,23229,7.9,1996
8,Akachan to Boku,Baby and Me,赤ちゃんと僕,TV,37115,7.82,1996
9,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,こちら葛飾区亀有公園前派出所 (1996),TV,20936,7.78,1996
10,Tenkuu no Escaflowne,The Vision of Escaflowne,天空のエスカフローネ,TV,170738,7.65,1996
11,Hana yori Dango,Hana Yori Dango,花より男子,TV,65321,7.57,1996
12,Taiho Shichau zo (TV),You're Under Arrest (1996),逮捕しちゃうぞ (1996),TV,40757,7.54,1996
13,Jigoku Sensei Nube,Hell Teacher Nube,地獄先生ぬ～べ～,TV,23562,7.53,1996
14,Kidou Senkan Nadesico,Martian Successor Nadesico,機動戦艦ナデシコ,TV,57960,7.49,1996
15,Angel Densetsu,Angel Densetsu,エンジェル伝説,OVA,46140,7.47,1996
17,Tenchi Muyou! in Love,Tenchi Muyo! In Love,天地無用! in Love,Movie,25572,7.4,1996
18,Future GPX Cyber Formula Saga,Future GPX Cyber Formula Saga,新世紀ＧＰＸサイバーフォーミュラＳＡＧＡ,OVA,3414,7.39,1996
19,Shin Kidou Senki Gundam Wing: Operation Meteor,Mobile Suit Gundam Wing: Operation Meteor,新機動戦記ガンダムＷ オペレーション・メテオ ODD＆EVEN NUMBERS,OVA,11688,7.36,1996
20,Kidou Shinseiki Gundam X,After War Gundam X,機動新世紀ガンダムX,TV,38962,7.34,1996
21,Crayon Shin-chan Movie 04: Henderland no Daibouken,Crayon Shin-chan Movie 04: Henderland no Daibouken,クレヨンしんちゃん ヘンダーランドの大冒険,Movie,9717,7.34,1996
22,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari","Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",新きまぐれオレンジ☆ロード ～ そして、あの夏のはじまり,Movie,9919,7.34,1996
23,Saber Marionette J,Saber Marionette J,セイバーマリオネットJ,TV,35627,7.33,1996
24,Black Jack the Movie,Black Jack: The Movie,ブラック･ジャック 劇場版,Movie,14846,7.33,1996
25,Cinderella Monogatari,The Story of Cinderella,シンデレラ物語,TV,8764,7.32,1996
26,Slayers Specials,Slayers: The Book of Spells,スレイヤーズすぺしゃる,OVA,21213,7.32,1996
27,Doraemon Movie 17: Nobita to Ginga Express,Doraemon the Movie: Nobita and the Galaxy Super-express,映画 ドラえもん のび太と銀河超特急[エクスプレス],Movie,9742,7.31,1996
28,Slayers Return,Slayers Return,スレイヤーズRETURN,Movie,22250,7.29,1996
29,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,美少女戦士セーラームーン セーラースターズ ヒーロークラブ,OVA,11427,7.28,1996
30,Kaiketsu Zorro,The Magnificent Zorro,快傑ゾロ,TV,13315,7.26,1996
31,Ganbarist! Shun,Ganbarist! Shun,ガンバリスト! 駿,TV,4296,7.18,1996
32,Ihatov Gensou: Kenji no Haru,Spring and Chaos,イーハトーブ幻想 Kenjiの春,Movie,10384,7.18,1996
33,Yawara!: Zutto Kimi no Koto ga...,Yawara!: Zutto Kimi no Koto ga...,YAWARA! ずっと君のことが…。,TV Special,3796,7.16,1996
34,Dragon Ball Movie 4: Saikyou e no Michi,Dragon Ball: The Path to Power,ドラゴンボール 最強への道,Movie,66323,7.14,1996
