rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Sword Art Online,Sword Art Online,ソードアート・オンライン,TV,3206581,7.22,2012,https://cdn.myanimelist.net/images/anime/11/39717.jpg
2,JoJo no Kimyou na Bouken (TV),JoJo's Bizarre Adventure (2012),ジョジョの奇妙な冒険,TV,1770497,7.87,2012,https://cdn.myanimelist.net/images/anime/3/40409.jpg
3,Another,Another,アナザー,TV,1735935,7.46,2012,https://cdn.myanimelist.net/images/anime/4/75509.jpg
4,Psycho-Pass,Psycho-Pass,サイコパス,TV,1704166,8.33,2012,https://cdn.myanimelist.net/images/anime/1314/142015.jpg
5,High School DxD,High School DxD,ハイスクールD×D,TV,1493555,7.32,2012,https://cdn.myanimelist.net/images/anime/1331/111940.jpg
6,Hyouka,Hyouka,氷菓,TV,1439334,8.05,2012,https://cdn.myanimelist.net/images/anime/13/50521.jpg
7,Chuunibyou demo Koi ga Shitai!,"Love, Chunibyo & Other Delusions!",中二病でも恋がしたい!,TV,1419502,7.7,2012,https://cdn.myanimelist.net/images/anime/1905/142840.jpg
8,Sakura-sou no Pet na Kanojo,The Pet Girl of Sakurasou,さくら荘のペットな彼女,TV,1294477,8.05,2012,https://cdn.myanimelist.net/images/anime/4/43643.jpg
9,Kuroko no Basket,Kuroko's Basketball,黒子のバスケ,TV,1268634,8.05,2012,https://cdn.myanimelist.net/images/anime/11/50453.jpg
11,Tonari no Kaibutsu-kun,My Little Monster,となりの怪物くん,TV,1135595,7.45,2012,https://cdn.myanimelist.net/images/anime/4/39779.jpg
12,Magi: The Labyrinth of Magic,Magi: The Labyrinth of Magic,マギ The labyrinth of magic,TV,1091863,8.01,2012,https://cdn.myanimelist.net/images/anime/11/42773.jpg
13,Btooom!,BTOOOM!,BTOOOM!,TV,888622,7.26,2012,https://cdn.myanimelist.net/images/anime/4/40977.jpg
14,Kokoro Connect,Kokoro Connect,ココロコネクト,TV,868181,7.73,2012,https://cdn.myanimelist.net/images/anime/2/39665.jpg
15,Danshi Koukousei no Nichijou,Daily Lives of High School Boys,男子高校生の日常,TV,862394,8.23,2012,https://cdn.myanimelist.net/images/anime/3/33257.jpg
16,Ookami Kodomo no Ame to Yuki,Wolf Children,おおかみこどもの雨と雪,Movie,846543,8.56,2012,https://cdn.myanimelist.net/images/anime/9/35721.jpg
17,Shinsekai yori,From the New World,新世界より,TV,805860,8.25,2012,https://cdn.myanimelist.net/images/anime/1549/136389.jpg
18,K,K,K,TV,788356,7.42,2012,https://cdn.myanimelist.net/images/anime/3/47607.jpg
19,Nisemonogatari,Nisemonogatari,偽物語,TV,758216,8.13,2012,https://cdn.myanimelist.net/images/anime/1044/103654.jpg
