rank,title,title_english,title_japanese,type,members,score,year,image_url
1,JoJo no Kimyou na Bouken Part 7: Steel Ball Run,JoJo's Bizarre Adventure Part 7: Steel Ball Run,ジョジョの奇妙な冒険 Part7 STEEL BALL RUN,Manga,331834,9.34,2004,https://cdn.myanimelist.net/images/manga/3/179882l.jpg
2,D.Gray-man,D.Gray-man,D.Gray-man,Manga,173592,8.28,2004,https://cdn.myanimelist.net/images/manga/3/240470l.jpg
3,Katekyou Hitman Reborn!,Reborn!,家庭教師〈かてきょー〉ヒットマンREBORN!,Manga,131249,8.1,2004,https://cdn.myanimelist.net/images/manga/2/253085l.jpg
4,Rosario to Vampire,Rosario+Vampire,ロザリオとバンパイア,Manga,102948,7.58,2004,https://cdn.myanimelist.net/images/manga/3/270597l.jpg
5,Vampire Knight,Vampire Knight,ヴァンパイア騎士〈ナイト〉,Manga,101492,7.41,2004,https://cdn.myanimelist.net/images/manga/1/167748l.jpg
6,Übel Blatt,Ubel Blatt,Übel Blatt ～ユーベルブラット～,Manga,63479,7.58,2004,https://cdn.myanimelist.net/images/manga/2/55347l.jpg
7,Chikan Otoko,,痴漢男,Manga,52682,8.47,2004,https://cdn.myanimelist.net/images/manga/4/155148l.jpg
8,Suzuka,Suzuka,涼風,Manga,51939,7.85,2004,https://cdn.myanimelist.net/images/manga/2/184775l.jpg
9,Nazo no Kanojo X,Mysterious Girlfriend X,謎の彼女Ｘ,Manga,50081,7.77,2004,https://cdn.myanimelist.net/images/manga/1/260098l.jpg
10,Jigokusei Remina,Remina,地獄星レミナ,Manga,42599,7.18,2004,https://cdn.myanimelist.net/images/manga/3/235820l.jpg
11,Sekirei,Sekirei,セキレイ,Manga,37119,7.54,2004,https://cdn.myanimelist.net/images/manga/3/188941l.jpg
12,Cat Street,,キャットストリート,Manga,36160,8.22,2004,https://cdn.myanimelist.net/images/manga/2/176481l.jpg
13,Biomega,Biomega,バイオメガ,Manga,35027,7.46,2004,https://cdn.myanimelist.net/images/manga/2/211783l.jpg
14,Toaru Majutsu no Index,A Certain Magical Index,とある魔術の禁書目録,Light Novel,34192,8.41,2004,https://cdn.myanimelist.net/images/manga/3/176880l.jpg
15,Hayate no Gotoku!,Hayate the Combat Butler,ハヤテのごとく!,Manga,33378,7.84,2004,https://cdn.myanimelist.net/images/manga/3/194562l.jpg
16,Kekkaishi,Kekkaishi,結界師,Manga,33307,8.01,2004,https://cdn.myanimelist.net/images/manga/5/207702l.jpg
17,Durarara!!,Durarara!!,デュラララ!!,Light Novel,28916,8.34,2004,https://cdn.myanimelist.net/images/manga/3/286574l.jpg
18,Shinshi Doumei Cross,The Gentleman's Alliance Cross,紳士同盟†,Manga,27714,7.85,2004,https://cdn.myanimelist.net/images/manga/3/257940l.jpg
19,Kitchen no Ohimesama,Kitchen Princess,キッチンのお姫さま,Manga,26390,7.91,2004,https://cdn.myanimelist.net/images/manga/5/112513l.jpg
20,Hoshi no Koe,Voices of a Distant Star,ほしのこえ,Manga,25828,7.81,2004,https://cdn.myanimelist.net/images/manga/2/130253l.jpg
21,Nabari no Ou,Nabari no Ou,隠の王,Manga,24309,7.94,2004,https://cdn.myanimelist.net/images/manga/1/251337l.jpg
22,Kobato.,Kobato.,こばと。,Manga,23909,7.94,2004,https://cdn.myanimelist.net/images/manga/2/154345l.jpg
23,Koisuru Boukun,The Tyrant Falls In Love,恋する暴君,Manga,22593,8.13,2004,https://cdn.myanimelist.net/images/manga/1/118407l.jpg
24,Superior,,シューピアリア,Manga,22403,7.71,2004,https://cdn.myanimelist.net/images/manga/3/144347l.jpg
25,Aiki,,愛気,Manga,21308,7.31,2004,https://cdn.myanimelist.net/images/manga/3/52449l.jpg
26,Hikari no Machi,,ひかりのまち,Manga,21286,7.4,2004,https://cdn.myanimelist.net/images/manga/3/171828l.jpg
27,Yokujou Climax,,欲情©MAX,Manga,21005,7.08,2004,https://cdn.myanimelist.net/images/manga/4/17963l.jpg
28,Aoi Hana,Sweet Blue Flowers,青い花,Manga,20679,7.68,2004,https://cdn.myanimelist.net/images/manga/5/262354l.jpg
29,Shiawase Kissa 3-choume,Happy Cafe,幸福喫茶3丁目,Manga,20498,8.17,2004,https://cdn.myanimelist.net/images/manga/3/269706l.jpg
30,B-gata H-kei,,B型H系,Manga,20308,7.48,2004,https://cdn.myanimelist.net/images/manga/2/46861l.jpg
31,Bartender,Bartender,バーテンダ,Manga,20117,7.98,2004,https://cdn.myanimelist.net/images/manga/2/279741l.jpg
32,Houkago Hokenshitsu,After School Nightmare,放課後保健室,Manga,19871,7.87,2004,https://cdn.myanimelist.net/images/manga/1/250801l.jpg
33,Deep Love: Ayu no Monogatari,,Deep Love アユの物語,Manga,19788,7.95,2004,https://cdn.myanimelist.net/images/manga/2/1007l.jpg
