rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Kaguya-sama: Love Is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,Manga,309604,8.88,2015,https://cdn.myanimelist.net/images/manga/3/188896l.jpg
2,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Ascendance of a Bookworm: I'll Do Anything to Become a Librarian!,本好きの下剋上 ～司書になるためには手段を選んでいられません～,Light Novel,22968,8.83,2015,https://cdn.myanimelist.net/images/manga/1/149552l.jpg
3,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Classroom of the Elite,ようこそ実力至上主義の教室へ,Light Novel,98722,8.74,2015,https://cdn.myanimelist.net/images/manga/2/177958l.jpg
4,Ao Ashi,Aoashi,アオアシ,Manga,46275,8.68,2015,https://cdn.myanimelist.net/images/manga/1/185325l.jpg
4,Kimi no Suizou wo Tabetai,I Want to Eat Your Pancreas,君の膵臓をたべたい,Novel,13280,8.68,2015,https://cdn.myanimelist.net/images/manga/2/248632l.jpg
6,Violet Evergarden,,ヴァイオレット・エヴァーガーデン,Light Novel,32964,8.67,2015,https://cdn.myanimelist.net/images/manga/3/279888l.jpg
7,Yagate Kimi ni Naru,Bloom into You,やがて君になる,Manga,126323,8.65,2015,https://cdn.myanimelist.net/images/manga/1/232311l.jpg
8,Diamond no Ace Act II,Ace of the Diamond Act II,ダイヤのA〈エース〉 act II,Manga,20321,8.58,2015,https://cdn.myanimelist.net/images/manga/3/167576l.jpg
9,Monogatari Series: Off Season,,〈物語〉シリーズ オフシーズン,Light Novel,8308,8.57,2015,https://cdn.myanimelist.net/images/manga/2/181555l.jpg
10,Spirit Fingers,Spirit Fingers,스피릿 핑거스,Manhwa,10163,8.47,2015,https://cdn.myanimelist.net/images/manga/2/206123l.jpg
10,Vanitas no Karte,The Case Study of Vanitas,ヴァニタスの手記〈カルテ〉,Manga,76690,8.47,2015,https://cdn.myanimelist.net/images/manga/2/176009l.jpg
12,Shimanami Tasogare,Our Dreams at Dusk: Shimanami Tasogare,しまなみ誰そ彼,Manga,71626,8.46,2015,https://cdn.myanimelist.net/images/manga/2/174018l.jpg
13,Fate/strange Fake,,Fate/strange Fake,Light Novel,11749,8.43,2015,https://cdn.myanimelist.net/images/manga/3/171596l.jpg
14,Innocent Rouge,Innocent Rouge,イノサン Rouge,Manga,37924,8.42,2015,https://cdn.myanimelist.net/images/manga/1/167646l.jpg
15,Yuru Camp△,Laid-Back Camp,ゆるキャン△,Manga,22829,8.41,2015,https://cdn.myanimelist.net/images/manga/1/168083l.jpg
16,"Kumo desu ga, Nani ka?","So I'm a Spider, So What?",蜘蛛ですが、なにか？,Light Novel,31134,8.38,2015,https://cdn.myanimelist.net/images/manga/2/170075l.jpg
16,Re:Zero kara Hajimeru Isekai Seikatsu Ex,Re:ZERO -Starting Life in Another World- Ex,Re:ゼロから始める異世界生活Ex,Light Novel,7250,8.38,2015,https://cdn.myanimelist.net/images/manga/2/170079l.jpg
18,Shousetsu Akatsuki no Yona: Onaji Tsuki no Shita de,,小説・暁のヨナ 同じ月の下で,Light Novel,13843,8.37,2015,https://cdn.myanimelist.net/images/manga/2/153038l.jpg
19,Naruto Shinden Series,Naruto: Itachi's Story,NARUTO -ナルト- 真伝シリーズ,Light Novel,13764,8.36,2015,https://cdn.myanimelist.net/images/manga/2/190847l.jpg
19,SQ: Begin W/Your Name!,,SQ从你的名字开始,Manhua,70386,8.36,2015,https://cdn.myanimelist.net/images/manga/3/165495l.jpg
19,Tensei shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,転生したらスライムだった件,Manga,151281,8.36,2015,https://cdn.myanimelist.net/images/manga/3/167639l.jpg
22,Wotaku ni Koi wa Muzukashii,Wotakoi: Love Is Hard for Otaku,ヲタクに恋は難しい,Manga,152651,8.34,2015,https://cdn.myanimelist.net/images/manga/3/155740l.jpg
23,Machida-kun no Sekai,The world of Machida-kun,町田くんの世界,Manga,34972,8.33,2015,https://cdn.myanimelist.net/images/manga/3/168062l.jpg
24,Totsukuni no Shoujo,"The Girl From the Other Side: Siúil, a Rún",とつくにの少女,Manga,92825,8.32,2015,https://cdn.myanimelist.net/images/manga/1/173926l.jpg
25,Bungou Stray Dogs Wan!,Bungo Stray Dogs: Wan!,文豪ストレイドッグス わん!,Manga,8368,8.28,2015,https://cdn.myanimelist.net/images/manga/2/184355l.jpg
26,Kishuku Gakkou no Juliet,Boarding School Juliet,寄宿学校のジュリエット,Manga,70222,8.26,2015,https://cdn.myanimelist.net/images/manga/3/188967l.jpg
26,Taishou Otome Otogibanashi,,大正処女御伽話,Manga,28467,8.26,2015,https://cdn.myanimelist.net/images/manga/2/173765l.jpg
28,Bokura no Shokutaku,Our Dining Table,僕らの食卓,Manga,17582,8.21,2015,https://cdn.myanimelist.net/images/manga/1/196394l.jpg
28,Cheese in the Trap Season 4,,치즈인더트랩 시즌4,Manhwa,10594,8.21,2015,https://cdn.myanimelist.net/images/manga/2/204021l.jpg
28,"Tadaima, Okaeri",,ただいま、おかえり,Manga,8351,8.21,2015,https://cdn.myanimelist.net/images/manga/2/189551l.jpg
31,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-3 Shou - Truth of Zero,"Re:ZERO -Starting Life in Another World-, Chapter 3: Truth of Zero",Re：ゼロから始める異世界生活 第三章 Truth of Zero,Manga,14163,8.18,2015,https://cdn.myanimelist.net/images/manga/3/188948l.jpg
32,Nogi Wakaba wa Yuusha de Aru,,乃木若葉は勇者である,Light Novel,5227,8.17,2015,https://cdn.myanimelist.net/images/manga/1/194780l.jpg
33,Fate/stay night: Garden of Avalon,,Fate/stay night Garden of Avalon,Light Novel,5150,8.16,2015,https://cdn.myanimelist.net/images/manga/1/298135l.jpg
34,Witch of Mine,Witch of Mine,나의 마녀,Manhwa,9717,8.14,2015,https://cdn.myanimelist.net/images/manga/3/228265l.jpg
35,Hidamari ga Kikoeru: Koufukuron,I Hear the Sunspot: Theory of Happiness,ひだまりが聴こえる -幸福論-,Manga,9139,8.1,2015,https://cdn.myanimelist.net/images/manga/2/240672l.jpg
36,Fate/stay night: Heaven's Feel,,Fate/stay night [Heaven's Feel],Manga,9735,8.07,2015,https://cdn.myanimelist.net/images/manga/1/159383l.jpg
36,Orange,,orange,Light Novel,10527,8.07,2015,https://cdn.myanimelist.net/images/manga/3/179402l.jpg
38,Kekkai Sensen: Back 2 Back,,血界戦線 Back 2 Back,Manga,5960,8.06,2015,https://cdn.myanimelist.net/images/manga/3/171019l.jpg
39,Fate/strange Fake,,Fate/strange Fake,Manga,10461,8.03,2015,https://cdn.myanimelist.net/images/manga/2/145617l.jpg
40,Bokutachi ga Yarimashita,,僕たちがやりました,Manga,35746,8.01,2015,https://cdn.myanimelist.net/images/manga/3/168953l.jpg
40,Imouto sae Ireba Ii.,A Sister's All You Need.,妹さえいればいい。,Light Novel,11222,8.01,2015,https://cdn.myanimelist.net/images/manga/2/270515l.jpg
42,Kono Subarashii Sekai ni Shukufuku wo! Spin-off: Kono Kamen no Akuma ni Soudan wo!,,この素晴らしい世界に祝福を！スピンオフ この仮面の悪魔に相談を！,Light Novel,4623,7.99,2015,https://cdn.myanimelist.net/images/manga/1/175150l.jpg
42,Niehime to Kemono no Ou,Sacrificial Princess and the King of Beasts,贄姫と獣の王,Manga,17929,7.99,2015,https://cdn.myanimelist.net/images/manga/2/269710l.jpg
