rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 3-nensei-hen,Classroom of the Elite: Year 3,ようこそ実力至上主義の教室へ 3年生編,Light Novel,4011,8.54,2025,https://cdn.myanimelist.net/images/manga/1/321473l.jpg
2,Yang Ilwoo and Me,Yang Ilwoo and Me,양일우와 나,Manhwa,1045,8.1,2025,https://cdn.myanimelist.net/images/manga/3/332279l.jpg
3,Ctrl+Alt+Resign,Ctrl+Alt+Resign,이직로그,Manhwa,8083,8.08,2025,https://cdn.myanimelist.net/images/manga/3/321592l.jpg
4,Haimiya-senpai wa Kowakute Kawaii,Haimiya Is Scary Cute,灰宮先輩は怖くてかわいい,Manga,24587,8.01,2025,https://cdn.myanimelist.net/images/manga/3/341234l.jpg
4,"What a Bountiful Harvest, Demon Lord!","What a Bountiful Harvest, Demon Lord!","풍작이에요, 마왕님!",Manhwa,8015,8.01,2025,https://cdn.myanimelist.net/images/manga/3/321767l.jpg
6,A Regressor's Tale of Cultivation,A Regressor's Tale of Cultivation,회귀수선전,Manhwa,4840,8.0,2025,https://cdn.myanimelist.net/images/manga/1/328866l.jpg
7,Miss Pendleton,Miss Pendleton,미스 펜들턴,Manhwa,2060,7.98,2025,https://cdn.myanimelist.net/images/manga/1/346105l.jpg
8,Fog Land,Fog Land,포그랜드,Manhwa,3626,7.97,2025,https://cdn.myanimelist.net/images/manga/3/340524l.jpg
9,Futari Bus,,ふたりバス,Manga,5251,7.96,2025,https://cdn.myanimelist.net/images/manga/1/341493l.jpg
10,Blossoms of the White Night,Blossoms of the White Night,백야의 꽃길,Manhwa,2098,7.94,2025,https://cdn.myanimelist.net/images/manga/1/338284l.jpg
10,Footsteps in the Snow,Footsteps in the Snow,눈에 밟힌 발걸음,Manhwa,825,7.94,2025,https://cdn.myanimelist.net/images/manga/3/339234l.jpg
12,Melting Point,Melting Point,해빙곡선,Manhwa,2290,7.92,2025,https://cdn.myanimelist.net/images/manga/3/321269l.jpg
13,Our Guild's Idol,Our Guild's Idol,우리 길드 아이돌,Manhwa,2458,7.89,2025,https://cdn.myanimelist.net/images/manga/3/344275l.jpg
14,Release Your Persona,Release Your Persona,릴리즈 유어 페르소나,Manhwa,1052,7.88,2025,https://cdn.myanimelist.net/images/manga/3/334238l.jpg
15,Red Thread Quest,Red Thread Quest,홍실퀘스트,Manhwa,1792,7.87,2025,https://cdn.myanimelist.net/images/manga/3/348158l.jpg
16,Proof of Dignity,Proof of Dignity,품위증명,Manhwa,905,7.86,2025,https://cdn.myanimelist.net/images/manga/1/329697l.jpg
17,Aoi no Heya ni Mata Haru ga Kita,Spring Returns to Aoi's Room,アオイの部屋にまた春が来た,One-shot,2490,7.83,2025,https://cdn.myanimelist.net/images/manga/3/321762l.jpg
17,Osoraku Kanojo wa Ore no Aniki wo Neratteru,,おそらくカノジョは俺の兄貴を狙ってる,Manga,18222,7.83,2025,https://cdn.myanimelist.net/images/manga/1/338651l.jpg
19,Kiss Me If You Can,Kiss Me If You Can,키스 미 이프 유 캔,Manhwa,1851,7.81,2025,https://cdn.myanimelist.net/images/manga/3/331129l.jpg
20,The Villain's Survival Route,The Villain's Survival Route,악당은 살고 싶다,Manhwa,13201,7.79,2025,https://cdn.myanimelist.net/images/manga/2/320126l.jpg
21,Your Ryan,Your Ryan,당신의 라이언,Manhwa,1288,7.78,2025,https://cdn.myanimelist.net/images/manga/2/338585l.jpg
22,#Gal to Gal no Yuri,#Gal x Gal Yuri,#ギャルとギャルの百合,Manga,5670,7.77,2025,https://cdn.myanimelist.net/images/manga/2/339328l.jpg
23,Flower of Allure,Flower of Allure,꽃은 미끼야,Manhwa,1890,7.76,2025,https://cdn.myanimelist.net/images/manga/1/331249l.jpg
23,Nitamono Doushi,(Not) Same Blue Youth.,にたものどうし,One-shot,4090,7.76,2025,https://cdn.myanimelist.net/images/manga/1/333115l.jpg
23,The Patron of Villains,The Patron of Villains,악당들의 후원자가 되었다,Manhwa,10771,7.76,2025,https://cdn.myanimelist.net/images/manga/1/336704l.jpg
26,Who's That Girl?,Who's That Girl?,오늘의 한요일은 여자다,Manhwa,3041,7.75,2025,https://cdn.myanimelist.net/images/manga/3/332494l.jpg
27,44th Period: Survival Class,44th Period: Survival Class,44교시 생존수업,Manhwa,910,7.74,2025,https://cdn.myanimelist.net/images/manga/3/336921l.jpg
27,Okaeri Suiheisen,Home at the Horizon,おかえり水平線,Manga,2178,7.74,2025,https://cdn.myanimelist.net/images/manga/1/329076l.jpg
29,A Lovely Meal,A Lovely Meal,식후경,Manhwa,1377,7.72,2025,https://cdn.myanimelist.net/images/manga/2/331162l.jpg
29,Yofukashi no Uta: Rakuen-hen,Yofukashi no Uta: The Paradise Arc,よふかしのうた－楽園編－,Manga,4207,7.72,2025,https://cdn.myanimelist.net/images/manga/2/335464l.jpg
31,Master-Peace,Master-Peace,주의 평화,Manhwa,1557,7.7,2025,https://cdn.myanimelist.net/images/manga/2/337135l.jpg
32,Dungeons and Crayons,Dungeons and Crayons,병아리반 헌터는 효도 중!,Manhwa,3064,7.69,2025,https://cdn.myanimelist.net/images/manga/2/318833l.jpg
32,Idolatry,,アイドラトリィ,Manga,1341,7.69,2025,https://cdn.myanimelist.net/images/manga/2/336551l.jpg
34,Bungou Stray Dogs: Stormbringer,,文豪ストレイドッグス STORM BRINGER,Manga,951,7.66,2025,https://cdn.myanimelist.net/images/manga/1/335077l.jpg
35,Everyone Loves Her,,모두가 그녀를 사랑해,Manhwa,2877,7.64,2025,https://cdn.myanimelist.net/images/manga/1/321692l.jpg
35,Too Many Heroes for the Demon Lord,Too Many Heroes for the Demon Lord,마왕인데 용사가 너무 많음,Manhwa,5096,7.64,2025,https://cdn.myanimelist.net/images/manga/3/338120l.jpg
37,Fighting Girls,Fighting Girls,ファイティングガールズ,One-shot,2083,7.63,2025,https://cdn.myanimelist.net/images/manga/2/332171l.jpg
37,I Became the Villain the Hero Is Obsessed With,,히어로가 집착하는 악당이 되었다,Manhwa,5071,7.63,2025,https://cdn.myanimelist.net/images/manga/1/334876l.jpg
39,Happy Twogether,Happy Twogether,해피투게더,Manhwa,783,7.62,2025,https://cdn.myanimelist.net/images/manga/1/341192l.jpg
39,SOS! Fledgling Report,SOS! Fledgling Report,비상! 청춘기록부,Manhwa,653,7.62,2025,https://cdn.myanimelist.net/images/manga/2/337009l.jpg
39,Welcome to Rose Manor,Welcome to Rose Manor,장미 저택에 어서 오세요,Manhwa,1211,7.62,2025,https://cdn.myanimelist.net/images/manga/3/332709l.jpg
42,Maryoku Kare no Dark Elf,The Journey of a Dark Elf with Fading Powers,魔力枯れのダークエルフ,Manga,3233,7.61,2025,https://cdn.myanimelist.net/images/manga/3/345370l.jpg
43,Diamond Dust,Diamond Dust,다이아몬드 더스트,Manhwa,832,7.59,2025,https://cdn.myanimelist.net/images/manga/3/337646l.jpg
43,Dig It,,ディグイット,Manga,2273,7.59,2025,https://cdn.myanimelist.net/images/manga/4/333345l.jpg
45,Make Heroine wo Katasetai!!,,負けヒロインを勝たせたい!!,Manga,4288,7.56,2025,https://cdn.myanimelist.net/images/manga/2/337381l.jpg
45,Murmur,Murmur,MURMUR(뮤르뮤르),Manhwa,1116,7.56,2025,https://cdn.myanimelist.net/images/manga/3/338733l.jpg
