rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Kagurabachi,Kagurabachi,カグラバチ,Manga,112759,8.08,2023,https://cdn.myanimelist.net/images/manga/3/296327l.jpg
2,Kininatteru Hito ga Otoko ja Nakatta,The Guy She Was Interested in Wasn't a Guy at All,気になってる人が男じゃなかった,Manga,66827,8.37,2023,https://cdn.myanimelist.net/images/manga/3/288182l.jpg
3,JoJo no Kimyou na Bouken Part 9: The JoJoLands,JoJo's Bizarre Adventure Part 9: The JoJoLands,ジョジョの奇妙な冒険 Part9 The JOJOLands,Manga,58744,8.34,2023,https://cdn.myanimelist.net/images/manga/1/286969l.jpg
4,Boruto: Two Blue Vortex,Boruto: Two Blue Vortex,BORUTO-ボルト- -TWO BLUE VORTEX-,Manga,44570,7.81,2023,https://cdn.myanimelist.net/images/manga/2/296325l.jpg
5,Revenge of the Baskerville Bloodhound,Revenge of the Baskerville Bloodhound,철혈검가 사냥개의 회귀,Manhwa,43257,7.96,2023,https://cdn.myanimelist.net/images/manga/2/280319l.jpg
6,Mayonaka Heart Tune,Tune In to the Midnight Heart,真夜中ハートチューン,Manga,33004,8.48,2023,https://cdn.myanimelist.net/images/manga/1/293386l.jpg
7,The Extra's Academy Survival Guide,The Extra's Academy Survival Guide,아카데미에서 살아남기,Manhwa,32099,8.27,2023,https://cdn.myanimelist.net/images/manga/2/296379l.jpg
8,Hotaru no Yomeiri,Firefly Wedding,ホタルの嫁入り,Manga,31431,7.98,2023,https://cdn.myanimelist.net/images/manga/3/283419l.jpg
9,The Stellar Swordmaster,The Stellar Swordmaster,별을 품은 소드마스터,Manhwa,30519,8.26,2023,https://cdn.myanimelist.net/images/manga/2/289345l.jpg
10,Tower Dungeon,Tower Dungeon,タワーダンジョン,Manga,28948,8.08,2023,https://cdn.myanimelist.net/images/manga/3/296439l.jpg
11,The Academy's Genius Swordsman,The Academy's Genius Swordsman,아카데미의 천재칼잡이,Manhwa,25876,7.24,2023,https://cdn.myanimelist.net/images/manga/3/288601l.jpg
12,Love Bullet,Love Bullet,ラブ・バレット,Manga,24165,8.43,2023,https://cdn.myanimelist.net/images/manga/3/307661l.jpg
13,Kuso Onna ni Sachi Are,"Hope You're Happy, Lemon",クソ女に幸あれ,Manga,22564,7.43,2023,https://cdn.myanimelist.net/images/manga/1/294187l.jpg
14,Surviving the Game as a Barbarian,Surviving the Game as a Barbarian,게임 속 바바리안으로 살아남기,Manhwa,21926,8.09,2023,https://cdn.myanimelist.net/images/manga/2/281007l.jpg
15,The 100th Regression of the Max-Level Player,The 100th Regression of the Max-Level Player,만렙 플레이어의 100번째 회귀,Manhwa,21169,7.73,2023,https://cdn.myanimelist.net/images/manga/2/291624l.jpg
16,Ogami Tsumiki to Kinichijou.,Tsumiki Ogami's Not-So-Ordinary Life,尾守つみきと奇日常。,Manga,21096,7.8,2023,https://cdn.myanimelist.net/images/manga/3/298971l.jpg
17,I Killed the Main Player,I Killed the Main Player,아카데미 플레이어를 죽였다,Manhwa,20062,7.5,2023,https://cdn.myanimelist.net/images/manga/1/293257l.jpg
18,Maria no Danzai,,聖母〈マリア〉の断罪,Manga,19926,7.13,2023,https://cdn.myanimelist.net/images/manga/3/288818l.jpg
19,Kakunaru Ue wa,Now That We Draw,描くなるうえは,Manga,17662,7.56,2023,https://cdn.myanimelist.net/images/manga/2/287817l.jpg
20,Beat & Motion,Beat & Motion,BEAT＆MOTION,Manga,17395,7.25,2023,https://cdn.myanimelist.net/images/manga/3/284220l.jpg
21,The Martial God Who Regressed Back to Level 2,The Martial God Who Regressed Back to Level 2,2레벨로 회귀한 무신,Manhwa,17230,7.32,2023,https://cdn.myanimelist.net/images/manga/3/286408l.jpg
22,Damedol to Sekai ni Hitori dake no Fan,Damedol and the Only Fan in the World,ダメドルと世界に1人だけのファン,Manga,17214,7.56,2023,https://cdn.myanimelist.net/images/manga/3/295874l.jpg
23,Isshou Senkin,ST✰R: Strike It Rich,一勝千金,Manga,16944,7.8,2023,https://cdn.myanimelist.net/images/manga/1/289698l.jpg
24,The Knight King Who Returned with a God,,신과함께 돌아온 기사왕님,Manhwa,16665,7.26,2023,https://cdn.myanimelist.net/images/manga/2/282399l.jpg
25,Hanninmae no Koibito,Blooming Love,半人前の恋人,Manga,16620,7.53,2023,https://cdn.myanimelist.net/images/manga/3/287904l.jpg
26,Phantom Busters,Phantom Busters,ファントムバスターズ,Manga,16236,8.25,2023,https://cdn.myanimelist.net/images/manga/3/292885l.jpg
27,Time-Limited Genius Dark Knight,Time-Limited Genius Dark Knight,시한부 천재 암흑기사,Manhwa,16113,7.15,2023,https://cdn.myanimelist.net/images/manga/1/282298l.jpg
28,Dungeon ni Hisomu Yandere na Kanojo ni Ore wa Nando mo Korosareru,,ダンジョンに潜むヤンデレな彼女に俺は何度も殺される,Manga,15307,6.93,2023,https://cdn.myanimelist.net/images/manga/1/287154l.jpg
29,The Player Hides His Past,The Player Hides His Past,플레이어가 과거를 숨김,Manhwa,14181,7.51,2023,https://cdn.myanimelist.net/images/manga/3/283574l.jpg
30,Netorare Manga no Kuzu Otoko ni Tensei shita Hazu ga Heroine ga Yottekuru Ken,,寝取られ漫画のクズ男に転生したはずがヒロインが寄ってくる件,Manga,14160,6.79,2023,https://cdn.myanimelist.net/images/manga/1/288336l.jpg
31,The Top Dungeon Farmer,The Top Dungeon Farmer,나 혼자 탑에서 농사,Manhwa,14154,7.98,2023,https://cdn.myanimelist.net/images/manga/3/330474l.jpg
32,The Reincarnated Assassin Is a Swordmaster,The Reincarnated Assassin Is a Swordmaster,환생한 암살자는 검술 천재,Manhwa,14012,7.05,2023,https://cdn.myanimelist.net/images/manga/3/288070l.jpg
33,Gal Yome no Himitsu,My Gyaru Wife's Secrets,ギャル嫁の秘密,Manga,13772,7.0,2023,https://cdn.myanimelist.net/images/manga/3/313631l.jpg
34,Houkago Kitaku Biyori,Walking Home with You,放課後帰宅びより,Manga,13752,8.4,2023,https://cdn.myanimelist.net/images/manga/1/295999l.jpg
35,Renai Daikou,Love Agency,恋愛代行,Manga,13456,6.73,2023,https://cdn.myanimelist.net/images/manga/3/292236l.jpg
36,Not Your Typical Reincarnation Story,Not Your Typical Reincarnation Story,흔한 빙의물인 줄 알았다,Manhwa,13370,7.82,2023,https://cdn.myanimelist.net/images/manga/3/287292l.jpg
37,Saihate ni Madou,,最果てに惑う,Manga,13135,7.21,2023,https://cdn.myanimelist.net/images/manga/1/283566l.jpg
38,Koiseyo Mayakashi Tenshi-domo,"Fall in Love, You False Angels",恋せよまやかし天使ども,Manga,12729,7.95,2023,https://cdn.myanimelist.net/images/manga/1/288344l.jpg
