rank,title,title_english,title_japanese,type,members,score,year
1,Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,鬼滅の刃,TV,3267488,8.43,2019
3,Yakusoku no Neverland,The Promised Neverland,約束のネバーランド,TV,2078492,8.48,2019
4,Dr. Stone,Dr. Stone,ドクターストーン,TV,1864792,8.26,2019
5,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,TV,1854706,8.4,2019
6,Boku no Hero Academia 4th Season,My Hero Academia Season 4,僕のヒーローアカデミア,TV,1828407,7.86,2019
7,One Punch Man 2nd Season,One Punch Man Season 2,ワンパンマン,TV,1804590,7.53,2019
8,Tate no Yuusha no Nariagari,The Rising of the Shield Hero,盾の勇者の成り上がり,TV,1695919,7.92,2019
9,Vinland Saga,Vinland Saga,ヴィンランド・サガ,TV,1690619,8.77,2019
11,Enen no Shouboutai,Fire Force,炎炎ノ消防隊,TV,1459568,7.72,2019
12,Dororo,Dororo,どろろ,TV,1316555,8.25,2019
13,Tenki no Ko,Weathering with You,天気の子,Movie,1077828,8.27,2019
14,5-toubun no Hanayome,The Quintessential Quintuplets,五等分の花嫁,TV,1020788,7.63,2019
15,Beastars,Beastars,BEASTARS,TV,923750,7.8,2019
16,Fruits Basket 1st Season,Fruits Basket 1st Season,フルーツバスケット,TV,902429,8.21,2019
21,Domestic na Kanojo,Domestic Girlfriend,ドメスティックな彼女,TV,802315,6.63,2019
22,Arifureta Shokugyou de Sekai Saikyou,Arifureta: From Commonplace to World's Strongest,ありふれた職業で世界最強,TV,778209,6.72,2019
26,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,Cautious Hero: The Hero Is Overpowered but Overly Cautious,慎重勇者 ～この勇者が俺TUEEEくせに慎重すぎる～,TV,667985,7.47,2019
28,Kenja no Mago,Wise Man's Grandchild,賢者の孫,TV,634629,6.62,2019
29,Given,Given,ギヴン,TV,610566,8.3,2019
31,Mairimashita! Iruma-kun,Welcome to Demon School! Iruma-kun,魔入りました！入間くん,TV,535813,7.74,2019
32,Ore wo Suki nano wa Omae dake ka yo,ORESUKI Are you the only one who loves me?,俺を好きなのはお前だけかよ,TV,487508,7.3,2019
33,Bokutachi wa Benkyou ga Dekinai,We Never Learn: BOKUBEN,ぼくたちは勉強ができない,TV,465255,7.26,2019
36,Dumbbell Nan Kilo Moteru?,How Heavy Are the Dumbbells You Lift?,ダンベル何キロ持てる？,TV,418635,7.22,2019
39,Nande Koko ni Sensei ga!?,"Why the Hell are You Here, Teacher!?",なんでここに先生が!?,TV,376861,6.5,2019
40,Sewayaki Kitsune no Senko-san,The Helpful Fox Senko-san,世話やきキツネの仙狐さん,TV,372972,7.31,2019
41,Araburu Kisetsu no Otome-domo yo.,O Maidens in Your Savage Season,荒ぶる季節の乙女どもよ。,TV,363833,7.3,2019
42,Assassins Pride,Assassins Pride,アサシンズプライド,TV,362245,5.92,2019
43,Isekai Cheat Magician,Isekai Cheat Magician,異世界チート魔術師〈マジシャン〉,TV,352775,5.48,2019
45,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,"Hensuki: Are you willing to Fall in Love with a Pervert, as long as she's a Cutie?",可愛ければ変態でも好きになってくれますか？,TV,348065,6.47,2019
46,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Ascendance of a Bookworm,本好きの下剋上 ～司書になるためには手段を選んでいられません～,TV,344823,7.97,2019
47,Carole & Tuesday,Carole & Tuesday,キャロル&チューズデイ,TV,343271,7.84,2019
48,Kono Oto Tomare!,Kono Oto Tomare!: Sounds of Life,この音とまれ！,TV,334422,7.93,2019
50,Kanata no Astra,Astra Lost in Space,彼方のアストラ,TV,328090,8.07,2019
