rank,title,title_english,title_japanese,type,members,score,year
3,Vinland Saga,Vinland Saga,ヴィンランド・サガ,TV,1690619,8.77,2019
5,Yakusoku no Neverland,The Promised Neverland,約束のネバーランド,TV,2078492,8.48,2019
9,Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,鬼滅の刃,TV,3267488,8.43,2019
12,Kono Oto Tomare! Part 2,Kono Oto Tomare!: Sounds of Life Season 2,この音とまれ！,TV,193635,8.42,2019
15,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,TV,1854706,8.4,2019
17,Yoru ni Kakeru,Racing into the Night,夜に駆ける,Music,19384,8.32,2019
18,Kawaki wo Ameku,Crying for Rain,カワキヲアメク,Music,29668,8.31,2019
19,Given,Given,ギヴン,TV,610566,8.3,2019
20,Luo Xiao Hei Zhan Ji (Movie),The Legend of Hei,羅小黑戰記,Movie,31046,8.3,2019
23,Tenki no Ko,Weathering with You,天気の子,Movie,1077828,8.27,2019
24,Dr. Stone,Dr. Stone,ドクターストーン,TV,1864792,8.26,2019
25,Dororo,Dororo,どろろ,TV,1316555,8.25,2019
28,Fruits Basket 1st Season,Fruits Basket 1st Season,フルーツバスケット,TV,902429,8.21,2019
32,Made in Abyss Movie 1: Tabidachi no Yoake,Made in Abyss: Journey's Dawn,劇場版総集編【前編】メイドインアビス 旅立ちの夜明け,Movie,154606,8.18,2019
34,Holo no Graffiti,Holo Graffiti,ホロのぐらふぃてぃ,ONA,58152,8.15,2019
35,Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,Mobile Suit Gundam: The Origin - Advent of the Red Comet,機動戦士ガンダム THE ORIGIN 前夜 赤い彗星,TV,26696,8.13,2019
38,Kanata no Astra,Astra Lost in Space,彼方のアストラ,TV,328090,8.07,2019
39,Quanzhi Gaoshou: Dianfeng Rongyao,The King's Avatar: For the Glory,全职高手之巅峰荣耀,Movie,55089,8.07,2019
42,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Ascendance of a Bookworm,本好きの下剋上 ～司書になるためには手段を選んでいられません～,TV,344823,7.97,2019
47,Kono Oto Tomare!,Kono Oto Tomare!: Sounds of Life,この音とまれ！,TV,334422,7.93,2019
49,Tate no Yuusha no Nariagari,The Rising of the Shield Hero,盾の勇者の成り上がり,TV,1695919,7.92,2019
