rank,title,title_english,title_japanese,type,members,score,year,image_url
1,GeGeGe no Kitarou,GeGeGe no Kitaro,ゲゲゲの鬼太郎,Manga,4785,7.3,1965,https://cdn.myanimelist.net/images/manga/1/284280l.jpg
2,Nejishiki,Nejishiki,ねじ式,Manga,2786,6.78,1965,https://cdn.myanimelist.net/images/manga/2/167237l.jpg
3,Hebi Shoujo,Reptilia,へび少女,Manga,1176,6.62,1965,https://cdn.myanimelist.net/images/manga/3/236686l.jpg
4,Wonder 3,,W3 (ワンダースリー),Manga,934,6.97,1965,https://cdn.myanimelist.net/images/manga/2/175764l.jpg
5,Kamui Gaiden Daiichi-bu,The Legend of Kamui,カムイ外伝 第一部,Manga,903,7.02,1965,https://cdn.myanimelist.net/images/manga/1/150859l.jpg
6,Magma Taishi,,マグマ大使,Manga,846,6.56,1965,https://cdn.myanimelist.net/images/manga/4/174134l.jpg
7,Flight: Tsurita Kuniko Sakuhinshuu,,フライト つりたくにこ作品集,Manga,818,7.21,1965,https://cdn.myanimelist.net/images/manga/1/253712l.jpg
8,Mutant Sabu,,ミュータント・サブ,Manga,529,6.39,1965,https://cdn.myanimelist.net/images/manga/2/253766l.jpg
9,Leo-chan,Leo the Lion Cub,レオちゃん,Manga,263,,1965,https://cdn.myanimelist.net/images/manga/2/281624l.jpg
10,Akuma-kun,,悪魔くん,Manga,259,,1965,https://cdn.myanimelist.net/images/manga/3/186954l.jpg
11,Hangyojin,,半魚人,Manga,214,,1965,https://cdn.myanimelist.net/images/manga/3/76151l.jpg
12,Uchuusen Red Shark,,宇宙船レッドシャーク,Manga,87,,1965,https://cdn.myanimelist.net/images/manga/2/134077l.jpg
13,Kibaou,,牙王,Manga,81,,1965,https://cdn.myanimelist.net/images/manga/1/227464l.jpg
14,Sπ,,Sπ エスパイ,Manga,75,,1965,https://cdn.myanimelist.net/images/manga/2/300749l.jpg
15,Fuji Santarou Meibamen,,フジ三太郎名場面,Manga,73,,1965,https://cdn.myanimelist.net/images/manga/2/172858l.jpg
16,Tsuge Yoshiharu Sakuhinshuu,,つげ義春作品集,Manga,60,,1965,https://cdn.myanimelist.net/images/manga/1/335067l.jpg
17,Kaiki to Fuushi Sakuhinshuu,,怪奇と風刺作品集,Manga,57,,1965,https://cdn.myanimelist.net/images/manga/2/247905l.jpg
18,Sπ,,Sπ エスパイ,Manga,51,,1965,https://cdn.myanimelist.net/images/manga/1/300750l.jpg
19,Arijigoku,,蟻地獄,Manga,50,,1965,https://cdn.myanimelist.net/images/manga/2/334782l.jpg
20,Trunkid: Ozawa Satoru Mishuuroku Tanpenshuu,9 Parts Binder,小沢さとる未収録短編集 トランキッド,Manga,41,,1965,https://cdn.myanimelist.net/images/manga/1/238844l.jpg
21,Uwasa no Bushi,,噂の武士,Manga,39,,1965,https://cdn.myanimelist.net/images/manga/1/334781l.jpg
21,Watari,,ワタリ,Manga,39,,1965,https://cdn.myanimelist.net/images/manga/2/313454l.jpg
23,Sipeet,,サイピート,Manga,34,,1965,https://cdn.myanimelist.net/images/manga/2/238487l.jpg
24,Meitou Ruten,,名刀流転,Manga,28,,1965,https://cdn.myanimelist.net/images/manga/3/310980l.jpg
25,Rakujou no Fu,,落城の譜,Manga,25,,1965,https://cdn.myanimelist.net/images/manga/2/310981l.jpg
