rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Kyou kara Ore wa!!,,今日から俺は!!,Manga,24070,8.49,1988,https://cdn.myanimelist.net/images/manga/2/266260l.jpg
2,Comic Showa-shi,Showa: A History of Japan,コミック昭和史,Manga,3168,7.95,1988,https://cdn.myanimelist.net/images/manga/1/33746l.jpg
3,Master Keaton,Master Keaton,マスターキートン,Manga,10579,7.8,1988,https://cdn.myanimelist.net/images/manga/1/200911l.jpg
4,Rokudenashi Blues,Good-For-Nothing Blues,ろくでなしBLUES,Manga,12031,7.78,1988,https://cdn.myanimelist.net/images/manga/2/184928l.jpg
5,Kidou Keisatsu Patlabor,Mobile Police Patlabor,機動警察パトレイバー,Manga,3325,7.65,1988,https://cdn.myanimelist.net/images/manga/3/194559l.jpg
6,Aa! Megami-sama!,Oh! My Goddess,ああっ女神さまっ,Manga,19579,7.63,1988,https://cdn.myanimelist.net/images/manga/1/283558l.jpg
7,Hikari no Pansy,Pansy,光のパンジー,Manga,950,7.57,1988,https://cdn.myanimelist.net/images/manga/3/66813l.jpg
8,Itou Junji Kyoufu Manga Collection: Nikuiro no Kai,Junji Ito Horror Comic Collection Flesh-Colored Horror,肉色の怪,Manga,14351,7.53,1988,https://cdn.myanimelist.net/images/manga/1/277781l.jpg
9,Yaiba,Yaiba: Samurai Legend,YAIBA,Manga,4525,7.45,1988,https://cdn.myanimelist.net/images/manga/1/315259l.jpg
10,Lodoss-tou Senki,Record of Lodoss War,ロードス島戦記,Light Novel,1736,7.44,1988,https://cdn.myanimelist.net/images/manga/1/135649l.jpg
11,Natsuko no Sake,,夏子の酒,Manga,1398,7.31,1988,https://cdn.myanimelist.net/images/manga/3/253835l.jpg
11,Super Doctor K,,スーパードクターK,Manga,1897,7.31,1988,https://cdn.myanimelist.net/images/manga/3/152916l.jpg
13,Dragon Half,Dragon Half,Dragon Half [ドラゴンハーフ],Manga,4497,7.3,1988,https://cdn.myanimelist.net/images/manga/3/104187l.jpg
14,The Change!,The Change!,ざ・ちぇんじ!,Manga,889,7.25,1988,https://cdn.myanimelist.net/images/manga/1/272942l.jpg
15,Kidou Senshi Gundam: Gyakushuu no Char - Beltorchika's Children,,機動戦士ガンダム 逆襲のシャア ベルトーチカ・チルドレン,Light Novel,686,7.22,1988,https://cdn.myanimelist.net/images/manga/3/148119l.jpg
16,Hajime-chan ga Ichiban!,,はじめちゃんが一番！,Manga,674,7.19,1988,https://cdn.myanimelist.net/images/manga/1/148323l.jpg
16,Handsome na Kanojo,,ハンサムな彼女,Manga,2463,7.19,1988,https://cdn.myanimelist.net/images/manga/2/193120l.jpg
18,Earthian,Earthian,アーシアン,Manga,2381,7.18,1988,https://cdn.myanimelist.net/images/manga/3/257643l.jpg
