rank,title,title_english,title_japanese,type,members,score,year
1,Ore dake Level Up na Ken,Solo Leveling,俺だけレベルアップな件,TV,980697,8.26,2024
2,Dandadan,Dan Da Dan,ダンダダン,TV,753624,8.5,2024
4,Kaijuu 8-gou,Kaiju No. 8,怪獣8号,TV,607404,8.28,2024
7,Dungeon Meshi,Delicious in Dungeon,ダンジョン飯,TV,494059,8.6,2024
11,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,時々ボソッとロシア語でデレる隣のアーリャさん,TV,426269,7.58,2024
14,Wind Breaker,Wind Breaker,WIND BREAKER,TV,396576,7.74,2024
16,Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,杖と剣のウィストリア,TV,306221,7.87,2024
17,Yubisaki to Renren,A Sign of Affection,ゆびさきと恋々,TV,300831,8.21,2024
20,Make Heroine ga Oosugiru!,Makeine: Too Many Losing Heroines!,負けヒロインが多すぎる！,TV,282017,8.12,2024
21,Chiyu Mahou no Machigatta Tsukaikata,The Wrong Way to Use Healing Magic,治癒魔法の間違った使い方,TV,281487,7.53,2024
24,Ao no Hako,Blue Box,アオのハコ,TV,260600,8.21,2024
25,Shikanoko Nokonoko Koshitantan,My Deer Friend Nokotan,しかのこのこのここしたんたん,TV,252969,6.99,2024
27,Ookami to Koushinryou: Merchant Meets the Wise Wolf,Spice and Wolf: Merchant Meets the Wise Wolf,狼と香辛料 MERCHANT MEETS THE WISE WOLF,TV,239195,8.11,2024
28,Uzumaki,Uzumaki: Spiral into Horror,うずまき,TV,234295,5.73,2024
29,Mato Seihei no Slave,Chained Soldier,魔都精兵のスレイブ,TV,230849,6.85,2024
30,"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu",I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability,転生したら第七王子だったので、気ままに魔術を極めます,TV,218052,7.43,2024
31,Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,Chillin' in Another World with Level 2 Super Cheat Powers,Lv2からチートだった元勇者候補のまったり異世界ライフ,TV,216425,6.82,2024
32,Chi. Chikyuu no Undou ni Tsuite,Orb: On the Movements of the Earth,チ。―地球の運動について―,TV,213493,8.71,2024
33,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",Shangri-La Frontier Season 2,シャングリラ・フロンティア～クソゲーハンター、神ゲーに挑まんとす～ 2nd season,TV,212631,8.28,2024
34,Isekai Shikkaku,No Longer Allowed in Another World,異世界失格,TV,209136,7.27,2024
35,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!,ループ7回目の悪役令嬢は、元敵国で自由気ままな花嫁生活を満喫する,TV,202442,7.52,2024
36,"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",Failure Frame: I Became the Strongest and Annihilated Everything With Low-Level Spells,ハズレ枠の【状態異常スキル】で最強になった俺がすべてを蹂躙するまで,TV,198502,6.48,2024
37,Dosanko Gal wa Namara Menkoi,Hokkaido Gals Are Super Adorable!,道産子ギャルはなまらめんこい,TV,197377,7.04,2024
38,Nozomanu Fushi no Boukensha,The Unwanted Undead Adventurer,望まぬ不死の冒険者,TV,191621,7.43,2024
39,Giji Harem,Pseudo Harem,疑似ハーレム,TV,191370,7.84,2024
40,Haikyuu!! Movie: Gomisuteba no Kessen,Haikyu!! Movie: The Dumpster Battle,劇場版ハイキュー!! ゴミ捨て場の決戦,Movie,190415,8.61,2024
41,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2",The Misfit of Demon King Academy II Part 2,魔王学院の不適合者 II ～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～ 第2クール,TV,189384,6.45,2024
42,Gimai Seikatsu,Days with My Stepsister,義妹生活,TV,188127,7.33,2024
43,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,Is It Wrong to Try to Pick Up Girls in a Dungeon? V,ダンジョンに出会いを求めるのは間違っているだろうかV 豊穣の女神篇,TV,187426,7.9,2024
44,Ninja Kamui,Ninja Kamui,Ninja Kamui,TV,186201,6.61,2024
45,"Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai",I Parry Everything,俺は全てを【パリイ】する ～逆勘違いの世界最強は冒険者になりたい～,TV,185759,6.89,2024
46,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord,悪役令嬢レベル99 ～私は裏ボスですが魔王ではありません～,TV,184591,7.13,2024
47,"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",An Archdemon's Dilemma: How to Love Your Elf Bride,魔王の俺が奴隷エルフを嫁にしたんだが、どう愛でればいい？,TV,184402,7.29,2024
48,Mahou Shoujo ni Akogarete,Gushing over Magical Girls,魔法少女にあこがれて,TV,183850,7.62,2024
49,Nige Jouzu no Wakagimi,The Elusive Samurai,逃げ上手の若君,TV,183448,7.8,2024
50,Sentai Daishikkaku,Go! Go! Loser Ranger!,戦隊大失格,TV,180074,7.32,2024
