rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Kinnikuman,,キン肉マン,Manga,5448,7.75,1979,https://cdn.myanimelist.net/images/manga/2/244752l.jpg
2,Shin Devilman,,新デビルマン,Manga,4498,6.08,1979,https://cdn.myanimelist.net/images/manga/2/286589l.jpg
3,Guin Saga,The Guin Saga,グイン・サーガ,Light Novel,2149,7.49,1979,https://cdn.myanimelist.net/images/manga/3/274739l.jpg
4,Area 88,Area 88,エリア88,Manga,1823,7.43,1979,https://cdn.myanimelist.net/images/manga/2/73005l.jpg
5,Hiatari Ryoukou!,,陽あたり良好！,Manga,1555,7.1,1979,https://cdn.myanimelist.net/images/manga/3/175787l.jpg
6,Patalliro!,,パタリロ!,Manga,1553,7.65,1979,https://cdn.myanimelist.net/images/manga/3/11481l.jpg
7,Kidou Senshi Gundam,Mobile Suit Gundam,機動戦士ガンダム,Light Novel,1307,7.55,1979,https://cdn.myanimelist.net/images/manga/3/148121l.jpg
8,SOS Dai Tokyo Tankentai,,SOS大東京探検隊,Manga,1293,6.17,1979,https://cdn.myanimelist.net/images/manga/1/169360l.jpg
9,Susanoou,,凄ノ王,Manga,1264,6.74,1979,https://cdn.myanimelist.net/images/manga/3/301292l.jpg
10,Don Dracula,Don Dracula,ドン・ドラキュラ,Manga,1218,6.9,1979,https://cdn.myanimelist.net/images/manga/2/259203l.jpg
11,Asaki Yumemishi: Genji Monogatari,The Tale of Genji: Dreams at Dawn,あさきゆめみし 源氏物語,Manga,1138,7.28,1979,https://cdn.myanimelist.net/images/manga/2/272084l.jpg
12,Arion,,アリオン,Manga,1082,6.56,1979,https://cdn.myanimelist.net/images/manga/1/75003l.jpg
13,Kidou Senshi Gundam,,機動戦士ガンダム,Manga,823,7.01,1979,https://cdn.myanimelist.net/images/manga/1/267488l.jpg
14,Choujin Locke,,超人ロック,Manga,822,7.05,1979,https://cdn.myanimelist.net/images/manga/1/197689l.jpg
15,Coquelicot-zaka kara,,コクリコ坂から,Manga,683,6.77,1979,https://cdn.myanimelist.net/images/manga/5/340969l.jpg
16,Chizumi & Fujiomi - Haru wo Matsukoro,Chizumi & Fujiomi - Waiting for Spring,春を待つころ,Manga,668,6.99,1979,https://cdn.myanimelist.net/images/manga/5/343703l.jpg
17,Hanappe Bazooka,,花平バズーカ,Manga,547,,1979,https://cdn.myanimelist.net/images/manga/3/14430l.jpg
18,Sentou Yousei Yukikaze,Battle Fairy Yukikaze,戦闘妖精・雪風,Novel,529,,1979,https://cdn.myanimelist.net/images/manga/3/17543l.jpg
19,Yuuhi yo Nobore!!,,夕陽よ昇れ!!,Manga,514,6.42,1979,https://cdn.myanimelist.net/images/manga/1/183308l.jpg
20,Dash! Kappei,Dash! Kappei,ダッシュ勝平,Manga,495,7.15,1979,https://cdn.myanimelist.net/images/manga/3/227039l.jpg
21,Oira Houkago Wakadaishou,,おいら放課後若大将,Manga,475,6.19,1979,https://cdn.myanimelist.net/images/manga/1/184491l.jpg
22,Mako to Rumi to Chii,"Mako, Rumi and Chi",マコとルミとチイ,Manga,453,6.65,1979,https://cdn.myanimelist.net/images/manga/2/44585l.jpg
23,Jikenya Kagyou,Trouble Is My Business,事件屋稼業,Manga,451,,1979,https://cdn.myanimelist.net/images/manga/3/143103l.jpg
24,Hakushaku Reijou,,伯爵令嬢,Manga,386,,1979,https://cdn.myanimelist.net/images/manga/3/263222l.jpg
25,Shiritsu Kiwamemichi Koukou,,私立極道高校,Manga,376,6.01,1979,https://cdn.myanimelist.net/images/manga/1/187141l.jpg
26,Mayme Angel,,メイミー・エンジェル,Manga,365,7.02,1979,https://cdn.myanimelist.net/images/manga/2/283140l.jpg
27,Dokushin Apartment Dokudamisou,,独身アパートどくだみ荘,Manga,327,,1979,https://cdn.myanimelist.net/images/manga/1/149665l.jpg
28,Gekiga Baka-tachi!!,,劇画バカたち!!,Manga,320,,1979,https://cdn.myanimelist.net/images/manga/1/137545l.jpg
29,Crusher Joe,Crusher Joe,クラッシャージョウ,Manga,313,,1979,https://cdn.myanimelist.net/images/manga/1/73459l.jpg
30,Mari to Shingo,Mari and Shingo,摩利と新吾,Manga,311,,1979,https://cdn.myanimelist.net/images/manga/3/23405l.jpg
31,Ohayou! Spank,,おはよう! スパンク,Manga,303,,1979,https://cdn.myanimelist.net/images/manga/2/317849l.jpg
32,Dust Spot!!,,ダストスパート!!,Manga,299,,1979,https://cdn.myanimelist.net/images/manga/2/131665l.jpg
33,Z,,Z ツェット,Manga,236,,1979,https://cdn.myanimelist.net/images/manga/2/45765l.jpg
34,Jitsuroku! Shinwakai,,実録！ 神輪会,Manga,206,,1979,https://cdn.myanimelist.net/images/manga/2/45997l.jpg
35,Heroine-kun,,ヒロインくん,Manga,171,,1979,https://cdn.myanimelist.net/images/manga/2/181117l.jpg
36,Tsuribaka Nisshi,,釣りバカ日誌,Manga,160,,1979,https://cdn.myanimelist.net/images/manga/3/244503l.jpg
37,Uchuu Senkan Yamato: Aratanaru Tabidachi,,宇宙戦艦ヤマト 新たなる旅立ち,Manga,143,,1979,https://cdn.myanimelist.net/images/manga/1/61019l.jpg
38,Osorubeki Kodomotachi,,恐るべき子どもたち,Manga,137,,1979,https://cdn.myanimelist.net/images/manga/3/262307l.jpg
39,100M no Snap,,100Mのスナップ,Manga,121,,1979,https://cdn.myanimelist.net/images/manga/3/197220l.jpg
40,Ougongai,,黄金街,Manga,115,,1979,https://cdn.myanimelist.net/images/manga/1/269953l.jpg
41,Ojama Yuurei-kun,,おじゃまユーレイくん,Manga,113,,1979,https://cdn.myanimelist.net/images/manga/2/178261l.jpg
42,Trafalgar,Trafalgar,トラファルガー,Manga,96,,1979,https://cdn.myanimelist.net/images/manga/2/46631l.jpg
43,Otasukebito Hashiru!,,おたすけ人走る!,Manga,93,,1979,https://cdn.myanimelist.net/images/manga/1/128649l.jpg
44,Ten no Hate Chi no Kagiri,The End of Heaven As Long As Earth Permits,天の果て地の限り,Manga,90,,1979,https://cdn.myanimelist.net/images/manga/3/25041l.jpg
45,5-gatsu no Ochakai,,5月のお茶会,Manga,87,,1979,https://cdn.myanimelist.net/images/manga/1/170579l.jpg
45,Otoko Oozora,,男大空,Manga,87,,1979,https://cdn.myanimelist.net/images/manga/2/233863l.jpg
47,Ganbare!! Tabuchi-kun!!,,がんばれ!! タブチくん!!,Manga,86,,1979,https://cdn.myanimelist.net/images/manga/3/178014l.jpg
48,Kigen 2600 Nen no Playball,,紀元２６００年のプレイボール,Manga,85,,1979,https://cdn.myanimelist.net/images/manga/4/32984l.jpg
49,Otogizoushi,,御伽草子,Manga,74,,1979,https://cdn.myanimelist.net/images/manga/3/248398l.jpg
50,Yuganda Kagami,,歪んだ鏡,Manga,64,,1979,https://cdn.myanimelist.net/images/manga/2/295442l.jpg
51,Silent Beach,,サイレントビーチ,One-shot,59,,1979,https://cdn.myanimelist.net/images/manga/1/318193l.jpg
52,Tropical Hanjirou,,トロピカル半次郎,Manga,57,,1979,https://cdn.myanimelist.net/images/manga/2/23576l.jpg
53,Genma Taisen: Shinwa Zenya no Shou,,幻魔大戦 神話前夜の章,Manga,55,,1979,https://cdn.myanimelist.net/images/manga/3/281402l.jpg
54,Fuuunji-tachi,,風雲児たち,Manga,53,,1979,https://cdn.myanimelist.net/images/manga/3/241439l.jpg
