rank,title,title_english,title_japanese,type,members,score,year
1,Yuu☆Yuu☆Hakusho,Yu Yu Hakusho: Ghost Files,幽☆遊☆白書,TV,728865,8.46,1992
2,Kurenai no Buta,Porco Rosso,紅の豚,Movie,273114,7.96,1992
3,Crayon Shin-chan,Shin Chan,クレヨンしんちゃん,TV,90739,7.81,1992
4,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,Giant Robo the Animation: The Day the Earth Stood Still,ジャイアントロボ THE ANIMATION 地球が静止する日,OVA,29752,7.8,1992
5,Bishoujo Senshi Sailor Moon,Sailor Moon,美少女戦士セーラームーン,TV,402368,7.75,1992
6,Muumindani no Suisei,Comet in Moominland,ムーミン谷の彗星,Movie,11728,7.69,1992
7,Tenchi Muyou! Ryououki,Tenchi Muyo! Ryo-Ohki,天地無用！魎皇鬼,OVA,56558,7.6,1992
8,Hime-chan no Ribbon,Hime-chan no Ribbon,姫ちゃんのリボン,TV,10848,7.45,1992
9,Uchuu no Kishi Tekkaman Blade,Tekkaman Blade,宇宙の騎士テッカマンブレード,TV,18297,7.43,1992
11,Mama wa Shougaku 4-nensei,Mama is Just a Fourth Grade Pupil,ママは小学４年生,TV,7871,7.33,1992
14,Video Girl Ai,Video Girl Ai,電影少女 VIDEO・GIRL・AI,OVA,32943,7.19,1992
16,Mikan Enikki,Mikan Enikki,みかん絵日記,TV,3510,7.18,1992
17,Ushio to Tora,Ushio and Tora,うしおととら,OVA,15520,7.15,1992
18,Densetsu no Yuusha da Garn,Legendary Brave da Garn,伝説の勇者ダ・ガーン,TV,5142,7.11,1992
19,"Flanders no Inu, Boku no Patrasche",A Dog of Flanders: My Patrasche,フランダースの犬　～ぼくのパトラッシュ～,TV,2778,7.05,1992
20,Ai no Kusabi,Ai no Kusabi,間の楔,OVA,40117,7.04,1992
21,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,風の中の少女 金髪のジェニー,TV,4665,7.04,1992
22,Genki Bakuhatsu Ganbaruger,Energetic Bomb Ganbaruger,元気爆発ガンバルガー,TV,2028,7.01,1992
23,Daisougen no Chiisana Tenshi: Bush Baby,"Bush Baby, Little Angel of the Great Plains",大草原の小さな天使　ブッシュベイビー,TV,3559,7.0,1992
24,Hashire Melos (Movie),Run Melos!,走れメロス,Movie,7997,6.92,1992
25,Tsuyoshi Shikkari Shinasai,Tsuyoshi Shikkari Shinasai,ツヨシしっかりしなさい,TV,3448,6.9,1992
26,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,らんま1/2 天道家のおよびでない奴ら!,Special,5241,6.85,1992
29,Candy Candy (Movie),Candy Candy (Movie),キャンディ・キャンディ,Movie,4465,6.74,1992
30,Cooking Papa,Cooking Papa,クッキングパパ,TV,2858,6.73,1992
31,Oyayubi Hime Monogatari,Thumbelina: A Magical Story,おやゆび姫物語,TV,2304,6.71,1992
32,Chirorin Mura Monogatari,Nutsberry Town,チロリン村物語,TV,1308,6.69,1992
33,Bannou Bunka Neko-Musume,All Purpose Cultural Cat Girl Nuku Nuku,万能文化猫娘,OVA,14134,6.69,1992
34,Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,"Maison Ikkoku: Prelude, When the Cherry Blossoms in the Springtime Return",プレリュードめぞん一刻 プレリュード めぐる春の桜のように...,Special,4745,6.68,1992
35,Bastard!! Ankoku no Hakaishin,Bastard!!,バスタード!! 暗黒の破壊神,OVA,47207,6.68,1992
36,Tokyo Babylon,Tokyo Babylon,東京ＢＡＢＹＬＯＮ,OVA,20788,6.67,1992
37,Kidou Senshi Gundam 0083: Zeon no Zankou,Mobile Suit Gundam 0083: The Afterglow Of Zeon,機動戦士ガンダム0083 －ジオンの残光－,Movie,11426,6.66,1992
38,Nagagutsu wo Haita Neko no Bouken,Nagagutsu wo Haita Neko no Bouken,長靴をはいた猫の冒険,TV,1345,6.65,1992
39,Hana no Mahoutsukai Mary Bell,Hana no Mahoutsukai Mary Bell,花の魔法使いマリーベル,TV,3879,6.63,1992
41,Sangokushi: Dai Ichi Bu - Eiyuu-tachi no Yoake,Sangokushi: Dai Ichi Bu - Eiyuu-tachi no Yoake,三国志 第一部 英雄たちの夜明け,Movie,1045,6.59,1992
43,Green Legend Ran,Green Legend Ran,グリーンレジェンド乱,OVA,7562,6.56,1992
46,Chameleon (OVA),Bite me!,カメレオン,OVA,2699,6.53,1992
48,KO Seiki Beast Sanjuushi,KO Century Beast Warriors,ＫＯ世紀　ビースト三獣士,OVA,3849,6.49,1992
49,Oi! Ryouma,Rainbow Samurai,お〜い!竜馬,TV,1279,6.49,1992
