rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Alps no Shoujo Heidi,Heidi: Girl of the Alps,アルプスの少女ハイジ,TV,42263,7.42,1974,https://cdn.myanimelist.net/images/anime/1338/110897.jpg
2,Uchuu Senkan Yamato,Star Blazers: The Quest for Iscandar,宇宙戦艦ヤマト,TV,32360,7.54,1974,https://cdn.myanimelist.net/images/anime/12/16154.jpg
3,Getter Robo,Getter Robo,ゲッターロボ,TV,9816,6.71,1974,https://cdn.myanimelist.net/images/anime/12/6039.jpg
5,Chargeman Ken!,Chargeman Ken!,チャージマン研！,TV,5022,4.46,1974,https://cdn.myanimelist.net/images/anime/11/86971.jpg
6,Calimero,Calimero,カリメロ,TV,4485,6.26,1974,https://cdn.myanimelist.net/images/anime/1310/137181.jpg
7,Majokko Megu-chan,Majokko Megu-chan,魔女っ子メグちゃん,TV,4443,6.76,1974,https://cdn.myanimelist.net/images/anime/4/53681.jpg
8,Chiisana Viking Vickie,Vicky the Viking,小さなバイキングビッケ,TV,4341,6.71,1974,https://cdn.myanimelist.net/images/anime/11/3940.jpg
10,Barbapapa,Barbapapa,バーバパパ,TV,3252,6.27,1974,https://cdn.myanimelist.net/images/anime/7/3921.jpg
11,Hurricane Polymar,Hurricane Polymar,破裏拳ポリマー,TV,3204,6.48,1974,https://cdn.myanimelist.net/images/anime/1314/134558.jpg
12,Jack to Mame no Ki,Jack and the Beanstalk,ジャックと豆の木,Movie,2212,6.31,1974,https://cdn.myanimelist.net/images/anime/2/11749.jpg
13,Shijin no Shougai,A Poet's Life,詩人の生涯,Movie,2063,5.67,1974,https://cdn.myanimelist.net/images/anime/6/17201.jpg
14,Pop,Pop,ポップ,Movie,1711,3.81,1974,https://cdn.myanimelist.net/images/anime/10/16398.jpg
16,Hajime Ningen Gyatoruz,Hajime Ningen Gyatoruz,はじめ人間ギャートルズ,TV,1456,6.15,1974,https://cdn.myanimelist.net/images/anime/1639/149693.jpg
17,Tentoumushi no Uta,Song of the Ladybug,てんとう虫の歌,TV,1399,6.27,1974,https://cdn.myanimelist.net/images/anime/12/51187.jpg
18,Hoshi no Ko Chobin,Starchild Chobin,星の子チョビン,TV,1366,6.11,1974,https://cdn.myanimelist.net/images/anime/10/58851.jpg
19,Judo Sanka,Judo Sanka,柔道讃歌,TV,1215,6.26,1974,https://cdn.myanimelist.net/images/anime/1554/121965.jpg
21,Hoshi no Ko Poron,Hoshi no Ko Poron,星の子ポロン,TV,772,6.05,1974,https://cdn.myanimelist.net/images/anime/1688/145964.jpg
22,Kitakaze Kozou no Kantarou,Kitakaze Kozou no Kantarou,北風小僧の寒太郎,Music,738,5.04,1974,https://cdn.myanimelist.net/images/anime/5/23902.jpg
23,Jim Button,Jim Button,ジムボタン,TV,712,6.22,1974,https://cdn.myanimelist.net/images/anime/11/15912.jpg
24,Urikupen Kyuujo-tai,Urikupen Rescue Team,ウリクペン救助隊,TV,672,5.84,1974,https://cdn.myanimelist.net/images/anime/8/8798.jpg
25,Kikansha Yaemon: D51 no Daibouken,Kikansha Yaemon: D51 no Daibouken,D51の大冒険 きかんしゃやえもん,Movie,612,5.6,1974,https://cdn.myanimelist.net/images/anime/9/22652.jpg
26,Utsukushii Hoshi,Beautiful Planet,美しい星,Movie,610,5.0,1974,https://cdn.myanimelist.net/images/anime/5/72727.jpg
27,Dame Oyaji,Dame Oyaji,ダメおやじ,TV,608,,1974,https://cdn.myanimelist.net/images/anime/11/30065.jpg
28,Gan to Gon,Gan to Gon,ガンとゴン,TV,603,,1974,https://cdn.myanimelist.net/images/anime/1089/141087.jpg
29,Tonari no Tamageta-kun,Tonari no Tamageta-kun,となりのたまげ太くん,TV,550,,1974,https://cdn.myanimelist.net/images/anime/12/53845.jpg
30,Higenashi Gogejabaru,Higenashi Gogejabaru,ひげなしゴゲジャバル,Music,540,4.94,1974,https://cdn.myanimelist.net/images/anime/8/57525.jpg
31,Chiisana Itsutsu no Ohanashi,Five Small Stories,小さな五つのお話,Movie,441,5.28,1974,https://cdn.myanimelist.net/images/anime/1254/112167.jpg
32,Calicula Machine,Calicula Machine,カリキュラマシーン,Movie,418,5.14,1974,https://cdn.myanimelist.net/images/anime/1069/98736.jpg
33,Ningyohime,The Little Mermaid,にんぎょひめ,Movie,406,6.15,1974,https://cdn.myanimelist.net/images/anime/12/84020.jpg
34,Akai Yama Aoi Yama Shiroi Yama,Akai Yama Aoi Yama Shiroi Yama,赤い山 青い山 白い山（北海道地方のわらべ唄）,Music,406,5.44,1974,https://cdn.myanimelist.net/images/anime/1049/103488.jpg
35,Shita-kiri Suzume (1974),The Sparrow with the Slit Tongue,したきりすずめ,Movie,354,5.37,1974,https://cdn.myanimelist.net/images/anime/6/83757.jpg
36,The★Fire G-Men,The★Fire G-Men,ザ★ファイヤーGメン,Special,349,5.55,1974,https://cdn.myanimelist.net/images/anime/1369/93842.jpg
37,Sentaku Jab Jab,Sentaku Jab Jab,洗濯ジャブ ジャブ,Music,346,5.02,1974,https://cdn.myanimelist.net/images/anime/3/89008.jpg
38,Yukai na Mezamashi Tokei,Yukai na Mezamashi Tokei,ゆかいなめざまし時計,Music,325,5.24,1974,https://cdn.myanimelist.net/images/anime/8/87813.jpg
39,Den Den Mushi no Danko-san,Den Den Mushi no Danko-san,デンデン虫のデン子さん,Music,319,5.33,1974,https://cdn.myanimelist.net/images/anime/1172/99711.jpg
40,Oto no Symphony,Oto no Symphony,音のシンフォニー,Music,240,5.27,1974,https://cdn.myanimelist.net/images/anime/1971/109140.jpg
