rank,title,title_english,title_japanese,type,members,score,year,image_url
1,JoJo no Kimyou na Bouken Part 2: Sentou Chouryuu,JoJo's Bizarre Adventure Part 2: Battle Tendency,ジョジョの奇妙な冒険 戦闘潮流,Manga,119859,8.14,1987,https://cdn.myanimelist.net/images/manga/2/269908l.jpg
2,Boku no Chikyuu wo Mamotte,Please Save My Earth,ぼくの地球を守って,Manga,14595,8.08,1987,https://cdn.myanimelist.net/images/manga/2/264117l.jpg
3,Rough,,ラフ,Manga,8481,8.04,1987,https://cdn.myanimelist.net/images/manga/2/257909l.jpg
4,Ranma ½,Ranma 1/2,らんま½,Manga,59243,8.01,1987,https://cdn.myanimelist.net/images/manga/1/156534l.jpg
5,Magic Kaito,,まじっく快斗,Manga,9221,7.8,1987,https://cdn.myanimelist.net/images/manga/1/164654l.jpg
6,Tomie,Tomie,富江,Manga,105942,7.79,1987,https://cdn.myanimelist.net/images/manga/2/164476l.jpg
7,Kenji,,拳児,Manga,3953,7.76,1987,https://cdn.myanimelist.net/images/manga/3/193668l.jpg
8,Kubidai Hikiukenin,,首代引受人,Manga,1704,7.74,1987,https://cdn.myanimelist.net/images/manga/3/152094l.jpg
9,Itou Junji Kyoufu Manga Collection: Kao Dorobou,,顔泥棒,Manga,12109,7.59,1987,https://cdn.myanimelist.net/images/manga/3/79115l.jpg
10,Itou Junji Kyoufu Hakubutsukan,Junji Ito Story Collection,伊藤潤二恐怖博物館,Manga,12430,7.58,1987,https://cdn.myanimelist.net/images/manga/2/290472l.jpg
11,Itou Junji Kyoufu Manga Collection: Namekuji Shoujo,,なめくじ少女,Manga,10746,7.54,1987,https://cdn.myanimelist.net/images/manga/1/185642l.jpg
12,Papa Told Me,Papa told me,Papa told me パパ トールド ミー,Manga,2130,7.51,1987,https://cdn.myanimelist.net/images/manga/2/262338l.jpg
13,3x3 Eyes,3x3 Eyes,3×3 EYES,Manga,10304,7.48,1987,https://cdn.myanimelist.net/images/manga/3/148693l.jpg
14,Gundam Sentinel,,ガンダム・センチネル,Light Novel,935,7.45,1987,https://cdn.myanimelist.net/images/manga/1/288027l.jpg
15,Doubutsu no Oishasan,,動物のお医者さん,Manga,1256,7.43,1987,https://cdn.myanimelist.net/images/manga/3/272910l.jpg
16,Shura no Mon,,修羅の門,Manga,877,7.3,1987,https://cdn.myanimelist.net/images/manga/1/46221l.jpg
17,Bastard!! Ankoku no Hakaishin,"Bastard!! Heavy Metal, Dark Fantasy",BASTARD!! －暗黒の破壊神－,Manga,16344,7.24,1987,https://cdn.myanimelist.net/images/manga/2/149261l.jpg
17,Hanasakeru Seishounen,,花咲ける青少年,Manga,1635,7.24,1987,https://cdn.myanimelist.net/images/manga/2/231009l.jpg
19,Break Shot,,ブレイクショット,Manga,1158,7.16,1987,https://cdn.myanimelist.net/images/manga/2/275695l.jpg
20,Lady!!,,レディ!!,Manga,726,7.13,1987,https://cdn.myanimelist.net/images/manga/1/167964l.jpg
21,1 Pound no Fukuin,One Pound Gospel,1ポンドの福音,Manga,3566,7.12,1987,https://cdn.myanimelist.net/images/manga/2/19250l.jpg
22,Aries,,アリーズ,Manga,883,7.11,1987,https://cdn.myanimelist.net/images/manga/4/59267l.jpg
23,Ludwig B,Ludwig B,ルードヴィヒ・B,Manga,732,7.09,1987,https://cdn.myanimelist.net/images/manga/5/175752l.jpg
23,Omoide Poroporo,Only Yesterday,おもひでぽろぽろ,Manga,835,7.09,1987,https://cdn.myanimelist.net/images/manga/5/317971l.jpg
25,"""Bocchan"" no Jidai",The Times of Botchan,「坊っちゃん」の時代,Manga,837,6.98,1987,https://cdn.myanimelist.net/images/manga/2/258163l.jpg
25,"Umi no Yami, Tsuki no Kage","Darkness of the Sea, Shadow of the Moon",海の闇、月の影,Manga,1018,6.98,1987,https://cdn.myanimelist.net/images/manga/2/291456l.jpg
27,Kamen Rider Black,,仮面ライダーBlack,Manga,1471,6.93,1987,https://cdn.myanimelist.net/images/manga/1/185784l.jpg
28,P no Higeki: Takahashi Rumiko Kessakushuu,Rumiko Takahashi's Rumic Theater,Pの悲劇 高橋留美子傑作集,Manga,1021,6.92,1987,https://cdn.myanimelist.net/images/manga/1/146129l.jpg
29,Takeda Shingen,,武田信玄,Manga,485,6.89,1987,https://cdn.myanimelist.net/images/manga/1/252987l.jpg
30,Alfheim no Kishi,,妖精国の騎士,Manga,512,6.84,1987,https://cdn.myanimelist.net/images/manga/3/78933l.jpg
31,Ogenki Clinic,Ogenki Clinic,お元気クリニック,Manga,740,6.79,1987,https://cdn.myanimelist.net/images/manga/2/10226l.jpg
32,Hoshi wo Tsumu Donna,"Pluck the Stars, Donna",星を摘むドンナ,Manga,506,6.7,1987,https://cdn.myanimelist.net/images/manga/1/6469l.jpg
33,Hime 100%,Princess 100%,姫100％,Manga,362,6.67,1987,https://cdn.myanimelist.net/images/manga/1/251279l.jpg
34,Jigoku Mushi wo Kuu! Oninbo,Oninbo and the Bugs From Hell,地獄虫を食う! 鬼んぼ,Manga,562,6.6,1987,https://cdn.myanimelist.net/images/manga/1/272091l.jpg
35,Miss Rain,,ミス・レイン,Manga,670,6.54,1987,https://cdn.myanimelist.net/images/manga/3/268512l.jpg
36,Present from Lemon,,プレゼント・フロム LEMON,Manga,337,6.53,1987,https://cdn.myanimelist.net/images/manga/3/184664l.jpg
37,Midnight Eye Gokuu,Goku: Midnight Eye,MIDNIGHT EYE ゴクウ,Manga,932,6.5,1987,https://cdn.myanimelist.net/images/manga/2/26359l.jpg
38,Chocolate Christmas,,チョコレート・クリスマス,Manga,1041,6.49,1987,https://cdn.myanimelist.net/images/manga/1/202520l.jpg
38,Horror Anthology Comic Shikaku,,ホラーアンソロジーcomic 死角,Manga,5549,6.49,1987,https://cdn.myanimelist.net/images/manga/2/239618l.jpg
40,Zangekikan,,惨劇館,Manga,2189,6.47,1987,https://cdn.myanimelist.net/images/manga/1/150848l.jpg
41,Tomoshibi,,坂口尚「坂口尚作品集２ ともしび,Manga,583,6.43,1987,https://cdn.myanimelist.net/images/manga/1/64447l.jpg
42,Mouryou Senki Madara,Madara,魍魎戦記MADARA,Manga,945,6.38,1987,https://cdn.myanimelist.net/images/manga/3/201571l.jpg
42,Trickster,Trickster,トリックスター,Manga,625,6.38,1987,https://cdn.myanimelist.net/images/manga/1/14003l.jpg
44,Tomoi,,TOMOI,Manga,597,6.34,1987,https://cdn.myanimelist.net/images/manga/5/266002l.jpg
45,Ano Koro ni Aitai,,あの頃に逢いたい,Manga,271,6.32,1987,https://cdn.myanimelist.net/images/manga/2/43297l.jpg
46,Dancing Policeman,,踊る警官,Manga,1639,6.26,1987,https://cdn.myanimelist.net/images/manga/1/87159l.jpg
