rank,title,title_english,title_japanese,type,members,score,year,image_url
1,One Piece,One Piece,ONE PIECE,TV,2543848,8.73,1999,https://cdn.myanimelist.net/images/anime/1244/138851.jpg
2,Great Teacher Onizuka,Great Teacher Onizuka,グレート・ティーチャー・オニヅカ,TV,882064,8.68,1999,https://cdn.myanimelist.net/images/anime/13/11460.jpg
3,Hunter x Hunter,Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,TV,625486,8.43,1999,https://cdn.myanimelist.net/images/anime/1305/132237.jpg
4,Digimon Adventure,Digimon: Digital Monsters,デジモンアドベンチャー,TV,415994,7.78,1999,https://cdn.myanimelist.net/images/anime/1471/99249.jpg
8,"Ima, Soko ni Iru Boku","Now and Then, Here and There",今、そこにいる僕,TV,154959,7.58,1999,https://cdn.myanimelist.net/images/anime/1094/109008.jpg
10,Heppoko Jikken Animation Excel♥Saga,Excel Saga,へっぽこ実験アニメーション エクセル♥サーガ,TV,115393,7.48,1999,https://cdn.myanimelist.net/images/anime/2/11744.jpg
12,The Big O,The Big O,THEビッグオー,TV,103337,7.53,1999,https://cdn.myanimelist.net/images/anime/1220/142476.jpg
13,Blue Gender,Blue Gender,BLUE GENDER,TV,86359,7.01,1999,https://cdn.myanimelist.net/images/anime/1/2023.jpg
14,Petshop of Horrors,Pet Shop of Horrors,Pet Shop of Horrors (ペットショップ・オブ・ホラーズ),TV,73642,7.23,1999,https://cdn.myanimelist.net/images/anime/10/64543.jpg
16,Medarot,Medabots,メダロット,TV,62167,7.1,1999,https://cdn.myanimelist.net/images/anime/1778/133514.jpg
17,Ojamajo Doremi,Magical DoReMi,おジャ魔女どれみ,TV,60571,7.33,1999,https://cdn.myanimelist.net/images/anime/1069/133679.jpg
18,Kamikaze Kaitou Jeanne,Kamikaze Kaitou Jeanne,神風怪盗ジャンヌ,TV,59730,7.47,1999,https://cdn.myanimelist.net/images/anime/5/20389.jpg
20,Seikai no Monshou,Crest of the Stars,星界の紋章,TV,55976,7.62,1999,https://cdn.myanimelist.net/images/anime/1585/99289.jpg
21,Oruchuban Ebichu,Oruchuban Ebichu,おるちゅばんエビちゅ,TV,55940,7.36,1999,https://cdn.myanimelist.net/images/anime/4/79591.jpg
22,Yu☆Gi☆Oh! (Movie),Yu☆Gi☆Oh! (Movie),遊☆戯☆王,Movie,55377,6.87,1999,https://cdn.myanimelist.net/images/anime/1704/143278.jpg
23,Turn A Gundam,∀ Gundam,∀ガンダム,TV,52981,7.79,1999,https://cdn.myanimelist.net/images/anime/4/78330.jpg
24,Zoids,Zoids,ゾイド,TV,52497,7.37,1999,https://cdn.myanimelist.net/images/anime/1908/139655.jpg
