rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Touch,,タッチ,Manga,16210,8.36,1981,https://cdn.myanimelist.net/images/manga/2/272018l.jpg
2,Captain Tsubasa,,キャプテン翼,Manga,8219,7.55,1981,https://cdn.myanimelist.net/images/manga/2/29157l.jpg
3,Stop!! Hibari-kun!,,ストップ!! ひばりくん!,Manga,7194,6.92,1981,https://cdn.myanimelist.net/images/manga/2/71945l.jpg
4,Cat's Eye,Cat's Eye,キャッツ・アイ,Manga,4889,7.32,1981,https://cdn.myanimelist.net/images/manga/3/321251l.jpg
5,Ultra Gash Inferno,Ultra Gash Inferno,,Manga,3182,6.45,1981,https://cdn.myanimelist.net/images/manga/3/14028l.jpg
6,A-A',"A, A Prime",A-A',Manga,1875,7.07,1981,https://cdn.myanimelist.net/images/manga/1/262223l.jpg
7,Hidamari no Ki,,陽だまりの樹,Manga,1866,7.65,1981,https://cdn.myanimelist.net/images/manga/1/273938l.jpg
8,Comics Underground Japan,,,Manga,1828,6.02,1981,https://cdn.myanimelist.net/images/manga/3/29265l.jpg
9,"DDT: Boku, Miminashi Houichi desu",,DDT―僕、耳なし芳一です―,Manga,1686,6.23,1981,https://cdn.myanimelist.net/images/manga/5/88713l.jpg
10,Shin Kirari,Talk to My Back,しんきらり,Manga,1202,7.46,1981,https://cdn.myanimelist.net/images/manga/1/267817l.jpg
11,Crystal☆Dragon,,クリスタル☆ドラゴン,Manga,1116,7.33,1981,https://cdn.myanimelist.net/images/manga/1/270172l.jpg
12,Aishite Knight,"Love Me, My Knight",愛してナイト,Manga,1104,7.03,1981,https://cdn.myanimelist.net/images/manga/2/283275l.jpg
13,Outlaw Man,,アウトロー・マン,One-shot,981,5.45,1981,https://cdn.myanimelist.net/images/manga/2/235195l.jpg
14,Kowai Hon,Scary Book,こわい本,Manga,942,6.89,1981,https://cdn.myanimelist.net/images/manga/3/191180l.jpg
15,Nanairo Inko,,七色いんこ,Manga,917,7.23,1981,https://cdn.myanimelist.net/images/manga/2/9489l.jpg
16,Fuuma no Kojirou,,風魔の小次郎,Manga,908,6.89,1981,https://cdn.myanimelist.net/images/manga/2/198355l.jpg
17,Hansel and Gretel,,へンゼルとグレーテル,Manga,857,6.2,1981,https://cdn.myanimelist.net/images/manga/3/73059l.jpg
18,Magician,,マジシャン,Manga,849,7.31,1981,https://cdn.myanimelist.net/images/manga/2/269027l.jpg
19,Chotto Friday,,ちょっとフライデイ,Manga,802,6.94,1981,https://cdn.myanimelist.net/images/manga/2/261408l.jpg
20,The Kabocha Wine,,The・かぼちゃワイン,Manga,714,,1981,https://cdn.myanimelist.net/images/manga/3/227282l.jpg
21,Yuukan Club,,有閑倶楽部,Manga,665,,1981,https://cdn.myanimelist.net/images/manga/2/264118l.jpg
22,Black Angels,Black Angels,ブラック・エンジェルズ,Manga,635,6.71,1981,https://cdn.myanimelist.net/images/manga/1/187142l.jpg
23,Chizumi & Fujiomi - Pastel Kibun,Chizumi & Fujiomi - Pastel Mood,パステル気分,Manga,494,7.04,1981,https://cdn.myanimelist.net/images/manga/3/16816l.jpg
24,Cinderella Knight,,シンデレラ騎士〈ナイト〉,Manga,493,5.71,1981,https://cdn.myanimelist.net/images/manga/5/347131l.jpg
25,Hizashi,,陽射し,Manga,439,5.91,1981,https://cdn.myanimelist.net/images/manga/3/50107l.jpg
