rank,title,title_english,title_japanese,type,members,score,year
1,Sen to Chihiro no Kamikakushi,Spirited Away,千と千尋の神隠し,Movie,1957192,8.77,2001
4,Hikaru no Go,Hikaru no Go,ヒカルの碁,TV,145924,8.07,2001
8,Tennis no Oujisama,The Prince of Tennis,テニスの王子様,TV,193335,7.85,2001
9,Jungle wa Itsumo Hare nochi Guu,Haré+Guu,ジャングルはいつもハレのちグゥ,TV,48212,7.8,2001
11,Shaman King,Shaman King,シャーマンキング,TV,377944,7.73,2001
12,Fruits Basket,Fruits Basket,フルーツバスケット,TV,557126,7.69,2001
13,Digimon Tamers,Digimon Tamers,デジモンテイマーズ,TV,206435,7.65,2001
14,R.O.D: Read or Die,R.O.D - Read or Die,R.O.D リード・オア・ダイ,OVA,72658,7.61,2001
16,Metropolis,Metropolis,メトロポリス,Movie,115446,7.52,2001
17,Hellsing,Hellsing,Hellsing [ヘルシング],TV,765426,7.49,2001
21,Grappler Baki (TV),Baki the Grappler,グラップラー刃牙,TV,158538,7.45,2001
22,Salaryman Kintarou,Salaryman Kintarou,サラリーマン金太郎,TV,11054,7.43,2001
23,Super GALS! Kotobuki Ran,Super GALS!,超GALS! 寿蘭,TV,24875,7.39,2001
27,s.CRY.ed,s-CRY-ed,スクライド,TV,86211,7.35,2001
28,Nekojiru-sou,Cat Soup,ねこぢる草,OVA,84483,7.32,2001
30,Zoids Shinseiki/Zero,Zoids: New Century,ゾイド新世紀／ゼロ,TV,30632,7.32,2001
31,Mazinkaiser,Mazinkaiser,マジンカイザー,OVA,12030,7.32,2001
33,Shin Chou Kyou Ryo: Condor Hero,Legend of the Condor Hero,神鵰侠侶 コンドルヒーロー,TV,9619,7.29,2001
35,Noir,Noir,ノワール,TV,119558,7.27,2001
37,Kidou Tenshi Angelic Layer,Battle Doll Angelic Layer,機動天使エンジェリックレイヤー,TV,61259,7.26,2001
38,Cyborg 009: The Cyborg Soldier,Cyborg 009,サイボーグ009 THE CYBORG SOLDIER,TV,36586,7.25,2001
39,Cosmic Baton Girl Comet-san☆,Cosmic Baton Girl Comet-san☆,Cosmic Baton Girl コメットさん☆,TV,5772,7.22,2001
41,Groove Adventure Rave,Rave Master,レイヴ,TV,104544,7.2,2001
42,Figure 17: Tsubasa & Hikaru,Figure 17: Tsubasa & Hikaru,フィギュア17 つばさ&ヒカル,TV,15294,7.19,2001
44,Seikai no Senki Special,Seikai no Senki Special,星界の戦旗 特別編,TV Special,3583,7.18,2001
46,Shin Shirayuki-hime Densetsu Prétear,Prétear: The New Legend of Snow White,新白雪姫伝説プリーティア,TV,67224,7.15,2001
47,Mahou Senshi Louie,Rune Soldier,魔法戦士リウイ,TV,24348,7.14,2001
48,Love Hina Final Selection,Love Hina Final Selection,ラブひなFINAL SELECTION ～アニメ総集編&LOVE HINA LIVE in 東京BAY N.K.～,OVA,33371,7.14,2001
50,Kaze no Youjinbou,Kaze no Yojimbo,旋風の用心棒,TV,16671,7.14,2001
