rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Houseki no Kuni,Land of the Lustrous,宝石の国,Manga,179591,9.0,2012,https://cdn.myanimelist.net/images/manga/1/115443l.jpg
2,Umineko no Naku Koro ni Chiru - Episode 8: Twilight of the Golden Witch,Umineko When They Cry Episode 8: Twilight of the Golden Witch,うみねこのなく頃に散 - Episode 8: Twilight of the Golden Witch,Manga,24862,8.97,2012,https://cdn.myanimelist.net/images/manga/3/206205l.jpg
3,Monogatari Series: Final Season,,〈物語〉シリーズ ファイナルシーズン,Light Novel,23708,8.88,2012,https://cdn.myanimelist.net/images/manga/1/181554l.jpg
4,Haikyuu!!,Haikyu!!,ハイキュー!!,Manga,247107,8.86,2012,https://cdn.myanimelist.net/images/manga/2/258225l.jpg
5,Kono Oto Tomare!,,この音とまれ！,Manga,54484,8.77,2012,https://cdn.myanimelist.net/images/manga/3/116653l.jpg
6,Made in Abyss,Made in Abyss,メイドインアビス,Manga,187100,8.71,2012,https://cdn.myanimelist.net/images/manga/3/161645l.jpg
7,One Punch-Man,One-Punch Man,ワンパンマン,Manga,538346,8.69,2012,https://cdn.myanimelist.net/images/manga/3/80661l.jpg
8,Mob Psycho 100,Mob Psycho 100,モブサイコ100,Manga,132620,8.62,2012,https://cdn.myanimelist.net/images/manga/2/204842l.jpg
9,Overlord,Overlord,オーバーロード,Light Novel,69691,8.61,2012,https://cdn.myanimelist.net/images/manga/1/160558l.jpg
10,Umineko no Naku Koro ni Chiru,,うみねこのなく頃に 散,Light Novel,5018,8.57,2012,https://cdn.myanimelist.net/images/manga/3/185817l.jpg
11,Spirit Circle,Spirit Circle,スピリットサークル,Manga,51140,8.48,2012,https://cdn.myanimelist.net/images/manga/2/161198l.jpg
12,Adachi to Shimamura,Adachi and Shimamura,安達としまむら,Light Novel,13458,8.46,2012,https://cdn.myanimelist.net/images/manga/1/134265l.jpg
12,Bungou Stray Dogs,Bungo Stray Dogs,文豪ストレイドッグス,Manga,105564,8.46,2012,https://cdn.myanimelist.net/images/manga/2/288894l.jpg
14,No Game No Life,No Game No Life,ノーゲーム・ノーライフ,Light Novel,63782,8.4,2012,https://cdn.myanimelist.net/images/manga/2/188186l.jpg
