rank,title,title_english,title_japanese,type,members,score,year
1,Koe no Katachi,A Silent Voice,聲の形,Movie,2491434,8.93,2016
2,Kimi no Na wa.,Your Name.,君の名は。,Movie,2908561,8.83,2016
6,Shouwa Genroku Rakugo Shinjuu,Showa Genroku Rakugo Shinju,昭和元禄落語心中,TV,305570,8.55,2016
8,Mob Psycho 100,Mob Psycho 100,モブサイコ100,TV,2218956,8.49,2016
10,Saiki Kusuo no Ψ-nan,The Disastrous Life of Saiki K.,斉木楠雄のΨ難,TV,1190521,8.41,2016
12,3-gatsu no Lion,March Comes In Like a Lion,3月のライオン,TV,712049,8.37,2016
16,Boku dake ga Inai Machi,Erased,僕だけがいない街,TV,2210155,8.3,2016
17,Doukyuusei,Doukyusei: Classmates,同級生,Movie,285642,8.27,2016
18,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World-,Re:ゼロから始める異世界生活,TV,2350712,8.24,2016
21,Kono Sekai no Katasumi ni,In This Corner of the World,この世界の片隅に,Movie,201128,8.22,2016
27,Kono Subarashii Sekai ni Shukufuku wo!,KonoSuba: God's Blessing on This Wonderful World!,この素晴らしい世界に祝福を！,TV,2076638,8.09,2016
35,ReLIFE,ReLIFE,ReLIFE,TV,1099742,7.96,2016
37,Yuri!!! on Ice,Yuri!!! On Ice,ユーリ!!! on ICE,TV,926296,7.9,2016
38,Ushio to Tora (TV) 2nd Season,Ushio & Tora (2016),うしおととら,TV,138200,7.88,2016
39,Drifters,Drifters,DRIFTERS,TV,599999,7.88,2016
40,New Initial D Movie: Legend 3 - Mugen,Initial D Legend 3: Dream,新劇場版　頭文字［イニシャル］D Legend3 -夢現-,Movie,30994,7.87,2016
41,One Piece Film: Gold,One Piece Film: Gold,ONE PIECE FILM GOLD,Movie,239496,7.87,2016
42,Non Non Biyori Repeat: Hotaru ga Tanoshinda,Non Non Biyori Repeat: Hotaru Had Fun,のんのんびより りぴーと 蛍が楽しんだ,OVA,52476,7.87,2016
43,Boku no Hero Academia,My Hero Academia,僕のヒーローアカデミア,TV,3180380,7.84,2016
44,Magi: Sinbad no Bouken (TV),Magi: Adventure of Sinbad,マギ シンドバッドの冒険,TV,504514,7.83,2016
45,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,KonoSuba: God's Blessing on This Wonderful World! - God's Blessing on This Wonderful Choker!,この素晴らしい世界に祝福を！ 第11話 この素晴らしいチヨーカーに祝福を！,OVA,430967,7.83,2016
46,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,Winter Cup Highlights Episode 3 – Winter Cup Highlights -Crossing the Door-,劇場版「黒子のバスケ」ウインターカップ総集編～扉の向こう～,Movie,58555,7.83,2016
47,91 Days,91 Days,91Days,TV,766800,7.82,2016
48,Bungou Stray Dogs,Bungo Stray Dogs,文豪ストレイドッグス,TV,1495970,7.81,2016
49,Tanaka-kun wa Itsumo Kedaruge,Tanaka-kun is Always Listless,田中くんはいつもけだるげ,TV,499300,7.81,2016
50,Planetarian: Hoshi no Hito,Planetarian: Storyteller of the Stars,planetarian～星の人～,Movie,52222,7.8,2016
