rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Glass no Kamen,,ガラスの仮面,Manga,13954,8.49,1976,https://cdn.myanimelist.net/images/manga/1/264109l.jpg
2,Kaze to Ki no Uta,,風と木の詩,Manga,11963,8.15,1976,https://cdn.myanimelist.net/images/manga/2/271373l.jpg
3,Swan,Swan,SWAN −白鳥−,Manga,2777,7.68,1976,https://cdn.myanimelist.net/images/manga/2/175476l.jpg
4,MW,MW,MW,Manga,10360,7.64,1976,https://cdn.myanimelist.net/images/manga/1/176646l.jpg
4,Terra e...,To Terra...,地球へ…,Manga,5076,7.64,1976,https://cdn.myanimelist.net/images/manga/2/21628l.jpg
6,Eroica yori Ai wo Komete,From Eroica with Love,エロイカより愛をこめて,Manga,2135,7.63,1976,https://cdn.myanimelist.net/images/manga/1/252517l.jpg
7,Survival,Survival,サバイバル,Manga,3708,7.57,1976,https://cdn.myanimelist.net/images/manga/3/193081l.jpg
8,Chijou Saikyou no Otoko Ryuu,,地上最強の男 竜,Manga,1659,7.45,1976,https://cdn.myanimelist.net/images/manga/1/198763l.jpg
8,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,,こちら葛飾区亀有公園前派出所,Manga,3449,7.45,1976,https://cdn.myanimelist.net/images/manga/1/183577l.jpg
10,Ganbare Genki,,がんばれ元気,Manga,896,7.31,1976,https://cdn.myanimelist.net/images/manga/2/253081l.jpg
11,Ouke no Monshou,,王家の紋章,Manga,2628,7.13,1976,https://cdn.myanimelist.net/images/manga/1/263652l.jpg
12,Unico,Unico,ユニコ,Manga,1607,7.11,1976,https://cdn.myanimelist.net/images/manga/3/25910l.jpg
13,Shuten Douji,,手天童子,Manga,950,7.06,1976,https://cdn.myanimelist.net/images/manga/1/183640l.jpg
14,Ring ni Kakero,,リングにかけろ,Manga,1603,7.0,1976,https://cdn.myanimelist.net/images/manga/1/187140l.jpg
15,Lady Mitsuko,,レディーミツコ,Manga,541,6.78,1976,https://cdn.myanimelist.net/images/manga/1/84981l.jpg
16,Mars,,マーズ,Manga,1175,6.72,1976,https://cdn.myanimelist.net/images/manga/2/55861l.jpg
16,Zouroku no Kibyou,,蔵六の奇病,Manga,387,6.72,1976,https://cdn.myanimelist.net/images/manga/2/283125l.jpg
18,Violence & Peace,,バイオレンス＆ピース,Manga,993,6.6,1976,https://cdn.myanimelist.net/images/manga/1/198950l.jpg
19,"Zoku 11-nin Iru!: Higashi no Chihei, Nishi no Towa","They Were 11!: Continued Horizon of the East, Eternity of the West",続・11人いる! 東の地平・西の永遠,Manga,1086,6.52,1976,https://cdn.myanimelist.net/images/manga/2/116703l.jpg
20,Shiroi Kageboushi,,白い影法師,Manga,417,6.5,1976,https://cdn.myanimelist.net/images/manga/2/156163l.jpg
21,Yoru no Hana,,夜の花,One-shot,279,6.48,1976,https://cdn.myanimelist.net/images/manga/2/228670l.jpg
22,Aa! Seishun no Koushien,,ああ! 青春の甲子園,Manga,366,6.37,1976,https://cdn.myanimelist.net/images/manga/1/254511l.jpg
23,Gamushara: Mou Hitotsu no Koushien,,がむしゃら -もうひとつの甲子園-,Manga,254,6.17,1976,https://cdn.myanimelist.net/images/manga/3/254504l.jpg
24,Ankoku Shinwa,,暗黒神話,Manga,951,6.0,1976,https://cdn.myanimelist.net/images/manga/2/116305l.jpg
