rank,title,title_english,title_japanese,type,members,score,year
2,Sousou no Frieren,Frieren: Beyond Journey's End,葬送のフリーレン,TV,1148673,9.3,2023
4,[Oshi no Ko],[Oshi No Ko],【推しの子】,TV,958709,8.57,2023
5,Jigokuraku,Hell's Paradise,地獄楽,TV,830920,8.09,2023
8,Mashle,Mashle: Magic and Muscles,マッシュル-MASHLE-,TV,711197,7.62,2023
10,Kusuriya no Hitorigoto,The Apothecary Diaries,薬屋のひとりごと,TV,660902,8.87,2023
11,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,Zom 100: Bucket List of the Dead,ゾン100～ゾンビになるまでにしたい100のこと～,TV,628245,7.74,2023
13,Tengoku Daimakyou,Heavenly Delusion,天国大魔境,TV,575563,8.21,2023
14,Dr. Stone: New World,Dr. Stone: New World,Dr.STONE NEW WORLD,TV,545764,8.15,2023
15,Yamada-kun to Lv999 no Koi wo Suru,My Love Story with Yamada-kun at Lv999,山田くんとLv999の恋をする,TV,492919,7.77,2023
18,Tomo-chan wa Onnanoko!,Tomo-chan Is a Girl!,トモちゃんは女の子！,TV,466116,7.74,2023
21,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,シャングリラ・フロンティア～クソゲーハンター、神ゲーに挑まんとす～,TV,401912,8.1,2023
22,Boku no Kokoro no Yabai Yatsu,The Dangers in My Heart,僕の心のヤバイやつ,TV,391642,8.23,2023
23,Goblin Slayer II,Goblin Slayer II,ゴブリンスレイヤーⅡ,TV,389435,7.2,2023
24,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",The Misfit of Demon King Academy Ⅱ,魔王学院の不適合者 II～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～,TV,385232,6.85,2023
25,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,The Angel Next Door Spoils Me Rotten,お隣の天使様にいつの間にか駄目人間にされていた件,TV,383922,7.84,2023
26,Dr. Stone: New World Part 2,Dr. Stone: New World Part 2,Dr.STONE NEW WORLD,TV,368026,8.32,2023
27,Kono Subarashii Sekai ni Bakuen wo!,KonoSuba: An Explosion on This Wonderful World!,この素晴らしい世界に爆焔を！,TV,366370,7.51,2023
28,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,Bleach: Thousand-Year Blood War - The Separation,BLEACH 千年血戦篇-訣別譚-,TV,362826,8.7,2023
29,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta","I Got a Cheat Skill in Another World and Became Unrivaled in The Real World, Too",異世界でチート能力を手にした俺は、現実世界をも無双する ～レベルアップは人生を変えた～,TV,355325,6.34,2023
30,Watashi no Shiawase na Kekkon,My Happy Marriage,わたしの幸せな結婚,TV,348802,7.71,2023
31,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,文豪ストレイドッグス,TV,334172,8.43,2023
32,Buddy Daddies,Buddy Daddies,Buddy Daddies,TV,324482,8.11,2023
33,NieR:Automata Ver1.1a,NieR:Automata Ver1.1a,NieR:Automata Ver1.1a,TV,321182,7.54,2023
34,Undead Unluck,Undead Unluck,アンデッドアンラック,TV,318050,7.76,2023
