rank,title,title_english,title_japanese,type,members,score,year
35,"Ijiranaide, Nagatoro-san 2nd Attack","Don't Toy with Me, Miss Nagatoro 2nd Attack",イジらないで、長瀞さん 2nd Attack,TV,315662,7.46,2023
36,Skip to Loafer,Skip and Loafer,スキップとローファー,TV,315570,8.11,2023
37,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You",君のことが大大大大大好きな100人の彼女,TV,291768,7.71,2023
38,Tondemo Skill de Isekai Hourou Meshi,Campfire Cooking in Another World with My Absurd Skill,とんでもスキルで異世界放浪メシ,TV,286132,7.64,2023
39,Tonikaku Kawaii 2nd Season,Tonikawa: Over The Moon For You Season 2,トニカクカワイイ,TV,275642,7.62,2023
40,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,Is It Wrong to Try to Pick Up Girls in a Dungeon? IV Part 2,ダンジョンに出会いを求めるのは間違っているだろうかⅣ深章 厄災篇,TV,270542,8.25,2023
41,Dead Mount Death Play,Dead Mount Death Play,デッドマウント・デスプレイ,TV,268219,7.27,2023
42,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense. Season 2",痛いのは嫌なので防御力に極振りしたいと思います。2,TV,258658,7.22,2023
43,Isekai Nonbiri Nouka,Farming Life in Another World,異世界のんびり農家,TV,257537,7.54,2023
44,Saikyou Onmyouji no Isekai Tenseiki,The Reincarnation of the Strongest Exorcist in Another World,最強陰陽師の異世界転生記,TV,253259,7.11,2023
45,Kimi wa Houkago Insomnia,Insomniacs After School,君は放課後インソムニア,TV,252187,8.08,2023
46,Ragna Crimson,Ragna Crimson,ラグナクリムゾン,TV,249962,7.55,2023
47,Black Clover: Mahou Tei no Ken,Black Clover: Sword of the Wizard King,ブラッククローバー 魔法帝の剣,Movie,249572,7.99,2023
48,Tokyo Revengers: Tenjiku-hen,Tokyo Revengers: Tenjiku Arc,東京リベンジャーズ 天竺編,TV,245754,7.82,2023
49,Koori Zokusei Danshi to Cool na Douryou Joshi,The Ice Guy and His Cool Female Colleague,氷属性男子とクールな同僚女子,TV,241011,7.31,2023
50,Masamune-kun no Revenge R,Masamune-kun's Revenge R,政宗くんのリベンジR,TV,237687,7.23,2023
