rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Lupin III,Lupin III,ルパン三世,TV,111067,7.62,1971,https://cdn.myanimelist.net/images/anime/10/15625.jpg
2,Gegege no Kitarou (1971),Gegege no Kitarou (1971),ゲゲゲの鬼太郎,TV,3699,6.63,1971,https://cdn.myanimelist.net/images/anime/6/27399.jpg
3,Doubutsu Takarajima,Animal Treasure Island,どうぶつ宝島,Movie,3456,6.29,1971,https://cdn.myanimelist.net/images/anime/1084/100515.jpg
4,Genshi Shounen Ryuu,Ryu the Primitive Boy,原始少年リュウ,TV,3223,6.31,1971,https://cdn.myanimelist.net/images/anime/6/26879.jpg
5,Sasurai no Taiyou,Nozomi In The Sun,さすらいの太陽,TV,2780,6.44,1971,https://cdn.myanimelist.net/images/anime/1068/101174.jpg
6,Fushigi na Melmo,Marvelous Melmo,ふしぎなメルモ,TV,2464,6.15,1971,https://cdn.myanimelist.net/images/anime/9/28682.jpg
7,Ali Baba to 40-hiki no Touzoku,Ali Baba to 40-hiki no Touzoku,アリババと４０匹の盗賊,Movie,2305,5.5,1971,https://cdn.myanimelist.net/images/anime/3/6861.jpg
8,Animentary: Ketsudan,Animentary: Ketsudan,アニメンタリー 決断,TV,2178,6.34,1971,https://cdn.myanimelist.net/images/anime/6/22270.jpg
9,Tensai Bakabon,Tensai Bakabon,天才バカボン,TV,1913,6.33,1971,https://cdn.myanimelist.net/images/anime/3/60845.jpg
10,Good-by Elvis and USA,Good-bye Elvis and USA,Good-by Elvis and USA,Movie,1856,3.05,1971,https://cdn.myanimelist.net/images/anime/6/71243.jpg
11,Sarutobi Ecchan,Sarutobi Ecchan,さるとびエッちゃん,TV,1693,6.28,1971,https://cdn.myanimelist.net/images/anime/12/59333.jpg
12,Andersen Monogatari (TV),Andersen Monogatari (TV),アンデルセン物語,TV,1588,6.21,1971,https://cdn.myanimelist.net/images/anime/7/69035.jpg
13,Apache Yakyuugun,Apache Baseball Team,アパッチ野球軍,TV,1337,6.14,1971,https://cdn.myanimelist.net/images/anime/5/78281.jpg
14,Good-by Marilyn,Good-by Marilyn,Good-by Marilyn,Movie,1266,3.66,1971,https://cdn.myanimelist.net/images/anime/1410/142103.jpg
15,Yasuji no Pornorama: Yacchimae!!,Yasuji no Pornorama: Yacchimae!!,ヤスジのポルノラマ やっちまえ!!,Movie,1187,4.85,1971,https://cdn.myanimelist.net/images/anime/1062/104007.jpg
16,Attack No.1: Namida no Fushichou,Attack No.1: Namida no Fushichou,アタックNo.1 涙の不死鳥,Movie,1154,6.03,1971,https://cdn.myanimelist.net/images/anime/3/25377.jpg
17,12-gatsu no Uta,December Song,12月のうた,Movie,1141,4.63,1971,https://cdn.myanimelist.net/images/anime/6/70691.jpg
18,Match Uri no Shoujo,The Little Match Girl,マッチ売りの少女,Movie,1059,5.75,1971,https://cdn.myanimelist.net/images/anime/5/32635.jpg
19,Kabatotto,Hippo and Thomas,カバトット,TV,976,5.86,1971,https://cdn.myanimelist.net/images/anime/1391/146215.jpg
21,Sekai Monoshiri Ryoko,Sekai Monoshiri Ryoko,世界ものしり旅行,TV,904,5.75,1971,https://cdn.myanimelist.net/images/anime/12/28225.jpg
22,Kunimatsu-sama no Otoridai,Kunimatsu-sama no Otoridai,国松さまのお通りだい,TV,760,6.26,1971,https://cdn.myanimelist.net/images/anime/12/47149.jpg
23,Commercial War,Commercial War,Commercial War,Movie,755,4.51,1971,https://cdn.myanimelist.net/images/anime/11/73824.jpg
24,Chikotan,Chikotan,チコタン,Movie,753,5.43,1971,https://cdn.myanimelist.net/images/anime/5/71181.jpg
27,Ki Renka,Oni Love Song,鬼恋歌,Movie,602,4.92,1971,https://cdn.myanimelist.net/images/anime/3/71337.jpg
28,Chingou Muchabee,Chingou Muchabee,珍豪ムチャ兵衛,TV,597,,1971,https://cdn.myanimelist.net/images/anime/1263/120962.jpg
29,Sarasoujuu no Hana no Iro,Spotlight,娑羅双樹の花の色,Movie,532,5.2,1971,https://cdn.myanimelist.net/images/anime/7/71333.jpg
30,Osamishi Tani no Wakare Uta,Osamishi Tani no Wakare Uta,お淋し谷の別れ唄,Movie,474,5.11,1971,https://cdn.myanimelist.net/images/anime/6/72050.jpg
31,Ten,Dot,点,Movie,442,5.19,1971,https://cdn.myanimelist.net/images/anime/8/71327.jpg
32,Waga Na wa Cowboy,Waga Na wa Cowboy,わが名はカウボーイ,Music,436,5.25,1971,https://cdn.myanimelist.net/images/anime/3/87816.jpg
33,Kusakeiba,Kusakeiba,草競馬,Music,403,5.07,1971,https://cdn.myanimelist.net/images/anime/4/89014.jpg
34,Tsuru no Sugomori,Tsuru no Sugomori,つるのすごもり,Movie,368,,1971,https://cdn.myanimelist.net/images/anime/1366/148323.jpg
35,Pussy,PUSSY,PUSSY,Movie,348,,1971,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png
36,Flicker Love No.1,Flicker Love No.1,FLICKER LOVE NO.1,Movie,345,,1971,https://cdn.myanimelist.net/images/anime/1623/108712.jpg
37,Mako-chan no Koutsuu Anzen,Mako-chan no Koutsuu Anzen,まこちゃんのこうつうあんぜん,Movie,334,5.54,1971,https://cdn.myanimelist.net/images/anime/8/77373.jpg
38,Lightning Atom,Lightning Atom,번개아텀,Movie,327,,1971,https://cdn.myanimelist.net/images/anime/9/45160.jpg
39,Ima demo Senchou to Yobarete Iru Senchou no Yoru,Ima demo Senchou to Yobarete Iru Senchou no Yoru,今でも船長と呼ばれている船長の夜,Music,319,5.33,1971,https://cdn.myanimelist.net/images/anime/2/87820.jpg
40,Minami e Itta Misuke,Misuke in Southern,南へ行ったミースケ,Movie,268,,1971,https://cdn.myanimelist.net/images/anime/1506/114811.jpg
41,Don Pepe no Uta,Don Pepe no Uta,ドンペペの歌,Music,268,5.3,1971,https://cdn.myanimelist.net/images/anime/1117/108798.jpg
42,She,SHE,SHE,Movie,250,,1971,https://cdn.myanimelist.net/images/anime/1108/144188.jpg
43,Rainbow Scene,Rainbow Scene,RAINBOW・SCENE,Movie,244,,1971,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png
44,Watashi no Kamifuusen,Watashi no Kamifuusen,わたしの紙風船,Music,234,,1971,https://cdn.myanimelist.net/images/anime/1099/147481.jpg
45,Green Red,GREEN-RED,GREEN・RED,Movie,227,,1971,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png
46,Jam Pot,JAM POT,JAM POT,Movie,215,,1971,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png
47,Fuukei no Shimetsu,The Extinction of Landscape,風景の死滅,Movie,199,,1971,https://cdn.myanimelist.net/images/anime/1962/115758.jpg
48,Tenma no Torayan,Tenma no Torayan,てんまのとらやん,Movie,197,,1971,https://cdn.myanimelist.net/images/anime/1594/116502.jpg
