rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Sangokushi,,三国志,Manga,3620,7.75,1971,https://cdn.myanimelist.net/images/manga/5/270688l.jpg
2,Choujin Taikei,Tomorrow the Birds,鳥人大系,Manga,950,7.48,1971,https://cdn.myanimelist.net/images/manga/1/15430l.jpg
2,Hitler,Shigeru Mizuki's Hitler,劇画ヒットラー,Manga,2858,7.48,1971,https://cdn.myanimelist.net/images/manga/2/170233l.jpg
4,Miyamoto Musashi,,宮本武蔵,Manga,768,7.15,1971,https://cdn.myanimelist.net/images/manga/2/265436l.jpg
5,Kuuki no Soko,Under the Air,空気の底,Manga,1659,7.1,1971,https://cdn.myanimelist.net/images/manga/3/9654l.jpg
6,Daihakkutsu,,大発掘,Manga,573,7.05,1971,https://cdn.myanimelist.net/images/manga/2/136839l.jpg
7,Kamen Rider,Kamen Rider,仮面ライダー,Manga,4347,6.98,1971,https://cdn.myanimelist.net/images/manga/2/272555l.jpg
8,Shiroi Heya no Futari,,白い部屋のふたり,Manga,4509,6.95,1971,https://cdn.myanimelist.net/images/manga/2/270463l.jpg
9,Hyaku Monogatari,One Hundred Tales,百物語,Manga,365,6.81,1971,https://cdn.myanimelist.net/images/manga/1/290054l.jpg
9,Maria,,マリア,Manga,936,6.81,1971,https://cdn.myanimelist.net/images/manga/3/84357l.jpg
11,Babel Nisei,Babel II,バビル2世,Manga,1184,6.76,1971,https://cdn.myanimelist.net/images/manga/5/179686l.jpg
12,Giniro no Kami no Arisa,Alisa of the Silver Hair,銀色の髪の亜里沙,Manga,826,6.68,1971,https://cdn.myanimelist.net/images/manga/4/27172l.jpg
13,Miyoko Asagaya Kibun,,美代子阿佐ヶ谷気分,Manga,546,6.55,1971,https://cdn.myanimelist.net/images/manga/3/149168l.jpg
14,Genshi Shounen Ryuu,,原始少年リュウ,Manga,559,6.48,1971,https://cdn.myanimelist.net/images/manga/1/31348l.jpg
15,Maou Dante,,魔王ダンテ,Manga,2748,6.36,1971,https://cdn.myanimelist.net/images/manga/3/10482l.jpg
16,Oni: 2889-nen no Hanran,,永井豪異色作品集 鬼 ─2889年の反乱─,Manga,365,6.0,1971,https://cdn.myanimelist.net/images/manga/2/149781l.jpg
17,Gekiga Kachikujin Yapoo,The Domestic Yapoo,劇画家畜人ヤプー,Manga,476,5.62,1971,https://cdn.myanimelist.net/images/manga/3/190568l.jpg
