rank,title,title_english,title_japanese,type,members,score,year,image_url
3,Black Clover,Black Clover,ブラッククローバー,TV,1803115,8.14,2017,https://cdn.myanimelist.net/images/anime/2/88336.jpg
5,Kakegurui,Kakegurui,賭ケグルイ,TV,1568950,7.22,2017,https://cdn.myanimelist.net/images/anime/3/86578.jpg
6,Made in Abyss,Made in Abyss,メイドインアビス,TV,1483509,8.63,2017,https://cdn.myanimelist.net/images/anime/6/86733.jpg
7,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Classroom of the Elite,ようこそ実力至上主義の教室へ,TV,1387068,7.84,2017,https://cdn.myanimelist.net/images/anime/5/86830.jpg
8,Kobayashi-san Chi no Maid Dragon,Miss Kobayashi's Dragon Maid,小林さんちのメイドラゴン,TV,1291767,7.92,2017,https://cdn.myanimelist.net/images/anime/5/85434.jpg
10,Youjo Senki,Saga of Tanya the Evil,幼女戦記,TV,994261,7.96,2017,https://cdn.myanimelist.net/images/anime/5/82890.jpg
11,Mahoutsukai no Yome,The Ancient Magus' Bride,魔法使いの嫁,TV,984974,8.05,2017,https://cdn.myanimelist.net/images/anime/3/88476.jpg
12,Masamune-kun no Revenge,Masamune-kun's Revenge,政宗くんのリベンジ,TV,938563,6.75,2017,https://cdn.myanimelist.net/images/anime/12/83709.jpg
16,Rokudenashi Majutsu Koushi to Akashic Records,Akashic Records of Bastard Magic Instructor,ロクでなし魔術講師と禁忌教典,TV,781898,7.11,2017,https://cdn.myanimelist.net/images/anime/8/85593.jpg
17,Tsurezure Children,Tsuredure Children,徒然チルドレン,TV,762062,7.54,2017,https://cdn.myanimelist.net/images/anime/12/86676.jpg
19,Eromanga-sensei,Eromanga Sensei,エロマンガ先生,TV,749998,6.32,2017,https://cdn.myanimelist.net/images/anime/2/86468.jpg
20,Kuzu no Honkai,Scum's Wish,クズの本懐,TV,718071,7.09,2017,https://cdn.myanimelist.net/images/anime/5/83937.jpg
21,Little Witch Academia (TV),Little Witch Academia,リトルウィッチアカデミア,TV,689530,7.81,2017,https://cdn.myanimelist.net/images/anime/1520/147248.jpg
22,Blend S,BLEND-S,ブレンド・S,TV,687476,7.24,2017,https://cdn.myanimelist.net/images/anime/6/88286.jpg
23,Gamers!,Gamers!,ゲーマーズ！,TV,682952,6.73,2017,https://cdn.myanimelist.net/images/anime/4/86828.jpg
24,Inuyashiki,Inuyashiki: Last Hero,いぬやしき,TV,681504,7.63,2017,https://cdn.myanimelist.net/images/anime/7/88471.jpg
25,Isekai wa Smartphone to Tomo ni.,In Another World With My Smartphone,異世界はスマートフォンとともに。,TV,606003,6.11,2017,https://cdn.myanimelist.net/images/anime/7/86794.jpg
26,Hajimete no Gal,My First Girlfriend is a Gal,はじめてのギャル,TV,578422,6.27,2017,https://cdn.myanimelist.net/images/anime/9/86826.jpg
27,Tsuki ga Kirei,Tsukigakirei,月がきれい,TV,576164,8.03,2017,https://cdn.myanimelist.net/images/anime/2/85592.jpg
28,Re:Creators,Re:CREATORS,Re:CREATORS 〈レクリエイターズ〉,TV,529584,7.55,2017,https://cdn.myanimelist.net/images/anime/11/85469.jpg
29,Aho Girl,AHO-GIRL,アホガール,TV,518370,6.72,2017,https://cdn.myanimelist.net/images/anime/7/86665.jpg
30,Fate/Apocrypha,Fate/Apocrypha,Fate/Apocrypha,TV,499347,7.2,2017,https://cdn.myanimelist.net/images/anime/9/86573.jpg
31,Net-juu no Susume,Recovery of an MMO Junkie,ネト充のススメ,TV,497099,7.52,2017,https://cdn.myanimelist.net/images/anime/3/87463.jpg
32,Houseki no Kuni,Land of the Lustrous,宝石の国,TV,496806,8.39,2017,https://cdn.myanimelist.net/images/anime/3/88293.jpg
33,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,Fate/stay night: Heaven's Feel - I. Presage Flower,劇場版「Fate/stay night [Heaven's Feel] Ⅰ.presage flower」,Movie,495706,8.15,2017,https://cdn.myanimelist.net/images/anime/1274/102213.jpg
34,Kizumonogatari III: Reiketsu-hen,Kizumonogatari Part 3: Cold-Blooded,傷物語〈Ⅲ冷血篇〉,Movie,493673,8.78,2017,https://cdn.myanimelist.net/images/anime/1084/112813.jpg
35,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,Sword Oratoria: Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side,ダンジョンに出会いを求めるのは間違っているだろうか外伝 ソード・オラトリア,TV,477685,7.08,2017,https://cdn.myanimelist.net/images/anime/1181/123312.jpg
36,Gabriel DropOut,Gabriel DropOut,ガヴリールドロップアウト,TV,474092,7.43,2017,https://cdn.myanimelist.net/images/anime/9/82590.jpg
37,Kekkai Sensen & Beyond,Blood Blockade Battlefront & Beyond,血界戦線 & BEYOND,TV,462148,7.77,2017,https://cdn.myanimelist.net/images/anime/3/88282.jpg
38,Koi to Uso,Love and Lies,恋と嘘,TV,438966,6.48,2017,https://cdn.myanimelist.net/images/anime/5/86663.jpg
39,Demi-chan wa Kataritai,Interviews With Monster Girls,亜人ちゃんは語りたい,TV,433060,7.52,2017,https://cdn.myanimelist.net/images/anime/8/83417.jpg
40,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?,終末なにしてますか？忙しいですか？救ってもらっていいですか？,TV,426191,7.67,2017,https://cdn.myanimelist.net/images/anime/4/85260.jpg
41,3-gatsu no Lion 2nd Season,March Comes In Like a Lion 2nd Season,3月のライオン 第2シリーズ,TV,425453,8.9,2017,https://cdn.myanimelist.net/images/anime/3/88469.jpg
42,Owarimonogatari 2nd Season,Owarimonogatari Second Season,終物語,TV Special,423390,8.86,2017,https://cdn.myanimelist.net/images/anime/6/87322.jpg
43,Busou Shoujo Machiavellianism,Armed Girl's Machiavellism,武装少女マキャヴェリズム,TV,406386,6.87,2017,https://cdn.myanimelist.net/images/anime/3/83995.jpg
44,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,KonoSuba: God's Blessing on This Wonderful World! 2 - God's Blessing on This Wonderful Art!,この素晴らしい世界に祝福を！2 この素晴らしい芸術に祝福を！,OVA,395325,8.01,2017,https://cdn.myanimelist.net/images/anime/1115/98517.jpg
45,Saenai Heroine no Sodatekata ♭,Saekano: How to Raise a Boring Girlfriend .flat,冴えない彼女〈ヒロイン〉の育てかた♭,TV,388430,7.76,2017,https://cdn.myanimelist.net/images/anime/2/84797.jpg
46,Renai Boukun,Love Tyrant,恋愛暴君,TV,386559,6.6,2017,https://cdn.myanimelist.net/images/anime/9/84266.jpg
