rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Ouran Koukou Host Club,Ouran High School Host Club,桜蘭高校ホスト部,Manga,138078,8.5,2002,https://cdn.myanimelist.net/images/manga/3/267782l.jpg
2,Elfen Lied,Elfen Lied,エルフェンリート,Manga,105791,7.77,2002,https://cdn.myanimelist.net/images/manga/2/253951l.jpg
3,Skip Beat!,Skip Beat!,スキップ・ビート!,Manga,96722,8.55,2002,https://cdn.myanimelist.net/images/manga/2/255389l.jpg
4,Air Gear,Air Gear,エア・ギア,Manga,90001,7.79,2002,https://cdn.myanimelist.net/images/manga/1/167489l.jpg
5,Eyeshield 21,Eyeshield 21,アイシールド21,Manga,83508,8.46,2002,https://cdn.myanimelist.net/images/manga/2/165586l.jpg
6,Shijou Saikyou no Deshi Kenichi,,史上最強の弟子ケンイチ,Manga,74183,8.09,2002,https://cdn.myanimelist.net/images/manga/2/169883l.jpg
7,Akumetsu,,アクメツ,Manga,73629,8.11,2002,https://cdn.myanimelist.net/images/manga/2/183734l.jpg
8,Black Lagoon,Black Lagoon,ブラックラグーン,Manga,63677,8.32,2002,https://cdn.myanimelist.net/images/manga/1/227037l.jpg
9,Bokura ga Ita,We Were There,僕等がいた,Manga,52556,7.96,2002,https://cdn.myanimelist.net/images/manga/2/244302l.jpg
10,Ichigo 100%,Strawberry 100%,いちご100%,Manga,49866,7.75,2002,https://cdn.myanimelist.net/images/manga/2/259714l.jpg
11,Zetman,,ZETMAN,Manga,47663,7.61,2002,https://cdn.myanimelist.net/images/manga/2/188924l.jpg
12,Gakuen Alice,Gakuen Alice,学園アリス,Manga,45871,8.33,2002,https://cdn.myanimelist.net/images/manga/2/269701l.jpg
13,Aria,Aria,ARIA,Manga,45584,8.64,2002,https://cdn.myanimelist.net/images/manga/2/202644l.jpg
14,Genshiken,Genshiken,げんしけん,Manga,45057,8.23,2002,https://cdn.myanimelist.net/images/manga/3/161681l.jpg
15,Rainbow: Nisha Rokubou no Shichinin,,RAINBOW 二舎六房の七人,Manga,43700,8.47,2002,https://cdn.myanimelist.net/images/manga/2/217981l.jpg
16,Subarashii Sekai,What a Wonderful World!,素晴らしい世界,Manga,35252,7.57,2002,https://cdn.myanimelist.net/images/manga/1/147085l.jpg
17,Goth,Goth,GOTH,Manga,34004,7.12,2002,https://cdn.myanimelist.net/images/manga/1/173681l.jpg
18,Junjou Romantica,Junjo Romantica,純情ロマンチカ,Manga,32849,8.11,2002,https://cdn.myanimelist.net/images/manga/5/206960l.jpg
19,Hourou Musuko,Wandering Son,放浪息子,Manga,32393,8.21,2002,https://cdn.myanimelist.net/images/manga/1/208988l.jpg
20,School Rumble,School Rumble,スクールランブル,Manga,31925,8.0,2002,https://cdn.myanimelist.net/images/manga/3/5267l.jpg
21,Gunslinger Girl,Gunslinger Girl,GUNSLINGER GIRL,Manga,29392,8.09,2002,https://cdn.myanimelist.net/images/manga/3/160923l.jpg
22,Zaregoto Series,Zaregoto,戯言シリーズ,Light Novel,28962,8.72,2002,https://cdn.myanimelist.net/images/manga/1/157901l.jpg
