rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Versailles no Bara,The Rose of Versailles,ベルサイユのばら,Manga,22964,8.39,1972,https://cdn.myanimelist.net/images/manga/3/271375l.jpg
2,Buddha,Buddha,ブッダ,Manga,18366,8.34,1972,https://cdn.myanimelist.net/images/manga/3/260394l.jpg
3,Devilman,Devilman,デビルマン,Manga,63688,8.05,1972,https://cdn.myanimelist.net/images/manga/2/1431l.jpg
4,Kubikiri Asa,Samurai Executioner,首斬り朝,Manga,8303,7.93,1972,https://cdn.myanimelist.net/images/manga/4/143461l.jpg
5,Dousei Jidai,,同棲時代,Manga,3490,7.79,1972,https://cdn.myanimelist.net/images/manga/3/173375l.jpg
6,Ayako,Ayako,奇子,Manga,11115,7.76,1972,https://cdn.myanimelist.net/images/manga/3/269938l.jpg
7,Poe no Ichizoku,The Poe Clan,ポーの一族,Manga,4171,7.72,1972,https://cdn.myanimelist.net/images/manga/1/259431l.jpg
8,Hyouryuu Kyoushitsu,The Drifting Classroom,漂流教室,Manga,27501,7.42,1972,https://cdn.myanimelist.net/images/manga/2/196492l.jpg
9,Hanshin,,萩尾望都作品集 第9巻 半神,Manga,5801,7.32,1972,https://cdn.myanimelist.net/images/manga/3/207279l.jpg
10,Shurayuki-hime,Lady Snowblood,修羅雪姫,Manga,8567,7.31,1972,https://cdn.myanimelist.net/images/manga/3/254617l.jpg
11,Jinzou Ningen Kikaida,Android Kikaider,人造人間キカイダー,Manga,1021,7.01,1972,https://cdn.myanimelist.net/images/manga/1/273182l.jpg
12,Robot Keiji,,ロボット刑事,Manga,947,6.86,1972,https://cdn.myanimelist.net/images/manga/3/177353l.jpg
13,Dokaben,,ドカベン,Manga,815,6.85,1972,https://cdn.myanimelist.net/images/manga/3/139063l.jpg
14,Heiwa no Kane Series,,中沢啓治平和マンガ作品集 平和の鐘シリーズ,Manga,416,6.84,1972,https://cdn.myanimelist.net/images/manga/2/122987l.jpg
15,The Moon,,ザ・ムーン,Manga,688,6.81,1972,https://cdn.myanimelist.net/images/manga/1/245614l.jpg
16,Hi no Yama,The Thief Inoue Akikazu and Other Stories,火の山,Manga,641,6.79,1972,https://cdn.myanimelist.net/images/manga/2/198418l.jpg
17,Tobacco-ya no Musume,Cigarette Girl,たばこ屋の娘 松本正彦短編集,Manga,541,6.69,1972,https://cdn.myanimelist.net/images/manga/2/44421l.jpg
18,Mazinger Z,,マジンガーZ,Manga,5503,6.64,1972,https://cdn.myanimelist.net/images/manga/1/187139l.jpg
19,Maya no Souretsu,,摩耶の葬列,Manga,2889,6.6,1972,https://cdn.myanimelist.net/images/manga/3/85833l.jpg
20,Henshin Ninja Arashi,,変身忍者 嵐,Manga,546,6.49,1972,https://cdn.myanimelist.net/images/manga/1/78241l.jpg
21,Gun Frontier,,ガンフロンティア,Manga,1054,6.43,1972,https://cdn.myanimelist.net/images/manga/1/321258l.jpg
22,Devilman,,デビルマン,Manga,407,6.39,1972,https://cdn.myanimelist.net/images/manga/3/254037l.jpg
23,Hanawa Kazuichi Shoki Sakuhinshu,,花輪和一初期作品集,Manga,648,6.34,1972,https://cdn.myanimelist.net/images/manga/2/274018l.jpg
24,Omorai-kun,,オモライくん,Manga,315,5.96,1972,https://cdn.myanimelist.net/images/manga/1/11930l.jpg
