rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Slam Dunk,Slam Dunk,スラムダンク,TV,324462,8.55,1993,https://cdn.myanimelist.net/images/anime/12/86890.jpg
2,Ramayana: The Legend of Prince Rama,Ramayana: The Legend of Prince Rama,ラーマーヤナ ラーマ王子伝説,Movie,14013,8.39,1993,https://cdn.myanimelist.net/images/anime/1070/104671.jpg
4,Kyou kara Ore wa!!,Kyou kara Ore wa!!,今日から俺は！！,OVA,38193,8.05,1993,https://cdn.myanimelist.net/images/anime/1042/110294.jpg
6,Musekinin Kanchou Tylor,The Irresponsible Captain Tylor,無責任艦長タイラー,TV,53210,7.84,1993,https://cdn.myanimelist.net/images/anime/4/14898.jpg
9,Black Jack,Black Jack,ブラック・ジャック,OVA,43968,7.73,1993,https://cdn.myanimelist.net/images/anime/5/12978.jpg
12,Juubee Ninpuuchou,Ninja Scroll,獣兵衛忍風帖,Movie,153262,7.61,1993,https://cdn.myanimelist.net/images/anime/1520/145971.jpg
14,JoJo no Kimyou na Bouken,JoJo's Bizarre Adventure,ジョジョの奇妙な冒険,OVA,141954,7.51,1993,https://cdn.myanimelist.net/images/anime/1171/106036.jpg
15,Aoki Densetsu Shoot!,Blue Legend Shoot!,蒼き伝説　シュート！,TV,16247,7.38,1993,https://cdn.myanimelist.net/images/anime/3/75214.jpg
18,Aa! Megami-sama!,Oh! My Goddess,ああっ女神さまっ,OVA,56809,7.28,1993,https://cdn.myanimelist.net/images/anime/11/71215.jpg
19,GS Mikami,Ghost Sweeper Mikami,GS（ゴーストスイーパー）美神,TV,15788,7.23,1993,https://cdn.myanimelist.net/images/anime/1630/94116.jpg
21,The Cockpit,The Cockpit,ザ・コクピット,OVA,16025,7.19,1993,https://cdn.myanimelist.net/images/anime/4/18697.jpg
22,Miracle☆Girls,Miracle☆Girls,ミラクル☆ガールズ,TV,6282,7.17,1993,https://cdn.myanimelist.net/images/anime/11/21213.jpg
23,Shippuu! Iron Leaguer,Shippuu! Iron Leaguer,疾風！ アイアンリーガー,TV,2092,7.14,1993,https://cdn.myanimelist.net/images/anime/1839/149065.jpg
24,Kenyuu Densetsu Yaiba,Legendary Brave Swordsman Yaiba,剣勇伝説ＹＡＩＢＡ,TV,10730,7.12,1993,https://cdn.myanimelist.net/images/anime/5/71953.jpg
25,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Dragon Ball Z: Bojack Unbound,ドラゴンボールZ 銀河ギリギリ!!ぶっちぎりの凄い奴,Movie,129391,7.11,1993,https://cdn.myanimelist.net/images/anime/1730/93672.jpg
26,Minky Momo in Yume ni Kakeru Hashi,Minky Momo in the Bridge Over Dreams,ＭＩＮＫＹ　ＭＯＭＯ　ｉｎ　夢にかける橋,OVA,3424,7.1,1993,https://cdn.myanimelist.net/images/anime/7/78351.jpg
27,Hinamatsuri (OVA),Hinamatsuri (OVA),ひなまつり,OVA,2199,7.09,1993,https://cdn.myanimelist.net/images/anime/2/84695.jpg
28,Nekketsu Saikyou Go-Saurer,Nekketsu Saikyou Go-Saurer,熱血最強ゴウザウラー,TV,2192,7.09,1993,https://cdn.myanimelist.net/images/anime/1138/100815.jpg
29,Nintama Rantarou,Ninjaboy Rantaro,忍たま乱太郎,TV,8322,7.08,1993,https://cdn.myanimelist.net/images/anime/6/74028.jpg
