rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Fullmetal Alchemist,Fullmetal Alchemist,鋼の錬金術師,Manga,327415,9.05,2001,https://cdn.myanimelist.net/images/manga/3/243675l.jpg
2,Koten-bu Series,,〈古典部〉シリーズ,Novel,21477,8.67,2001,https://cdn.myanimelist.net/images/manga/3/80983l.jpg
3,Kidou Senshi Gundam: The Origin,Mobile Suit Gundam: The Origin,機動戦士ガンダム THE ORIGIN,Manga,19346,8.55,2001,https://cdn.myanimelist.net/images/manga/1/151300l.jpg
4,Nodame Cantabile,Nodame Cantabile,のだめカンタービレ,Manga,30381,8.42,2001,https://cdn.myanimelist.net/images/manga/2/153962l.jpg
5,Konjiki no Gash!!,Zatch Bell!,金色のガッシュ!!,Manga,37962,8.37,2001,https://cdn.myanimelist.net/images/manga/3/172209l.jpg
6,Lovely★Complex,Love★Com,ラブ★コン,Manga,70895,8.32,2001,https://cdn.myanimelist.net/images/manga/1/209659l.jpg
7,Shin Angyo Onshi,Blade of the Phantom Master,新暗行御史,Manga,37856,8.3,2001,https://cdn.myanimelist.net/images/manga/1/161805l.jpg
8,Claymore,Claymore,CLAYMORE,Manga,229856,8.29,2001,https://cdn.myanimelist.net/images/manga/2/255378l.jpg
9,7 Seeds,,7SEEDS,Manga,27962,8.27,2001,https://cdn.myanimelist.net/images/manga/3/196607l.jpg
10,The Ravages of Time,,火鳳燎原,Manhua,18411,8.22,2001,https://cdn.myanimelist.net/images/manga/4/75197l.jpg
11,Finder Series,Finder Series,ファインダーシリーズ,Manga,18735,8.21,2001,https://cdn.myanimelist.net/images/manga/2/268156l.jpg
12,Gunnm: Last Order,Battle Angel Alita: Last Order,銃夢 Last Order,Manga,27800,8.19,2001,https://cdn.myanimelist.net/images/manga/3/274912l.jpg
13,Emma,Emma,エマ,Manga,32492,8.16,2001,https://cdn.myanimelist.net/images/manga/1/161059l.jpg
14,God Child,Godchild,ゴッド チャイルド,Manga,21561,8.14,2001,https://cdn.myanimelist.net/images/manga/1/257890l.jpg
15,Vagrant Soldier Ares,,떠돌이 용병 아레스,Manhwa,17532,8.13,2001,https://cdn.myanimelist.net/images/manga/2/129069l.jpg
16,Futatsu no Spica,Twin Spica,ふたつのスピカ,Manga,7552,8.09,2001,https://cdn.myanimelist.net/images/manga/2/176749l.jpg
17,Worst,Worst,WORST ワースト,Manga,16556,8.08,2001,https://cdn.myanimelist.net/images/manga/3/167039l.jpg
18,Ultra Heaven,Ultra Heaven,ウルトラヘヴン,Manga,24379,8.05,2001,https://cdn.myanimelist.net/images/manga/3/161311l.jpg
18,Wild Adapter,Wild Adapter,WILD ADAPTER,Manga,9543,8.05,2001,https://cdn.myanimelist.net/images/manga/2/157891l.jpg
20,Little Butterfly,Little Butterfly,リトル・バタフライ,Manga,8077,8.04,2001,https://cdn.myanimelist.net/images/manga/1/284505l.jpg
21,Full Moon wo Sagashite,Full Moon,満月〈フルムーン〉をさがして,Manga,41253,8.03,2001,https://cdn.myanimelist.net/images/manga/3/175970l.jpg
