rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Mushishi,Mushi-Shi,蟲師,TV,875119,8.65,2005,https://cdn.myanimelist.net/images/anime/2/73862.jpg
4,Koukyoushihen Eureka Seven,Eureka Seven,交響詩篇エウレカセブン,TV,450509,8.05,2005,https://cdn.myanimelist.net/images/anime/12/34443.jpg
5,Glass no Kamen (2005),Glass Mask,ガラスの仮面 (2005),TV,43738,8.03,2005,https://cdn.myanimelist.net/images/anime/7/75061.jpg
6,Hachimitsu to Clover,Honey and Clover,ハチミツとクローバー,TV,279100,7.98,2005,https://cdn.myanimelist.net/images/anime/1301/133577.jpg
9,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,Akagi,闘牌伝説アカギ　闇に舞い降りた天才,TV,110426,7.92,2005,https://cdn.myanimelist.net/images/anime/11/53587.jpg
10,Eyeshield 21,Eyeshield 21,アイシールド21,TV,191878,7.91,2005,https://cdn.myanimelist.net/images/anime/1079/133529.jpg
12,Paradise Kiss,Paradise Kiss,Paradise kiss,TV,247057,7.87,2005,https://cdn.myanimelist.net/images/anime/7/80636.jpg
14,Capeta,Capeta,カペタ,TV,41230,7.82,2005,https://cdn.myanimelist.net/images/anime/1467/148890.jpg
20,Ueki no Housoku,The Law of Ueki,うえきの法則,TV,122757,7.71,2005,https://cdn.myanimelist.net/images/anime/8/20596.jpg
21,Final Fantasy VII: Advent Children,Final Fantasy VII: Advent Children,ファイナルファンタジーVII アドベントチルドレン,Movie,217659,7.71,2005,https://cdn.myanimelist.net/images/anime/1/317.jpg
23,Aria the Animation,Aria the Animation,ARIA The ANIMATION,TV,171838,7.68,2005,https://cdn.myanimelist.net/images/anime/2/77620.jpg
24,Arashi no Yoru ni,One Stormy Night,あらしのよるに,Movie,25090,7.64,2005,
27,Ichigo Mashimaro,Strawberry Marshmallow,苺ましまろ,TV,121985,7.62,2005,https://cdn.myanimelist.net/images/anime/10/11042.jpg
28,Seikai no Senki III,Banner of the Stars III,星界の戦旗 III,OVA,18670,7.62,2005,https://cdn.myanimelist.net/images/anime/9/5064.jpg
29,Meitantei Conan: Conan vs. Kid - Shark & Jewel,Detective Conan: Conan vs. Kid - Shark & Jewel,名探偵コナン コナンvsキッド SHARK & JEWEL,Movie,9052,7.62,2005,
30,Eikoku Koi Monogatari Emma,Emma: A Victorian Romance,英國戀物語エマ,TV,63212,7.61,2005,https://cdn.myanimelist.net/images/anime/5/80117.jpg
31,Blood+,Blood+,ブラッドプラス,TV,389633,7.61,2005,https://cdn.myanimelist.net/images/anime/10/10183.jpg
32,Rozen Maiden: Träumend,Rozen Maiden: Träumend,ローゼンメイデン トロイメント,TV,109010,7.61,2005,https://cdn.myanimelist.net/images/anime/4/10242.jpg
33,Jigoku Shoujo,Hell Girl,地獄少女,TV,375226,7.6,2005,https://cdn.myanimelist.net/images/anime/4/86907.jpg
34,Noein: Mou Hitori no Kimi e,Noein: To Your Other Self,ノエイン もうひとりの君へ,TV,94948,7.55,2005,https://cdn.myanimelist.net/images/anime/1/584.jpg
35,Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,Kino's Journey: Tower Country,キノの旅 -the Beautiful World- 塔の国 -Free Lance-,Special,40303,7.55,2005,https://cdn.myanimelist.net/images/anime/11/62873.jpg
36,Basilisk: Kouga Ninpou Chou,Basilisk,バジリスク 甲賀忍法帖,TV,197917,7.53,2005,https://cdn.myanimelist.net/images/anime/1103/133549.jpg
37,Tsubasa Chronicle,Tsubasa RESERVoir CHRoNiCLE,ツバサ・クロニクル,TV,236087,7.51,2005,https://cdn.myanimelist.net/images/anime/9/6555.jpg
38,Final Fantasy VII: Advent Children - Venice Film Festival Footage,Final Fantasy VII: Advent Children - Venice Film Festival Footage,FINAL FANTASY VII ADVENT CHILDREN ヴェネチア映画祭版,Movie,13300,7.51,2005,
39,Aa! Megami-sama! (TV) Specials,Ah! My Goddess Specials,ああっ女神さまっ,Special,28343,7.5,2005,https://cdn.myanimelist.net/images/anime/2/17893.jpg
40,Fullmetal Alchemist: The Conqueror of Shamballa,Fullmetal Alchemist: The Movie - Conqueror of Shamballa,劇場版 鋼の錬金術師 シャンバラを征く者,Movie,340495,7.5,2005,https://cdn.myanimelist.net/images/anime/1707/94039.jpg
41,Sugar Sugar Rune,Sugar Sugar Rune,シュガシュガルーン,TV,45974,7.5,2005,https://cdn.myanimelist.net/images/anime/5/74728.jpg
42,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,King of Braves GaoGaiGar Final Grand Glorious Gathering,勇者王ガオガイガーFINAL Grand Glorious Gathering,TV,4721,7.45,2005,
43,Shakugan no Shana,Shakugan no Shana: Season I,灼眼のシャナ,TV,550278,7.44,2005,https://cdn.myanimelist.net/images/anime/8/21197.jpg
44,Kamichu! Specials,The Goddess is a Middle School Student,かみちゅ!,Special,12350,7.44,2005,https://cdn.myanimelist.net/images/anime/3/24641.jpg
45,Tennis no Oujisama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,The Prince of Tennis: A Gift from Atobe,テニスの王子様 跡部からの贈り物 君に捧げるテニプリ祭り,Movie,16154,7.42,2005,
46,Paniponi Dash!,Pani Poni Dash!,ぱにぽにだっしゅ！,TV,66403,7.42,2005,https://cdn.myanimelist.net/images/anime/1581/138842.jpg
47,Gallery Fake,Gallery Fake,ギャラリーフェイク,TV,16531,7.4,2005,
48,Idaten Jump,Idaten Jump,韋駄天翔(ジャンプ),TV,21930,7.37,2005,
49,Karas,Karas,鴉 -KARAS-,OVA,65988,7.36,2005,https://cdn.myanimelist.net/images/anime/1054/98245.jpg
50,Full Metal Panic! The Second Raid Episode 00,Full Metal Panic! The Second Raid Episode 00,フルメタル パニック！The Second Raid 前夜祭「Scene00」,TV Special,41154,7.36,2005,https://cdn.myanimelist.net/images/anime/9/45048.jpg
