rank,title,title_english,title_japanese,type,members,score,year,image_url
3,Violet Evergarden,Violet Evergarden,ヴァイオレット・エヴァーガーデン,TV,1907509,8.68,2018,https://cdn.myanimelist.net/images/anime/1795/95088.jpg
4,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Rascal Does Not Dream of Bunny Girl Senpai,青春ブタ野郎はバニーガール先輩の夢を見ない,TV,1863083,8.23,2018,https://cdn.myanimelist.net/images/anime/1301/93586.jpg
5,Darling in the FranXX,DARLING in the FRANXX,ダーリン・イン・ザ・フランキス,TV,1744000,7.19,2018,https://cdn.myanimelist.net/images/anime/1614/90408.jpg
6,Tensei shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,転生したらスライムだった件,TV,1565981,8.14,2018,https://cdn.myanimelist.net/images/anime/1069/123309.jpg
8,Devilman: Crybaby,Devilman: Crybaby,DEVILMAN crybaby,ONA,1226330,7.74,2018,https://cdn.myanimelist.net/images/anime/2/89973.jpg
9,Goblin Slayer,Goblin Slayer,ゴブリンスレイヤー,TV,1194475,7.42,2018,https://cdn.myanimelist.net/images/anime/1719/95621.jpg
14,Wotaku ni Koi wa Muzukashii,Wotakoi: Love is Hard for Otaku,ヲタクに恋は難しい,TV,1056907,7.92,2018,https://cdn.myanimelist.net/images/anime/1864/93518.jpg
15,Kimi no Suizou wo Tabetai,I Want To Eat Your Pancreas,君の膵臓をたべたい,Movie,1053686,8.55,2018,https://cdn.myanimelist.net/images/anime/1768/93291.jpg
18,Banana Fish,Banana Fish,BANANA FISH,TV,923390,8.45,2018,https://cdn.myanimelist.net/images/anime/1190/93472.jpg
20,Grand Blue,Grand Blue Dreaming,ぐらんぶる,TV,843573,8.44,2018,https://cdn.myanimelist.net/images/anime/1302/94882.jpg
22,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,How Not to Summon a Demon Lord,異世界魔王と召喚少女の奴隷魔術,TV,770991,6.82,2018,https://cdn.myanimelist.net/images/anime/1649/93412.jpg
24,Satsuriku no Tenshi,Angels of Death,殺戮の天使,TV,713030,6.96,2018,https://cdn.myanimelist.net/images/anime/1862/95624.jpg
25,Saiki Kusuo no Ψ-nan 2,The Disastrous Life of Saiki K. 2,斉木楠雄のΨ難 2,TV,688793,8.41,2018,https://cdn.myanimelist.net/images/anime/1961/91383.jpg
26,Hataraku Saibou,Cells at Work!,はたらく細胞,TV,679277,7.55,2018,https://cdn.myanimelist.net/images/anime/1141/117446.jpg
27,Sword Art Online Alternative: Gun Gale Online,Sword Art Online Alternative: Gun Gale Online,ソードアート・オンライン オルタナティブ ガンゲイル・オンライン,TV,656394,7.01,2018,https://cdn.myanimelist.net/images/anime/1141/93288.jpg
28,Karakai Jouzu no Takagi-san,Teasing Master Takagi-san,からかい上手の高木さん,TV,620954,7.68,2018,https://cdn.myanimelist.net/images/anime/1591/95091.jpg
29,Citrus,Citrus,シトラス,TV,541747,6.43,2018,https://cdn.myanimelist.net/images/anime/11/89985.jpg
