rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Ribbon no Kishi (1963),Princess Knight,リボンの騎士,Manga,1986,7.28,1962,https://cdn.myanimelist.net/images/manga/1/130941l.jpg
2,Osomatsu-kun,,おそ松くん,Manga,1075,6.73,1962,https://cdn.myanimelist.net/images/manga/3/159720l.jpg
3,Yuusha Dan,Brave Dan,勇者ダン,Manga,866,6.62,1962,https://cdn.myanimelist.net/images/manga/2/36118l.jpg
4,Ningen Tokei,,怪談人間時計,Manga,751,5.21,1962,https://cdn.myanimelist.net/images/manga/4/157943l.jpg
5,Shinsengumi,The Shinsengumi,新選組,Manga,748,6.93,1962,https://cdn.myanimelist.net/images/manga/1/175756l.jpg
6,Yuki no Taiyou,,ユキの太陽,Manga,445,,1962,https://cdn.myanimelist.net/images/manga/2/122785l.jpg
7,Himitsu no Akko-chan,,ひみつのアッコちゃん,Manga,300,,1962,https://cdn.myanimelist.net/images/manga/3/34547l.jpg
8,Old Master Q,,老夫子,Manhua,267,,1962,https://cdn.myanimelist.net/images/manga/2/84949l.jpg
9,SF Fancy Free,S.F. and Fancy Free,SFファンシーフリー,Manga,185,,1962,https://cdn.myanimelist.net/images/manga/1/296922l.jpg
10,Chiisana Koi no Monogatari,,小さな恋のものがたり,Manga,143,,1962,https://cdn.myanimelist.net/images/manga/5/309423l.jpg
11,Aoi Mangakyou,Blue Kaleidoscope,青いマン華〈ガ〉鏡,Manga,50,,1962,https://cdn.myanimelist.net/images/manga/3/333139l.jpg
12,Rekken Gorou,,烈剣五郎,Manga,38,,1962,https://cdn.myanimelist.net/images/manga/1/228916l.jpg
13,Chiba Tetsuya Tanpenshuu,,ちばてつや短編集,Manga,30,,1962,https://cdn.myanimelist.net/images/manga/1/333059l.jpg
