rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Macross,Super Dimension Fortress Macross,超時空要塞マクロス,TV,118568,7.88,1982,https://cdn.myanimelist.net/images/anime/1553/137717.jpg
3,Space Cobra,Space Adventure Cobra,スペースコブラ,TV,26648,7.67,1982,https://cdn.myanimelist.net/images/anime/7/41437.jpg
4,Taiyou no Ko Esteban,The Mysterious Cities of Gold,太陽の子エステバン,TV,15580,7.75,1982,https://cdn.myanimelist.net/images/anime/1936/134369.jpg
5,Cello Hiki no Gauche (1982),Gauche the Cellist,セロ弾きのゴーシュ,Movie,15516,6.88,1982,https://cdn.myanimelist.net/images/anime/9/36627.jpg
9,Tokimeki Tonight,Tokimeki Tonight,ときめきトゥナイト,TV,11090,7.17,1982,https://cdn.myanimelist.net/images/anime/1272/104468.jpg
10,Mahou no Princess Minky Momo,Fairy Princess Minky Momo,魔法のプリンセス　ミンキーモモ,TV,10908,6.91,1982,https://cdn.myanimelist.net/images/anime/1704/105810.jpg
11,Patalliro!,Patalliro!,パタリロ！,TV,10170,7.33,1982,https://cdn.myanimelist.net/images/anime/2/56443.jpg
15,Sentou Mecha Xabungle,Sentou Mecha Xabungle,戦闘メカザブングル,TV,6255,7.18,1982,https://cdn.myanimelist.net/images/anime/7/51455.jpg
16,1000-nen Joou: Queen Millennia,1000-nen Joou: Queen Millennia,1000年女王 Queen Millennia,Movie,5719,6.74,1982,https://cdn.myanimelist.net/images/anime/1/2398.jpg
18,The Kabocha Wine,The Pumpkin Wine,Ｔｈｅかぼちゃワイン,TV,4687,6.76,1982,https://cdn.myanimelist.net/images/anime/2/26634.jpg
20,Ochamegami Monogatari: Korokoro Pollon,Little Pollon,おちゃめ神物語コロコロポロン,TV,4123,6.99,1982,https://cdn.myanimelist.net/images/anime/2/60529.jpg
21,Tezuka Osamu no Don Dracula,Tezuka Osamu no Don Dracula,手塚治虫のドン・ドラキュラ,TV,3455,6,1982,https://cdn.myanimelist.net/images/anime/1132/147716.jpg
22,Minami no Niji no Lucy,Lucy-May of the Southern Rainbow,南の虹のルーシー,TV,3302,6.99,1982,https://cdn.myanimelist.net/images/anime/1769/102083.jpg
23,Kikou Kantai Dairugger XV,Armored Fleet Dairugger XV,機甲艦隊ダイラガーXV,TV,3253,6.43,1982,https://cdn.myanimelist.net/images/anime/1375/134587.jpg
24,Future War 198X-nen,Future War Year 198X,Future War 198X年,Movie,3249,6.04,1982,https://cdn.myanimelist.net/images/anime/1943/100161.jpg
25,Doraemon Meets Hattori the Ninja,Doraemon Meets Hattori the Ninja,82お正月だよ！ドラえもん・怪物くん・忍者ハットリくん,Special,2700,6.88,1982,https://cdn.myanimelist.net/images/anime/4/16720.jpg
26,Andromeda Stories,Andromeda Stories,アンドロメダ・ストーリーズ,TV Special,2687,5.69,1982,https://cdn.myanimelist.net/images/anime/8/75156.jpg
27,Haguregumo,Haguregumo,浮浪雲,Movie,2686,6.07,1982,https://cdn.myanimelist.net/images/anime/1781/134845.jpg
28,"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken","Dr. Slump: ""Hoyoyo!"" Space Adventure",Dr.SLUMP “ほよよ!”宇宙大冒険,Movie,2358,6.46,1982,https://cdn.myanimelist.net/images/anime/12/23174.jpg
29,Sasuga no Sarutobi,Amazing Sarutobi,さすがの猿飛,TV,2327,6.47,1982,https://cdn.myanimelist.net/images/anime/1318/106142.jpg
30,Techno Police 21C,Techno Police,テクノポリス21C,Movie,2239,5.39,1982,https://cdn.myanimelist.net/images/anime/1335/112413.jpg
31,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,Aladdin and the Wonderful Lamp,アラジンと魔法のランプ,Movie,2166,6.17,1982,https://cdn.myanimelist.net/images/anime/1255/144160.jpg
32,Ginga Reppuu Baxingar,Galactic Gale Baxingar,銀河烈風バクシンガー,TV,2006,6.38,1982,https://cdn.myanimelist.net/images/anime/8/56417.jpg
33,Makyou Densetsu Acrobunch,Makyou Densetsu Acrobunch,魔境伝説アクロバンチ,TV,2004,5.87,1982,https://cdn.myanimelist.net/images/anime/11/39313.jpg
34,Kagaku Kyuujo-tai TechnoVoyager,Thunderbirds 2086,科学救助隊テクノボイジャー,TV,1877,6.13,1982,https://cdn.myanimelist.net/images/anime/1575/104710.jpg
35,Tondera House no Daibouken,The Flying House,トンデラハウスの大冒険,TV,1792,6.34,1982,https://cdn.myanimelist.net/images/anime/1860/146214.jpg
36,Time Bokan Series: Gyakuten Ippatsuman,Time Bokan Series: Gyakuten Ippatsuman,逆転!イッパツマン,TV,1699,5.87,1982,https://cdn.myanimelist.net/images/anime/7/19572.jpg
37,Ai no Senshi Rainbowman,Ai no Senshi Rainbowman,愛の戦士レインボーマン,TV,1631,6.26,1982,https://cdn.myanimelist.net/images/anime/5/21465.jpg
38,Asari-chan,Asari-chan,あさりちゃん,TV,1445,6.13,1982,https://cdn.myanimelist.net/images/anime/12/64365.jpg
39,Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,Dr. Slump: Hero Legend of Penguin Village,Dr.スランプアラレちゃんスペシャル ペンギン村英雄伝説,Special,1438,6.01,1982,https://cdn.myanimelist.net/images/anime/1310/107726.jpg
40,Shiroi Kiba White Fang Monogatari,Shiroi Kiba White Fang Monogatari,白い牙ホワイトファング物語,TV Special,1418,6.35,1982,https://cdn.myanimelist.net/images/anime/11/81828.jpg
41,Rokushin Gattai GodMars (1982),Six God Combination GodMars: The Movie,六神合体ゴッドマーズ (1982),Movie,1331,5.95,1982,https://cdn.myanimelist.net/images/anime/2/88344.jpg
42,Oz no Mahoutsukai,The Wizard of Oz,オズの魔法使い,Movie,1301,5.72,1982,https://cdn.myanimelist.net/images/anime/7/64341.jpg
43,Ginga Patrol PJ,Ginga Patrol PJ,銀河パトロールPJ,TV,1297,6.72,1982,https://cdn.myanimelist.net/images/anime/6/31535.jpg
44,Sengoku Majin Goushougun (Movie),Sengoku Majin Goushougun (Movie),戦国魔神ゴーショーグン,Movie,1277,5.95,1982,https://cdn.myanimelist.net/images/anime/12/82706.jpg
45,Game Center Arashi,Game Center Arashi,ゲームセンターあらし,TV,1232,5.99,1982,https://cdn.myanimelist.net/images/anime/5/34473.jpg
46,Mizuiro no One-Piece,Mizuiro no One-Piece,水色のワンピース,Music,1155,6.03,1982,https://cdn.myanimelist.net/images/anime/1840/101153.jpg
47,Thunder,Thunder,THUNDER,Movie,1138,5.45,1982,https://cdn.myanimelist.net/images/anime/1741/144593.jpg
48,Juugo Shounen Hyouryuuki,Adrift in the Pacific,十五少年漂流記,TV Special,1020,5.87,1982,https://cdn.myanimelist.net/images/anime/8/9763.jpg
49,Calligraffiti,Calligraffiti,カリグラフィティー,Movie,971,4.14,1982,https://cdn.myanimelist.net/images/anime/4/60691.jpg
50,Ginga Tetsudou 999: Shounen no Tabidachi to Wakare,Ginga Tetsudou 999: Shounen no Tabidachi to Wakare,銀河鉄道999 少年の旅立ちと別れ（総集編）,Special,969,5.82,1982,https://cdn.myanimelist.net/images/anime/1578/140052.jpg
