rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Shingeki no Kyojin,Attack on Titan,進撃の巨人,TV,4178867,8.56,2013,https://cdn.myanimelist.net/images/anime/10/47347.jpg
2,Kill la Kill,Kill la Kill,キルラキル,TV,1798555,8.03,2013,https://cdn.myanimelist.net/images/anime/1464/111943.jpg
3,Hataraku Maou-sama!,The Devil is a Part-Timer!,はたらく魔王さま!,TV,1623363,7.71,2013,https://cdn.myanimelist.net/images/anime/3/50177.jpg
4,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,My Teen Romantic Comedy SNAFU,やはり俺の青春ラブコメはまちがっている。,TV,1514397,8,2013,https://cdn.myanimelist.net/images/anime/1786/120117.jpg
5,Kyoukai no Kanata,Beyond the Boundary,境界の彼方,TV,1215489,7.72,2013,https://cdn.myanimelist.net/images/anime/3/85468.jpg
6,Log Horizon,Log Horizon,ログ・ホライズン,TV,1159288,7.9,2013,https://cdn.myanimelist.net/images/anime/5/84004.jpg
7,Golden Time,Golden Time,ゴールデンタイム,TV,1098805,7.74,2013,https://cdn.myanimelist.net/images/anime/12/52091.jpg
8,Date A Live,Date A Live,デート・ア・ライブ,TV,1086136,7.14,2013,https://cdn.myanimelist.net/images/anime/13/44844.jpg
9,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Danganronpa: The Animation,ダンガンロンパ 希望の学園と絶望の高校生 THE ANIMATION,TV,979106,7.19,2013,https://cdn.myanimelist.net/images/anime/4/51463.jpg
11,Kotonoha no Niwa,The Garden of Words,言の葉の庭,Movie,906052,7.86,2013,https://cdn.myanimelist.net/images/anime/1597/112995.jpg
14,Free!,Free! - Iwatobi Swim Club,Free!,TV,828013,7.32,2013,https://cdn.myanimelist.net/images/anime/6/51107.jpg
15,Blood Lad,Blood Lad,ブラッドラッド,TV,712172,7.23,2013,https://cdn.myanimelist.net/images/anime/11/47677.jpg
17,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"WataMote: No Matter How I Look At It, It's You Guys' Fault I'm Not Popular!",私がモテないのはどう考えてもお前らが悪い!,TV,682323,6.99,2013,https://cdn.myanimelist.net/images/anime/12/51619.jpg
18,Strike the Blood,Strike the Blood,ストライク・ザ・ブラッド,TV,660300,7.01,2013,https://cdn.myanimelist.net/images/anime/5/56163.jpg
19,Nagi no Asu kara,A Lull in the Sea,凪のあすから,TV,624598,7.94,2013,https://cdn.myanimelist.net/images/anime/7/53549.jpg
20,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate: The Movie - Load Region of Déjà Vu,劇場版 シュタインズゲート 負荷領域のデジャヴ,Movie,623071,8.45,2013,https://cdn.myanimelist.net/images/anime/1611/112806.jpg
21,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,"Problem Children Are Coming from Another World, Aren't They?",問題児たちが異世界から来るそうですよ?,TV,606681,7.41,2013,https://cdn.myanimelist.net/images/anime/12/43369.jpg
22,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,Oreshura,俺の彼女と幼なじみが修羅場すぎる,TV,578482,6.89,2013,https://cdn.myanimelist.net/images/anime/13/44187.jpg
23,Boku wa Tomodachi ga Sukunai Next,Haganai: I don't have many friends NEXT,僕は友達が少ないNEXT,TV,549845,7.26,2013,https://cdn.myanimelist.net/images/anime/3/44724.jpg
24,Maoyuu Maou Yuusha,Maoyu,まおゆう魔王勇者,TV,511679,7.23,2013,https://cdn.myanimelist.net/images/anime/4/46041.jpg
25,Tokyo Ravens,Tokyo Ravens,東京レイヴンズ,TV,506444,7.4,2013,https://cdn.myanimelist.net/images/anime/13/75094.jpg
26,Shingeki no Kyojin OVA,Attack on Titan OAD,進撃の巨人ＯＡＤ,OVA,490513,7.89,2013,https://cdn.myanimelist.net/images/anime/9/59221.jpg
27,Hentai Ouji to Warawanai Neko.,"The ""Hentai"" Prince and the Stony Cat.",変態王子と笑わない猫。,TV,464191,7.14,2013,https://cdn.myanimelist.net/images/anime/3/75788.jpg
28,Love Live! School Idol Project,Love Live! School Idol Project,ラブライブ! School idol project,TV,462127,7.4,2013,https://cdn.myanimelist.net/images/anime/11/56849.jpg
29,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,OreImo 2,俺の妹がこんなに可愛いわけがない。,TV,449175,6.89,2013,https://cdn.myanimelist.net/images/anime/1325/100406.jpg
30,Tamako Market,Tamako Market,たまこまーけっと,TV,448675,7.4,2013,https://cdn.myanimelist.net/images/anime/1669/122434.jpg
31,Non Non Biyori,Non Non Biyori,のんのんびより,TV,445006,7.94,2013,https://cdn.myanimelist.net/images/anime/2/51581.jpg
32,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",My Mental Choices Are Completely Interfering With My School Romantic Comedy,俺の脳内選択肢が、学園ラブコメを全力で邪魔している,TV,419549,7.13,2013,https://cdn.myanimelist.net/images/anime/10/53235.jpg
33,IS: Infinite Stratos 2,Infinite Stratos 2,IS〈インフィニット・ストラトス〉2,TV,407671,6.45,2013,https://cdn.myanimelist.net/images/anime/12/49359.jpg
34,Toaru Kagaku no Railgun S,A Certain Scientific Railgun S,とある科学の超電磁砲S,TV,405226,8,2013,https://cdn.myanimelist.net/images/anime/7/75610.jpg
35,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Puella Magi Madoka Magica the Movie: Rebellion,劇場版 魔法少女まどか☆マギカ 叛逆の物語,Movie,403903,8.49,2013,https://cdn.myanimelist.net/images/anime/5/54231.jpg
36,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,Corpse Party: Tortured Souls,コープスパーティー Tortured Souls -暴虐された魂の呪叫-,OVA,397680,6.41,2013,https://cdn.myanimelist.net/images/anime/10/78811.jpg
37,Outbreak Company,Outbreak Company,アウトブレイク・カンパニー,TV,376183,7.16,2013,https://cdn.myanimelist.net/images/anime/7/54343.jpg
38,Kaze Tachinu,The Wind Rises,風立ちぬ,Movie,367740,8.13,2013,https://cdn.myanimelist.net/images/anime/8/52353.jpg
39,Mirai Nikki: Redial,The Future Diary: Redial,未来日記リダイヤル,OVA,365906,7.28,2013,https://cdn.myanimelist.net/images/anime/1715/103523.jpg
40,Diabolik Lovers,Diabolik Lovers,DIABOLIK LOVERS,TV,364694,5.18,2013,https://cdn.myanimelist.net/images/anime/9/51989.jpg
41,Kami nomi zo Shiru Sekai: Megami-hen,The World God Only Knows: Goddesses,神のみぞ知るセカイ 女神篇,TV,360394,7.98,2013,https://cdn.myanimelist.net/images/anime/6/51949.jpg
42,Kotoura-san,The Troubled Life of Miss Kotoura,琴浦さん,TV,356556,7.15,2013,https://cdn.myanimelist.net/images/anime/10/75585.jpg
43,Suisei no Gargantia,Gargantia on the Verdurous Planet,翠星のガルガンティア,TV,351797,7.44,2013,https://cdn.myanimelist.net/images/anime/11/48817.jpg
44,Machine-Doll wa Kizutsukanai,Unbreakable Machine-Doll,機巧少女〈マシンドール〉は傷つかない,TV,338333,7.03,2013,https://cdn.myanimelist.net/images/anime/4/56141.jpg
45,Sword Art Online: Extra Edition,Sword Art Online: Extra Edition,ソードアート・オンライン Extra Edition,Special,329374,6.55,2013,https://cdn.myanimelist.net/images/anime/1927/121997.jpg
46,Little Witch Academia,Little Witch Academia,リトルウィッチアカデミア,Movie,320245,7.79,2013,https://cdn.myanimelist.net/images/anime/1890/147903.jpg
47,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job",勇者になれなかった俺はしぶしぶ就職を決意しました。,TV,318811,6.79,2013,https://cdn.myanimelist.net/images/anime/13/54389.jpg
48,Sakasama no Patema,Patema Inverted,サカサマのパテマ,Movie,309171,7.93,2013,https://cdn.myanimelist.net/images/anime/12/52415.jpg
49,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Anohana: The Flower We Saw That Day The Movie,劇場版 あの日見た花の名前を僕達はまだ知らない。,Movie,307082,7.83,2013,https://cdn.myanimelist.net/images/anime/5/49993.jpg
50,Gin no Saji,Silver Spoon,銀の匙,TV,306221,8.09,2013,https://cdn.myanimelist.net/images/anime/6/49237.jpg
