rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Mirai Shounen Conan,Future Boy Conan,未来少年コナン,TV,57407,8.1,1978,https://cdn.myanimelist.net/images/anime/6/17529.jpg
2,Takarajima,Treasure Island,宝島,TV,24690,7.94,1978,https://cdn.myanimelist.net/images/anime/11/56123.jpg
3,Ginga Tetsudou 999,Galaxy Express 999,銀河鉄道９９９,TV,45153,7.76,1978,https://cdn.myanimelist.net/images/anime/1685/104554.jpg
4,Uchuu Kaizoku Captain Herlock,Space Pirate Captain Harlock,宇宙海賊・キャプテンハーロック,TV,43039,7.68,1978,https://cdn.myanimelist.net/images/anime/1362/90305.jpg
5,Perrine Monogatari,Perrine Monogatari,ペリーヌ物語,TV,7339,7.56,1978,https://cdn.myanimelist.net/images/anime/1206/137104.jpg
7,Toushou Daimos,Daimos,闘将ダイモス,TV,7154,7.19,1978,https://cdn.myanimelist.net/images/anime/11/79101.jpg
8,Haikara-san ga Tooru,Smart-san,はいからさんが通る,TV,8531,7.18,1978,https://cdn.myanimelist.net/images/anime/1235/128007.jpg
9,Chirin no Suzu,Ringing Bell,チリンの鈴,Movie,16234,7.15,1978,https://cdn.myanimelist.net/images/anime/11/80079.jpg
10,Captain Future,Captain Future,キャプテンフューチャー,TV,6072,7.13,1978,https://cdn.myanimelist.net/images/anime/10/87992.jpg
11,Muteki Koujin Daitarn 3,Muteki Koujin Daitarn 3,無敵鋼人ダイターン３,TV,4786,7.11,1978,https://cdn.myanimelist.net/images/anime/1975/93952.jpg
14,SF Saiyuuki Starzinger,Spaceketeers,ＳＦ西遊記 スタージンガー,TV,3576,6.94,1978,https://cdn.myanimelist.net/images/anime/8/45698.jpg
16,Hoshi no Oujisama Petit Prince,The Adventures of the Little Prince,星の王子さま　プチ・プランス,TV,2906,6.79,1978,https://cdn.myanimelist.net/images/anime/2/36539.jpg
17,Shin Ace wo Nerae!,Shin Aim for the Ace!,新・エースをねらえ!,TV,4064,6.78,1978,https://cdn.myanimelist.net/images/anime/13/23161.jpg
19,Daisetsusan no Yuusha Kibaou,King Fang,大雪山の勇者 牙王,Special,1368,6.68,1978,https://cdn.myanimelist.net/images/anime/1953/145139.jpg
21,Yakyuukyou no Uta,Yakyuukyou no Uta,野球狂の詩,TV,2034,6.58,1978,https://cdn.myanimelist.net/images/anime/1998/138510.jpg
22,Majokko Tickle,Majokko Tickle,魔女っ子チックル,TV,1906,6.48,1978,https://cdn.myanimelist.net/images/anime/1351/154832.jpg
24,Joou Heika no Petite Angie,Angie Girl,女王陛下のプティアンジェ,TV,2031,6.43,1978,https://cdn.myanimelist.net/images/anime/2/5634.jpg
25,Pika Don,Pika Don,ピカドン,Movie,1303,6.35,1978,https://cdn.myanimelist.net/images/anime/7/16657.jpg
27,Ikkyuu-san (1978),Ikkyuu-san (1978),一球さん,TV,1032,6.27,1978,https://cdn.myanimelist.net/images/anime/11/53191.jpg
29,Manga Hajimete Monogatari,Manga Hajimete Monogatari,まんがはじめて物語,TV,910,6.19,1978,https://cdn.myanimelist.net/images/anime/1791/124109.jpg
30,Kagaku Ninja-tai Gatchaman (Movie),Kagaku Ninja-tai Gatchaman (Movie),科学忍者隊 ガッチャマン,Movie,2114,6.15,1978,https://cdn.myanimelist.net/images/anime/4/4830.jpg
32,100-man-nen Chikyuu no Tabi: Bander Book,One-Million Year Trip: Bander Book,100万年地球の旅 バンダーブック,TV Special,2582,6.02,1978,https://cdn.myanimelist.net/images/anime/1392/147715.jpg
