rank,title,title_english,title_japanese,type,members,score,year
1,Jujutsu Kaisen,Jujutsu Kaisen,呪術廻戦,TV,2824209,8.55,2020
5,"Kanojo, Okarishimasu",Rent-a-Girlfriend,彼女、お借りします,TV,1048607,6.9,2020
6,Kami no Tou,Tower of God,神之塔 -Tower of God-,TV,1029809,7.56,2020
8,The God of High School,The God of High School,THE GOD OF HIGH SCHOOL ゴッド・オブ・ハイスクール,TV,968424,7.07,2020
10,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",The Misfit of Demon King Academy,魔王学院の不適合者 ～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～,TV,867286,7.32,2020
12,Tonikaku Kawaii,Tonikawa: Over The Moon For You,トニカクカワイイ,TV,800559,7.85,2020
14,Great Pretender,Great Pretender,GREAT PRETENDER,TV,715806,8.2,2020
17,Jibaku Shounen Hanako-kun,Toilet-Bound Hanako-kun,地縛少年花子くん,TV,655446,7.82,2020
19,Dorohedoro,Dorohedoro,ドロヘドロ,TV,599309,8.05,2020
20,Darwin's Game,Darwin's Game,ダーウィンズゲーム,TV,594879,7.21,2020
21,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",痛いのは嫌なので防御力に極振りしたいと思います。,TV,576515,7.51,2020
24,Gleipnir,Gleipnir,グレイプニル,TV,522233,6.95,2020
25,Kyokou Suiri,In/Spectre,虚構推理,TV,513479,6.92,2020
26,Uzaki-chan wa Asobitai!,Uzaki-chan Wants to Hang Out!,宇崎ちゃんは遊びたい！,TV,509837,6.97,2020
28,Ishuzoku Reviewers,Interspecies Reviewers,異種族レビュアーズ,TV,493367,7.41,2020
29,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,My Next Life as a Villainess: All Routes Lead to Doom!,乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…,TV,490111,7.45,2020
30,Josee to Tora to Sakana-tachi,"Josee, the Tiger and the Fish",ジョゼと虎と魚たち,Movie,487863,8.38,2020
31,Yuukoku no Moriarty,Moriarty the Patriot,憂国のモリアーティ,TV,482330,8.17,2020
32,Nakitai Watashi wa Neko wo Kaburu,A Whisker Away,泣きたい私は猫をかぶる,ONA,471504,7.35,2020
33,Plunderer,Plunderer,プランダラ,TV,470428,6.65,2020
34,Akudama Drive,Akudama Drive,アクダマドライブ,TV,468719,7.57,2020
35,Fugou Keiji: Balance:Unlimited,The Millionaire Detective – Balance: Unlimited,富豪刑事 Balance:UNLIMITED,TV,458086,7.51,2020
36,Majo no Tabitabi,Wandering Witch: The Journey of Elaina,魔女の旅々,TV,436749,7.56,2020
37,Id:Invaded,ID: INVADED,ID:INVADED イド:インヴェイデッド,TV,411744,7.81,2020
38,BNA,BNA: Brand New Animal,BNA ビー・エヌ・エー,TV,390283,7.34,2020
41,Rikei ga Koi ni Ochita no de Shoumei shitemita.,"Science Fell in Love, So I Tried to Prove It",理系が恋に落ちたので証明してみた。,TV,378264,7.34,2020
42,Xian Wang de Richang Shenghuo,The Daily Life of the Immortal King,仙王的日常生活,ONA,372142,7.32,2020
43,Munou na Nana,Talentless Nana,無能なナナ,TV,361888,7.17,2020
44,Eizouken ni wa Te wo Dasu na!,Keep Your Hands Off Eizouken!,映像研には手を出すな!,TV,357099,8.13,2020
45,Kakushigoto,Kakushigoto,かくしごと,TV,345272,7.97,2020
46,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",Our Last Crusade or the Rise of a New World,キミと僕の最後の戦場、あるいは世界が始まる聖戦,TV,331517,6.7,2020
48,Yesterday wo Utatte,"Sing ""Yesterday"" for Me",イエスタデイをうたって,TV,325748,6.87,2020
49,100-man no Inochi no Ue ni Ore wa Tatteiru,I'm Standing on a Million Lives,100万の命の上に俺は立っている,TV,320110,6.52,2020
50,Deca-Dence,Deca-Dence,デカダンス,TV,316575,7.35,2020
