rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Urusei Yatsura,Urusei Yatsura,うる星やつら,TV,96016,7.71,1981,https://cdn.myanimelist.net/images/anime/9/17573.jpg
4,Daicon Opening Animations,Daicon Opening Animations,DAICONオープニングアニメ,Special,23033,7.7,1981,https://cdn.myanimelist.net/images/anime/12/3673.jpg
5,Dr. Slump: Arale-chan,Dr. Slump: Arale-chan,Dr.スランプ・アラレちゃん,TV,18014,7.2,1981,https://cdn.myanimelist.net/images/anime/9/38381.jpg
6,Hyakujuu-Ou GoLion,Voltron: Defender of the Universe,百獣王ゴライオン,TV,13644,6.83,1981,https://cdn.myanimelist.net/images/anime/2/51647.jpg
7,Ninja Hattori-kun,Ninja Hattori-kun,忍者ハットリくん,TV,12666,6.98,1981,https://cdn.myanimelist.net/images/anime/5/82502.jpg
9,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,The Swiss Family Robinson: Flone of the Mysterious Island,家族ロビンソン漂流記ふしぎな島のフローネ,TV,7892,7.33,1981,https://cdn.myanimelist.net/images/anime/1191/98626.jpg
11,Taiyou no Kiba Dougram,Taiyou no Kiba Dougram,太陽の牙ダグラム,TV,7169,7.41,1981,https://cdn.myanimelist.net/images/anime/9/14395.jpg
12,Hello! Sandybell,Hello! Sandybell,ハロー！サンディベル,TV,7115,7.07,1981,https://cdn.myanimelist.net/images/anime/13/42653.jpg
13,Natsu e no Tobira,Natsu e no Tobira,夏への扉,Movie,7110,5.91,1981,https://cdn.myanimelist.net/images/anime/3/3592.jpg
14,Unico,The Fantastic Adventures Of Unico,ユニコ,Movie,6981,7.12,1981,https://cdn.myanimelist.net/images/anime/1601/112164.jpg
15,Shin Taketori Monogatari: 1000-nen Joou,Queen Millennia,新竹取物語１０００年女王,TV,6766,7.12,1981,https://cdn.myanimelist.net/images/anime/11/66489.jpg
16,Uchuu Densetsu Ulysses 31,Ulysses 31,宇宙伝説ユリシーズ31,TV,6539,7.1,1981,https://cdn.myanimelist.net/images/anime/1844/131936.jpg
17,Sirius no Densetsu,The Sea Prince and the Fire Child,シリウスの伝説,Movie,6532,6.69,1981,https://cdn.myanimelist.net/images/anime/1239/100525.jpg
18,Dash! Kappei,Dash! Kappei,ダッシュ勝平,TV,6152,7.15,1981,https://cdn.myanimelist.net/images/anime/1319/90363.jpg
21,Jarinko Chie,Chie the Brat,じゃりン子チエ,Movie,5101,7.03,1981,https://cdn.myanimelist.net/images/anime/1398/112401.jpg
22,Maicching Machiko-sensei,Miss Machiko,まいっちんぐマチコ先生,TV,4640,6.19,1981,https://cdn.myanimelist.net/images/anime/7/60423.jpg
23,Sekai Meisaku Douwa: Hakuchou no Mizuumi,Swan Lake,世界名作童話 白鳥の湖,Movie,4463,6.91,1981,https://cdn.myanimelist.net/images/anime/1525/97099.jpg
24,Meiken Jolie,Belle and Sebastian,名犬ジョリィ,TV,4338,6.78,1981,https://cdn.myanimelist.net/images/anime/8/22959.jpg
25,Wanwan Sanjuushi,Dogtanian and the Three Muskehounds,ワンワン三銃士,TV,4015,6.78,1981,https://cdn.myanimelist.net/images/anime/1993/129946.jpg
