rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Ningyo,Mermaid,人魚,Movie,4703,6.25,1964,https://cdn.myanimelist.net/images/anime/11/27252.jpg
2,Memory,Memory,めもりい,Movie,3557,5.98,1964,https://cdn.myanimelist.net/images/anime/1325/92613.jpg
3,Aos,Aos,アオス,Movie,2827,3.6,1964,https://cdn.myanimelist.net/images/anime/13/69011.jpg
4,Murder,Murder,殺人,Movie,2542,5.15,1964,https://cdn.myanimelist.net/images/anime/3/6634.jpg
6,Big X,Big X,ビッグX,TV,1887,6.08,1964,https://cdn.myanimelist.net/images/anime/7/82379.jpg
7,Shounen Ninja Kaze no Fujimaru,Samurai Kid,少年忍者風のフジ丸,TV,1718,5.91,1964,https://cdn.myanimelist.net/images/anime/13/56385.jpg
8,Yokoo's 3 Animation Films,Yokoo's 3 Animation Films,横尾忠則 アニメーション集 64-65,Movie,1399,4.51,1964,https://cdn.myanimelist.net/images/anime/11/23848.jpg
9,Da Nao Tiangong,Uproar in Heaven,大鬧天宮,Movie,1395,6.75,1964,https://cdn.myanimelist.net/images/anime/1298/131827.jpg
10,0-sen Hayato,0-sen Hayato,0戦はやと,TV,1315,5.96,1964,https://cdn.myanimelist.net/images/anime/6/35847.jpg
13,Otoko to Onna to Inu,Man and Woman and Dog,男と女と犬,Movie,744,4.55,1964,https://cdn.myanimelist.net/images/anime/12/71267.jpg
14,Kirin no Otenki Mama-san,Kirin no Otenki Mama-san,キリンのお天気ママさん,CM,646,5.08,1964,https://cdn.myanimelist.net/images/anime/11/72061.jpg
16,Shisukon Ouji,Shisukon Ouji,シスコン王子,TV,620,,1964,https://cdn.myanimelist.net/images/anime/13/59631.jpg
17,Go-hiki no Kobuta to Charleston,Go-hiki no Kobuta to Charleston,五匹のこぶたとチャールストン,Music,598,4.77,1964,https://cdn.myanimelist.net/images/anime/9/63931.jpg
18,Cook no Polka,Cook no Polka,コックのポルカ,Music,565,4.71,1964,https://cdn.myanimelist.net/images/anime/4/64023.jpg
19,Sensuikan Cassiopeia,Submarine Cassiopeia,潜水艦カシオペア,Movie,500,4.69,1964,https://cdn.myanimelist.net/images/anime/1531/154243.jpg
20,Chanda Gou,M.S. Chanda,チャンダ号,Movie,484,5.18,1964,https://cdn.myanimelist.net/images/anime/10/71309.jpg
21,Youki ni Utaeba,Youki ni Utaeba,陽気にうたえば,Music,453,4.98,1964,https://cdn.myanimelist.net/images/anime/1534/101140.jpg
22,Mama Gomennasai,Mama Gomennasai,ママごめんなさい,Music,399,4.9,1964,https://cdn.myanimelist.net/images/anime/4/87806.jpg
23,Naita Aka Oni,Naita Aka Oni,泣いた赤おに,Movie,355,5.69,1964,https://cdn.myanimelist.net/images/anime/5/80520.jpg
24,Ban Ye Ji Jiao,Ban Ye Ji Jiao,半夜鸡叫,Movie,167,,1964,https://cdn.myanimelist.net/images/anime/1350/118146.jpg
25,Cha Bu Duo,Cha Bu Duo,差不多,Movie,165,,1964,https://cdn.myanimelist.net/images/anime/1925/118141.jpg
26,Bunsue Majge Salja,Bunsue Majge Salja,분수에 맞게 살자,Movie,165,,1964,https://cdn.myanimelist.net/images/anime/1505/139889.jpg
27,Bing Shang Yu Xian,Bing Shang Yu Xian,冰上遇险,Movie,164,,1964,https://cdn.myanimelist.net/images/anime/1941/118145.jpg
28,Seizoki,Seizoki,精造機,Movie,142,,1964,https://cdn.myanimelist.net/images/anime/1202/133604.jpg
29,Hong Jun Qiao,Hong Jun Qiao,红军桥,Movie,138,,1964,https://cdn.myanimelist.net/images/anime/1033/118143.jpg
30,Hu Shang Ge Wu,Hu Shang Ge Wu,湖上歌舞,Movie,137,,1964,https://cdn.myanimelist.net/images/anime/1096/118147.jpg
31,Lu Bian Xin Shi,Lu Bian Xin Shi,路边新事,Movie,135,,1964,https://cdn.myanimelist.net/images/anime/1180/118144.jpg
32,Si Dian Ban,Si Dian Ban,四点半,Movie,120,,1964,https://cdn.myanimelist.net/images/anime/1855/118140.jpg
33,Asa Ichiban Hayai no wa,Asa Ichiban Hayai no wa,朝いちばん早いのは,Music,119,,1964,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png
34,The Button,The Button,ザ・ボタン,Movie,113,,1964,https://cdn.myanimelist.net/images/anime/1423/139419.jpg
35,Tsumujikaze,Tsumujikaze,つむじ風,Music,111,,1964,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png
36,Deka Chibi Noppo,Deka Chibi Noppo,でか ちび のっぽ,Music,110,,1964,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png
37,Dominique,Dominique,ドミニク,Music,109,,1964,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png
38,Hogaraka Sonchou-san,Hogaraka Sonchou-san,ほがらか村長さん,Music,108,,1964,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png
39,Giragira to Hyorohyoro to Chikachika,Giragira to Hyorohyoro to Chikachika,ぎらぎらとひょろひょろとちかちか,Music,104,,1964,https://cdn.myanimelist.net/images/anime/1369/141740.jpg
40,Uso Nanka Iu Mon ka,Uso Nanka Iu Mon ka,うそなんか いうもんか,Music,104,,1964,https://cdn.myanimelist.net/images/anime/1744/147487.jpg
41,Fruit Salad no Uta,Fruit Salad no Uta,フルーツサラダの歌,Music,104,,1964,https://cdn.myanimelist.net/images/anime/1541/141743.jpg
42,Nohara de Te wo Tatake,Nohara de Te wo Tatake,野原で手をたたけ,Music,103,,1964,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png
43,Kigutsu wo Haite,Kigutsu wo Haite,木ぐつをはいて,Music,100,,1964,https://cdn.myanimelist.net/images/anime/1835/141744.jpg
44,Kaeru,Kaeru,蛙,Music,99,,1964,https://cdn.myanimelist.net/images/anime/1517/141742.jpg
45,Eodumi Jinamyeon,Eodumi Jinamyeon,어둠이 지나면,Movie,81,,1964,https://cdn.myanimelist.net/images/anime/1824/139891.jpg
46,Dasineun Sogjimalja,Dasineun Sogjimalja,다시는 속지말자,Movie,79,,1964,https://cdn.myanimelist.net/images/anime/1755/139890.jpg
47,Yama no Ongakuka,Yama no Ongakuka,山の音楽家,Music,60,,1964,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png
