rank,title,title_english,title_japanese,type,members,score,year
1,Toradora!,Toradora!,とらドラ！,TV,2299214,8.05,2008
3,Soul Eater,Soul Eater,ソウルイーター,TV,1706444,7.85,2008
5,Kuroshitsuji,Black Butler,黒執事,TV,1239713,7.65,2008
6,Ookami to Koushinryou,Spice and Wolf,狼と香辛料,TV,852199,8.21,2008
7,Toaru Majutsu no Index,A Certain Magical Index,とある魔術の禁書目録,TV,848304,7.34,2008
8,Rosario to Vampire,Rosario + Vampire,ロザリオとバンパイア,TV,712816,6.73,2008
9,To LOVE-Ru,To Love Ru,To LOVEる -とらぶる-,TV,666944,6.97,2008
10,Gake no Ue no Ponyo,Ponyo,崖の上のポニョ,Movie,624486,7.95,2008
11,Vampire Knight,Vampire Knight,ヴァンパイア騎士〈ナイト〉,TV,622766,6.84,2008
12,Natsume Yuujinchou,Natsume's Book of Friends,夏目友人帳,TV,571498,8.3,2008
15,Sekirei,Sekirei,セキレイ,TV,425146,7.02,2008
16,Special A,Special A (S.A),スペシャル・エー,TV,378273,7.5,2008
18,Kiss x Sis,Kiss x Sis,キス×シス,OVA,343506,6.78,2008
19,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Clannad: Another World, Tomoyo Chapter",-クラナド-　もうひとつの世界　智代編,Special,313970,7.92,2008
20,ChäoS;HEAd,ChäoS;HEAd,カオスヘッド,TV,294012,6.28,2008
21,Itazura na Kiss,ItaKiss,イタズラなKiss,TV,292530,7.39,2008
23,Skip Beat!,Skip Beat!,スキップ・ビート！,TV,280529,8.07,2008
24,Junjou Romantica,Junjo Romantica,純情ロマンチカ,TV,263008,7.45,2008
25,Kanokon,Kanokon: The Girl Who Cried Fox,かのこん,TV,259572,6.36,2008
26,One Outs,One Outs,ワンナウツ,TV,250238,8.32,2008
28,Ga-Rei: Zero,Ga-Rei-Zero,喰霊–零–,TV,247830,7.56,2008
32,Inazuma Eleven,Inazuma Eleven,イナズマイレブン,TV,230530,7.75,2008
33,True Tears,True Tears,true tears,TV,222543,7.26,2008
34,Detroit Metal City,Detroit Metal City,デトロイト・メタル・シティ,OVA,220140,8.09,2008
35,Michiko to Hatchin,Michiko & Hatchin,ミチコとハッチン,TV,214033,7.83,2008
37,Mnemosyne: Mnemosyne no Musume-tachi,Rin: Daughters of Mnemosyne,Mnemosyne－ムネモシュネの娘たち－,TV,194728,7.23,2008
38,Eve no Jikan,Time of Eve,イヴの時間,ONA,192175,7.98,2008
39,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,Gurren Lagann The Movie: Childhood's End,劇場版 天元突破グレンラガン 紅蓮篇,Movie,186361,8.17,2008
41,Baccano! Specials,Baccano! Specials,バッカーノ!,Special,184190,8.08,2008
42,Strike Witches,Strike Witches,ストライクウィッチーズ,TV,177803,6.93,2008
43,Kannagi,Kannagi: Crazy Shrine Maidens,かんなぎ,TV,176218,7.26,2008
44,Casshern Sins,Casshern Sins,キャシャーン SINS,TV,173453,7.5,2008
45,Kaiba,Kaiba,カイバ,TV,173311,8.14,2008
46,Nabari no Ou,Nabari no Ou,隠の王,TV,170892,7.24,2008
48,Yozakura Quartet,Yozakura Quartet,夜桜四重奏 ～ヨザクラカルテット～,TV,165351,6.78,2008
50,Akaneiro ni Somaru Saka,The Hill Dyed Rose Madder,あかね色に染まる坂,TV,155477,6.38,2008
