rank,title,title_english,title_japanese,type,members,score,year
38,Mahoujin Guruguru,Magical Circle Guru Guru,魔法陣グルグル,TV,11983,7.59,1994
39,Dirty Pair Flash,Dirty Pair Flash,ダーティペアFLASH,OVA,11700,6.57,1994
40,Ai to Yuuki no Pig Girl Tonde Buurin,Super Pig,愛と勇気のピッグガール　とんでぶーりん,TV,11554,6.68,1994
41,Musekinin Kanchou Tylor OVA,Irresponsible Captain Tylor OVA,無責任艦長タイラー OVA,OVA,10679,7.17,1994
42,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,クレヨンしんちゃん ブリブリ王国の秘宝,Movie,10555,7.13,1994
43,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,天地無用! 番外篇 宇宙刑事[ギャラクシーポリス]美星 銀河大冒険[スペースアドベンチャー],OVA,10531,6.74,1994
44,Boku wa Konomama Kaeranai,I Shall Never Return,ぼくはこのまま帰らない,OVA,10428,5.4,1994
45,Aozora Shoujo-tai,801 T.T.S. Airbats,青空少女隊,OVA,10075,6.48,1994
46,Lupin III: Moeyo Zantetsuken!,Lupin III: Dragon of Doom,ルパン三世『燃えよ斬鉄剣』,TV Special,9798,6.99,1994
47,Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen,Butt Attack Punisher Girl Gautaman,臀撃おしおき娘ゴータマン～ゴータマン誕生篇,OVA,8757,5.15,1994
48,Osakana wa Ami no Naka,Fish in the Trap,おさかなはあみの中,OVA,8596,4.8,1994
49,Doraemon Movie 15: Nobita to Mugen Sankenshi,Doraemon the Movie: Nobita's Three Visionary Swordsmen,映画 ドラえもん のび太と夢幻三剣士,Movie,8532,7.5,1994
50,Houkago no Shokuinshitsu,After School in the Lounge,放課後の職員室,OVA,8176,5.02,1994
