rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Gintama,Gintama,銀魂,TV,1119491,8.93,2006,https://cdn.myanimelist.net/images/anime/10/73274.jpg
2,Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,コードギアス 反逆のルルーシュ,TV,2375481,8.7,2006,https://cdn.myanimelist.net/images/anime/1032/135088.jpg
3,Death Note,Death Note,デスノート,TV,4122405,8.62,2006,https://cdn.myanimelist.net/images/anime/1079/138100.jpg
4,Nana,Nana,NANA [ナナ],TV,734161,8.56,2006,https://cdn.myanimelist.net/images/anime/2/11232.jpg
5,Hellsing Ultimate,Hellsing Ultimate,HELLSING OVA,OVA,983471,8.34,2006,https://cdn.myanimelist.net/images/anime/1012/143965.jpg
6,NHK ni Youkoso!,Welcome to the N.H.K.,N・H・Kにようこそ！,TV,796945,8.31,2006,https://cdn.myanimelist.net/images/anime/3/52675.jpg
10,Ouran Koukou Host Club,Ouran High School Host Club,桜蘭高校ホスト部,TV,1189247,8.16,2006,https://cdn.myanimelist.net/images/anime/2/71992.jpg
12,Katekyou Hitman Reborn!,Reborn!,家庭教師ヒットマンREBORN!,TV,576046,8.12,2006,https://cdn.myanimelist.net/images/anime/1531/142751.jpg
14,Toki wo Kakeru Shoujo,The Girl Who Leapt Through Time,時をかける少女,Movie,819806,8.09,2006,https://cdn.myanimelist.net/images/anime/1/2432.jpg
15,Paprika,Paprika,パプリカ,Movie,581921,8.04,2006,https://cdn.myanimelist.net/images/anime/1929/93629.jpg
16,Shijou Saikyou no Deshi Kenichi,KenIchi: The Mightiest Disciple,史上最強の弟子 ケンイチ,TV,316328,8.04,2006,https://cdn.myanimelist.net/images/anime/9/75515.jpg
17,Black Lagoon,Black Lagoon,BLACK LAGOON,TV,1068941,8.03,2006,https://cdn.myanimelist.net/images/anime/1906/121592.jpg
19,D.Gray-man,D.Gray-man,ディー・グレイマン,TV,716640,8,2006,https://cdn.myanimelist.net/images/anime/13/75194.jpg
20,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,攻殻機動隊 S.A.C. 2nd GIG Individual Eleven,OVA,32071,7.97,2006,https://cdn.myanimelist.net/images/anime/5/2829.jpg
21,xxxHOLiC,xxxHOLiC,×××HOLiC（ホリック）,TV,337030,7.97,2006,https://cdn.myanimelist.net/images/anime/5/21858.jpg
22,School Rumble Ni Gakki,School Rumble: 2nd Semester,スクールランブル 二学期,TV,168726,7.97,2006,https://cdn.myanimelist.net/images/anime/5/75490.jpg
23,Kanon (2006),Kanon,カノン (2006),TV,283209,7.94,2006,https://cdn.myanimelist.net/images/anime/1362/128746.jpg
