rank,title,title_english,title_japanese,type,members,score,year
1,One Punch Man,One Punch Man,ワンパンマン,TV,3395640,8.48,2015
2,Ansatsu Kyoushitsu,Assassination Classroom,暗殺教室,TV,2133292,8.07,2015
3,Death Parade,Death Parade,デス・パレード,TV,1861458,8.13,2015
5,Shokugeki no Souma,Food Wars! Shokugeki no Soma,食戟のソーマ,TV,1708316,8.12,2015
6,Charlotte,Charlotte,Charlotte（シャーロット）,TV,1702291,7.75,2015
7,Overlord,Overlord,オーバーロード,TV,1695469,7.9,2015
8,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Is It Wrong to Try to Pick Up Girls in a Dungeon?,ダンジョンに出会いを求めるのは間違っているだろうか,TV,1608263,7.53,2015
11,Owari no Seraph,Seraph of the End: Vampire Reign,終わりのセラフ,TV,1407725,7.48,2015
14,Prison School,Prison School,監獄学園〈プリズンスクール〉,TV,1066013,7.59,2015
15,Rakudai Kishi no Cavalry,Chivalry of a Failed Knight,落第騎士の英雄譚《キャバルリィ》,TV,1002753,7.42,2015
16,Plastic Memories,Plastic Memories,プラスティック・メモリーズ,TV,996198,7.91,2015
17,Kekkai Sensen,Blood Blockade Battlefront,血界戦線,TV,919870,7.59,2015
20,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",GATE,GATE（ゲート）自衛隊　彼の地にて、斯く戦えり,TV,854492,7.68,2015
21,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,下ネタという概念が存在しない退屈な世界,TV,851184,7.21,2015
22,High School DxD BorN,High School DxD BorN,ハイスクールD×D BorN,TV,831926,7.41,2015
23,Owari no Seraph: Nagoya Kessen-hen,Seraph of the End: Battle in Nagoya,終わりのセラフ　名古屋決戦編,TV,830157,7.61,2015
24,Yamada-kun to 7-nin no Majo,Yamada-kun and the Seven Witches,山田くんと7人の魔女,TV,829671,7.52,2015
25,Kuroko no Basket 3rd Season,Kuroko's Basketball 3,黒子のバスケ,TV,804130,8.29,2015
26,Monster Musume no Iru Nichijou,Monster Musume: Everyday Life with Monster Girls,モンスター娘のいる日常,TV,783552,6.93,2015
27,Nisekoi:,Nisekoi: False Love Season 2,ニセコイ,TV,725615,7.34,2015
28,Himouto! Umaru-chan,Himouto! Umaru-chan,干物妹！うまるちゃん,TV,720160,7.1,2015
29,Akagami no Shirayuki-hime,Snow White with the Red Hair,赤髪の白雪姫,TV,715644,7.76,2015
30,Ore Monogatari!!,My Love Story!!,俺物語!!,TV,712935,7.89,2015
31,Shinmai Maou no Testament,The Testament of Sister New Devil,新妹魔王の契約者〈テスタメント〉,TV,712229,6.69,2015
32,Saenai Heroine no Sodatekata,Saekano: How to Raise a Boring Girlfriend,冴えない彼女〈ヒロイン〉の育てかた,TV,696717,7.47,2015
33,Gakusen Toshi Asterisk,The Asterisk War,学戦都市アスタリスク,TV,689620,6.8,2015
34,Gintama°,Gintama Season 4,銀魂°,TV,669841,9.05,2015
35,Rokka no Yuusha,Rokka: Braves of the Six Flowers,六花の勇者,TV,659564,7.25,2015
36,Gangsta.,Gangsta.,GANGSTA. ギャングスタ,TV,608613,7.42,2015
37,Absolute Duo,Absolute Duo,アブソリュート・デュオ,TV,578119,6.41,2015
38,God Eater,God Eater,GOD EATER,TV,564109,7.18,2015
39,Durarara!!x2 Shou,Durarara!! x2 Shou,デュラララ!!×２ 承,TV,503140,7.97,2015
40,Owarimonogatari,Owarimonogatari,終物語,TV,498477,8.45,2015
41,Hibike! Euphonium,Sound! Euphonium,響け！ユーフォニアム,TV,494213,8.02,2015
42,Boruto: Naruto the Movie,Boruto: Naruto the Movie,BORUTO -NARUTO THE MOVIE-,Movie,484786,7.38,2015
43,Gakkougurashi!,School-Live!,がっこうぐらし！,TV,471672,7.61,2015
44,Kamisama Hajimemashita◎,Kamisama Kiss Season 2,神様はじめました◎,TV,445479,8.23,2015
45,Bakemono no Ko,The Boy and the Beast,バケモノの子,Movie,443723,8.23,2015
46,Grisaia no Rakuen,The Eden of Grisaia,グリザイアの楽園,TV,428868,7.73,2015
47,Shinmai Maou no Testament Burst,The Testament of Sister New Devil: Burst,新妹魔王の契約者 BURST,TV,420750,6.79,2015
48,Durarara!!x2 Ten,Durarara!! x2 Ten,デュラララ!!×２ 転,TV,412011,7.96,2015
49,Arslan Senki (TV),The Heroic Legend of Arslan,アルスラーン戦記,TV,389749,7.65,2015
50,Kokoro ga Sakebitagatterunda.,The Anthem of the Heart,心が叫びたがってるんだ。,Movie,346917,7.8,2015
