rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Oniisama e...,Dear Brother,おにいさまへ…,TV,52734,7.86,1991,https://cdn.myanimelist.net/images/anime/12/18531.jpg
3,Ushiro no Shoumen Daare,Who's Left Behind?,うしろの正面だあれ,Movie,15176,7.7,1991,https://cdn.myanimelist.net/images/anime/1693/133896.jpg
4,Trapp Ikka Monogatari,The Trapp Family Story,トラップ 一家 物語,TV,9390,7.62,1991,https://cdn.myanimelist.net/images/anime/2/17856.jpg
7,Omoide Poroporo,Only Yesterday,おもひでぽろぽろ,Movie,158082,7.44,1991,https://cdn.myanimelist.net/images/anime/1289/138708.jpg
9,Future GPX Cyber Formula,Future GPX Cyber Formula,新世紀GPXサイバーフォーミュラ,TV,10430,7.35,1991,https://cdn.myanimelist.net/images/anime/1653/140355.jpg
10,Yokoyama Mitsuteru Sangokushi,Yokoyama Mitsuteru Sangokushi,横山光輝 三国志,TV,6741,7.35,1991,https://cdn.myanimelist.net/images/anime/9/76348.jpg
11,Honoo no Toukyuuji: Dodge Danpei,Honoo no Toukyuuji: Dodge Danpei,炎の闘球児・ドッジ弾平,TV,6005,7.3,1991,https://cdn.myanimelist.net/images/anime/1/2423.jpg
14,Kingyo Chuuihou!,Goldfish Warning!,きんぎょ注意報！,TV,4416,7.14,1991,https://cdn.myanimelist.net/images/anime/13/26657.jpg
15,Otaku no Video,Otaku no Video,おたくのビデオ,OVA,34277,7.11,1991,https://cdn.myanimelist.net/images/anime/1217/117018.jpg
16,Anime Himitsu no Hanazono,The Secret Garden,アニメ ひみつの花園,TV,6784,7.09,1991,https://cdn.myanimelist.net/images/anime/8/69919.jpg
18,Watashi to Watashi: Futari no Lotte,The Two Lottes,わたしとわたし～ふたりのロッテ,TV,2061,7.06,1991,https://cdn.myanimelist.net/images/anime/10/17854.jpg
19,Ochame na Futago: Claire Gakuin Monogatari,The Mischevious Twins,おちゃめな双子　－クレア学院物語－,TV,3842,7.05,1991,https://cdn.myanimelist.net/images/anime/4/60951.jpg
20,Roujin Z,Roujin Z,老人Ｚ,Movie,41820,7.04,1991,https://cdn.myanimelist.net/images/anime/1584/93628.jpg
21,Kyoushoku Soukou Guyver II,The Guyver: Bio-Booster Armor,強殖装甲ガイバー II,OVA,9535,6.97,1991,https://cdn.myanimelist.net/images/anime/1833/92279.jpg
22,Taiyou no Yuusha Fighbird,Brave of the Sun Fighbird,太陽の勇者ファイバード,TV,4609,6.95,1991,https://cdn.myanimelist.net/images/anime/3/31133.jpg
23,Zettai Muteki Raijin-Oh,Matchless Raijin-Oh,絶対無敵ライジンオー,TV,2818,6.88,1991,https://cdn.myanimelist.net/images/anime/1152/91073.jpg
24,Arslan Senki,The Heroic Legend of Arslan,アルスラーン戦記,OVA,23077,6.88,1991,https://cdn.myanimelist.net/images/anime/10/22254.jpg
25,Mahou no Princess Minky Momo: Yume wo Dakishimete,Fairy Princess Minky Momo 2nd,魔法のプリンセス　ミンキーモモ（夢を抱きしめて）,TV,4698,6.88,1991,https://cdn.myanimelist.net/images/anime/11/13201.jpg
26,Kinnikuman: Kinnikusei Oui Soudatsu-hen,Kinnikuman: Kinnikusei Oui Soudatsu-hen,キン肉マン　キン肉星王位争奪編,TV,4889,6.83,1991,https://cdn.myanimelist.net/images/anime/1877/105621.jpg
27,Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,めぞん一刻番外編 一刻島ナンパ始末記,OVA,6591,6.82,1991,https://cdn.myanimelist.net/images/anime/3/4678.jpg
28,CB Chara Go Nagai World,CB Character: Nagai Gou World,ＣＢキャラ永井豪ワールド,OVA,4266,6.78,1991,https://cdn.myanimelist.net/images/anime/1318/118557.jpg
29,Koko wa Green Wood,Here is Greenwood,ここはグリーン・ウッド,OVA,11276,6.77,1991,https://cdn.myanimelist.net/images/anime/1760/105953.jpg
30,Urusei Yatsura Movie 6: Itsudatte My Darling,Urusei Yatsura Movie 6: Always My Darling,うる星やつら いつだって・マイ・ダーリン,Movie,10052,6.76,1991,https://cdn.myanimelist.net/images/anime/5/88665.jpg
31,Moero! Top Striker,Top Striker,燃えろ! トップストライカー,TV,5066,6.72,1991,https://cdn.myanimelist.net/images/anime/5/58213.jpg
32,3x3 Eyes,3x3 Eyes,3×3EYES,OVA,30444,6.7,1991,https://cdn.myanimelist.net/images/anime/4/26940.jpg
33,Ningyo no Mori,Mermaid Forest,人魚の森,OVA,8783,6.68,1991,https://cdn.myanimelist.net/images/anime/1124/94313.jpg
34,Kidou Senshi Gundam F91,Mobile Suit Gundam F91,機動戦士ガンダムＦ91,Movie,35862,6.59,1991,https://cdn.myanimelist.net/images/anime/1637/95288.jpg
35,Lupin III: Napoleon no Jisho wo Ubae,Lupin III: Napoleon's Dictionary,ルパン三世『ナポレオンの辞書を奪え』,TV Special,7737,6.59,1991,https://cdn.myanimelist.net/images/anime/13/61695.jpg
36,Honoo no Tenkousei,Honoo no Tenkousei,炎の転校生,OVA,8032,6.58,1991,https://cdn.myanimelist.net/images/anime/10/79406.jpg
37,Dragon Quest: Dai no Daibouken,Dragon Quest: Great Adventure of Dai,ドラゴンクエスト ダイの大冒険,Movie,3426,6.57,1991,https://cdn.myanimelist.net/images/anime/1998/106052.jpg
38,Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,Dragon Ball Z: Lord Slug,ドラゴンボールZ 超サイヤ人だ孫悟空,Movie,127566,6.54,1991,https://cdn.myanimelist.net/images/anime/1620/93667.jpg
39,Bubblegum Crash,Bubblegum Crash,バブルガムクラッシュ,OVA,14018,6.52,1991,https://cdn.myanimelist.net/images/anime/1386/145721.jpg
40,Reporter Blues,Reporter Blues,レポーターブルース,TV,1441,6.51,1991,
41,Kinkyuu Hasshin Saver Kids,Emergency Departure Rescue Kids,緊急発進セイバーキッズ,TV,1344,6.5,1991,
42,Chie-chan Funsenki: Jarinko Chie,Chie-chan Funsenki: Jarinko Chie,チエちゃん奮戦記 じゃりン子チエ,TV,673,6.5,1991,
43,Genji Tsuushin Agedama,Genji Tsuushin Agedama,ゲンジ通信あげだま,TV,2407,6.49,1991,https://cdn.myanimelist.net/images/anime/11/21064.jpg
44,Fushigi no Umi no Nadia Omake Gekijou,Nadia: Secret of Blue Water Specials,ふしぎの海のナディア おまけ劇場,Special,5013,6.48,1991,https://cdn.myanimelist.net/images/anime/1828/143218.jpg
45,Souryuuden,Legend of the Dragon Kings,創竜伝,OVA,3962,6.46,1991,https://cdn.myanimelist.net/images/anime/3/31923.jpg
