rank,title,title_english,title_japanese,type,members,score,year,image_url
1,Monster,Monster,MONSTER,Manga,295442,9.16,1994,https://cdn.myanimelist.net/images/manga/3/258224l.jpg
2,Yokohama Kaidashi Kikou,Yokohama Kaidashi Kikou,ヨコハマ買い出し紀行,Manga,87385,8.65,1994,https://cdn.myanimelist.net/images/manga/1/171813l.jpg
3,Shinseiki Evangelion,Neon Genesis Evangelion,新世紀エヴァンゲリオン,Manga,130200,8.59,1994,https://cdn.myanimelist.net/images/manga/1/145061l.jpg
4,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin: Meiji Swordsman Romantic Story,るろうに剣心 -明治剣客浪漫譚-,Manga,104973,8.53,1994,https://cdn.myanimelist.net/images/manga/2/127583l.jpg
5,Kodomo no Omocha,Kodocha: Sana's Stage,こどものおもちゃ,Manga,25201,8.3,1994,https://cdn.myanimelist.net/images/manga/1/267715l.jpg
6,Meitantei Conan,Case Closed,名探偵コナン,Manga,65361,8.29,1994,https://cdn.myanimelist.net/images/manga/1/97267l.jpg
7,Major,,MAJOR,Manga,8263,8.15,1994,https://cdn.myanimelist.net/images/manga/1/303736l.jpg
8,Chichi no Koyomi,A Journal of My Father,父の暦,Manga,8766,8.03,1994,https://cdn.myanimelist.net/images/manga/3/267570l.jpg
9,Tenshi Kinryouku,Angel Sanctuary,天使禁猟区,Manga,28432,7.9,1994,https://cdn.myanimelist.net/images/manga/1/262086l.jpg
10,Captain Tsubasa: World Youth-hen,,キャプテン翼 ワールドユース編,Manga,3276,7.73,1994,https://cdn.myanimelist.net/images/manga/5/29151l.jpg
11,Azumi,,あずみ,Manga,5943,7.72,1994,https://cdn.myanimelist.net/images/manga/3/75047l.jpg
11,Yami no Matsuei,Descendants of Darkness,闇の末裔,Manga,8142,7.72,1994,https://cdn.myanimelist.net/images/manga/3/160961l.jpg
13,Kidou Senshi Crossbone Gundam,Mobile Suit Cross Bone Gundam,機動戦士クロスボーン・ガンダム,Manga,4422,7.64,1994,https://cdn.myanimelist.net/images/manga/3/157503l.jpg
14,Yume de Aetara,If I See You in My Dreams,夢で逢えたら,Manga,5314,7.56,1994,https://cdn.myanimelist.net/images/manga/3/212l.jpg
15,Hotman,Hotman,ホットマン,Manga,2725,7.54,1994,https://cdn.myanimelist.net/images/manga/1/11840l.jpg
16,Harlem Beat,Harlem Beat,Harlem Beat,Manga,1803,7.49,1994,https://cdn.myanimelist.net/images/manga/2/183416l.jpg
17,Hai to Diamond,,灰とダイヤモンド,Manga,1384,7.48,1994,https://cdn.myanimelist.net/images/manga/1/186940l.jpg
17,Kodoku no Gourmet,The Solitary Gourmet,孤独のグルメ,Manga,4971,7.48,1994,https://cdn.myanimelist.net/images/manga/3/207579l.jpg
19,Shin Koutarou Makaritooru! Juudou-hen,,新・コータローまかりとおる! 柔道編,Manga,504,7.45,1994,https://cdn.myanimelist.net/images/manga/2/183417l.jpg
20,Mind Game,,MIND GAME,Manga,1967,7.44,1994,https://cdn.myanimelist.net/images/manga/2/197789l.jpg
21,Dante Shinkyoku,,ダンテ神曲,Manga,4429,7.4,1994,https://cdn.myanimelist.net/images/manga/3/287804l.jpg
22,Kaitou Saint Tail,Saint Tail,怪盗セイント・テール,Manga,2857,7.36,1994,https://cdn.myanimelist.net/images/manga/2/171555l.jpg
23,Munakata Kyouju Denkikou,Folklore Studies of Professor Munakata,宗像教授伝奇考,Manga,2008,7.33,1994,https://cdn.myanimelist.net/images/manga/2/264381l.jpg
24,Midori no Makibao,,みどりのマキバオー,Manga,600,7.32,1994,https://cdn.myanimelist.net/images/manga/1/172672l.jpg
25,Canon,Canon,カノン,Manga,1686,7.23,1994,https://cdn.myanimelist.net/images/manga/2/5003l.jpg
25,Toudo no Tabibito,The Ice Wanderer and Other Stories,凍土の旅人,Manga,1741,7.23,1994,https://cdn.myanimelist.net/images/manga/2/161442l.jpg
27,Yousai Gakuen,,要塞学園,Manga,1572,7.22,1994,https://cdn.myanimelist.net/images/manga/2/137557l.jpg
28,Lodoss-tou Senki: Haiiro no Majo,Record of Lodoss War: The Grey Witch,ロードス島戦記 灰色の魔女,Manga,2465,7.19,1994,https://cdn.myanimelist.net/images/manga/3/135797l.jpg
28,Paprika,,パプリカ,Manga,1728,7.19,1994,https://cdn.myanimelist.net/images/manga/2/149513l.jpg
30,Souten Kouro,,蒼天航路,Manga,1582,7.17,1994,https://cdn.myanimelist.net/images/manga/2/180038l.jpg
30,Zelda no Densetsu: Yume wo Miru Shima,,ゼルダの伝説 夢をみる島,Manga,2322,7.17,1994,https://cdn.myanimelist.net/images/manga/4/310096l.jpg
32,Dragon Head,Dragon Head,ドラゴンヘッド,Manga,29676,7.15,1994,https://cdn.myanimelist.net/images/manga/1/196300l.jpg
33,Bakusou Kyoudai Let's & Go!!,,爆走兄弟レッツ&ゴー!!,Manga,513,7.14,1994,https://cdn.myanimelist.net/images/manga/1/11809l.jpg
34,K no Souretsu,,Kの葬列,Manga,3142,7.13,1994,https://cdn.myanimelist.net/images/manga/2/275682l.jpg
34,Salaryman Kintarou,Salary Man Kintaro,サラリーマン金太郎,Manga,1163,7.13,1994,https://cdn.myanimelist.net/images/manga/3/171866l.jpg
36,Nekojiru Dango,,ねこぢるだんご,Manga,682,7.1,1994,https://cdn.myanimelist.net/images/manga/2/180252l.jpg
36,Tensai Family Company,Genius Family Company,天才ファミリー・カンパニー,Manga,1068,7.1,1994,https://cdn.myanimelist.net/images/manga/2/269080l.jpg
38,Zelda no Densetsu: Kamigami no Triforce (1994),,ゼルダの伝説 神々のトライフォース,Manga,1789,7.08,1994,https://cdn.myanimelist.net/images/manga/4/95639l.jpg
39,Souryo Fuyumi Masterpiece Collection - Cactus,,惣領冬実傑作集 サボテン,Manga,520,7.06,1994,https://cdn.myanimelist.net/images/manga/2/36106l.jpg
40,Seraphim: 2-oku 6661-man 3336 no Tsubasa,Seraphim: 266613336 Wings,セラフィム 2億6661万3336の翼,Manga,5933,7.05,1994,https://cdn.myanimelist.net/images/manga/5/157830l.jpg
41,Majutsushi Orphen Hagure Tabi,Sorcerous Stabber Orphen: The Wayward Journey,魔術士オーフェンはぐれ旅,Light Novel,1088,7.04,1994,https://cdn.myanimelist.net/images/manga/1/275374l.jpg
42,Kakugo no Susume,Apocalypse Zero,覚悟のススメ,Manga,3851,7.03,1994,https://cdn.myanimelist.net/images/manga/1/196756l.jpg
43,Elf wo Karu Mono-tachi,Those Who Hunt Elves,エルフを狩るモノたち,Manga,1740,7.02,1994,https://cdn.myanimelist.net/images/manga/1/180332l.jpg
44,O-bo-re-ta-i,,お・ぼ・れ・た・い,Manga,935,6.98,1994,https://cdn.myanimelist.net/images/manga/1/183117l.jpg
45,Oshaberi na Jikanwari,A Talking Timetable,おしゃべりな時間割,Manga,644,6.97,1994,https://cdn.myanimelist.net/images/manga/2/175878l.jpg
